Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Deshaun Watson,28,37,75.7,344,9.3,2,0,0,6,36,1,0,1,31.4,31.4,38.9%,CLE,11,2020
2,Justin Herbert,37,49,75.5,366,7.5,3,0,3,2,11,0,0,1,27.7,27.7,65.1%,LAC,11,2020
3,Jared Goff,39,51,76.5,376,7.4,3,2,0,1,0,0,0,1,25.0,25.0,73.4%,DET,11,2020
4,Taysom Hill,18,23,78.3,233,10.1,0,0,3,10,49,2,1,1,24.2,24.2,45.9%,NO,11,2020
5,Kirk Cousins,22,30,73.3,314,10.5,3,0,2,1,4,0,1,1,23.0,23.0,64.2%,ATL,11,2020
6,Ryan Tannehill,22,31,71.0,259,8.4,2,1,2,4,35,0,0,1,22.9,22.9,0.1%,FA,11,2020
7,Aaron Rodgers,27,38,71.1,311,8.2,3,1,1,3,13,0,1,1,22.7,22.7,72.2%,NYJ,11,2020
8,Derek Carr,23,31,74.2,275,8.9,3,1,0,3,6,0,0,1,22.6,22.6,7.1%,NO,11,2020
9,Patrick Mahomes II,34,45,75.6,348,7.7,2,1,0,4,16,0,0,1,22.5,22.5,99.9%,KC,11,2020
10,Philip Rivers,24,36,66.7,288,8.0,3,1,1,1,-1,0,0,1,22.4,22.4,20.6%,FA,11,2020
11,Kyler Murray,29,42,69.0,269,6.4,2,0,3,5,15,0,0,1,20.3,20.3,94.7%,ARI,11,2020
12,Andy Dalton,22,32,68.8,203,6.3,3,1,1,3,5,0,0,1,20.3,20.3,0.1%,CAR,11,2020
13,Russell Wilson,23,28,82.1,197,7.0,2,0,3,10,42,0,0,1,20.1,20.1,6.9%,PIT,11,2020
14,Cam Newton,26,40,65.0,365,9.1,1,0,2,3,6,0,0,1,19.2,19.2,9.1%,FA,11,2020
15,Ben Roethlisberger,32,46,69.6,267,5.8,2,1,0,0,0,0,0,1,17.7,17.7,13.6%,FA,11,2020
16,Lamar Jackson,17,29,58.6,186,6.4,1,1,1,13,51,0,0,1,17.5,17.5,99.9%,BAL,11,2020
17,Carson Wentz,21,35,60.0,235,6.7,2,2,5,3,10,0,0,1,16.4,16.4,0.2%,KC,11,2020
18,Joe Flacco,15,30,50.0,205,6.8,2,1,1,1,2,0,0,1,15.4,15.4,0.7%,IND,11,2020
19,Tom Brady,26,48,54.2,216,4.5,2,2,1,0,0,0,0,1,14.6,14.6,2.7%,FA,11,2020
20,P.J. Walker,24,34,70.6,258,7.6,1,2,1,5,-2,0,0,1,12.1,12.1,0.0%,FA,11,2020
21,Drew Lock,18,30,60.0,270,9.0,0,1,0,2,23,0,0,1,12.1,12.1,0.1%,NYG,11,2020
22,Joe Burrow,22,34,64.7,203,6.0,1,0,0,2,12,0,1,1,11.3,11.3,98.2%,CIN,11,2020
23,Alex Smith,17,25,68.0,166,6.6,1,1,2,3,-3,0,0,1,9.3,9.3,5.0%,FA,11,2020
24,Matthew Stafford,18,33,54.5,178,5.4,0,0,5,4,5,0,0,1,7.6,7.6,49.9%,LAR,11,2020
25,Tua Tagovailoa,11,20,55.0,83,4.2,1,0,6,0,0,0,0,1,7.3,7.3,80.1%,MIA,11,2020
26,Matt Ryan,19,37,51.4,232,6.3,0,2,8,0,0,0,0,1,7.3,7.3,0.1%,FA,11,2020
27,Baker Mayfield,12,22,54.5,204,9.3,0,0,3,6,9,0,1,1,7.1,7.1,31.7%,TB,11,2020
28,Ryan Fitzpatrick,12,18,66.7,117,6.5,0,1,0,2,6,0,0,1,4.3,4.3,0.0%,FA,11,2020
29,Ryan Finley,3,10,30.0,30,3.0,0,1,4,1,19,0,0,1,2.1,2.1,0.0%,FA,11,2020
30,Jake Luton,16,37,43.2,151,4.1,0,4,2,0,0,0,0,1,2.0,2.0,0.0%,CAR,11,2020
31,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,2,9,0,0,1,0.9,0.9,0.9%,NE,11,2020
32,Jalen Hurts,0,0,0.0,0,0.0,0,0,0,1,6,0,0,1,0.6,0.6,99.9%,PHI,11,2020
33,Logan Woodside,1,1,100.0,7,7.0,0,0,0,0,0,0,0,1,0.3,0.3,0.0%,CIN,11,2020
34,Chris Streveler,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2020
35,Mike White,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,BUF,11,2020
36,Mason Rudolph,0,0,0.0,0,0.0,0,0,0,3,-4,0,0,1,-0.4,-0.4,0.1%,TEN,11,2020
