Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dak Prescott,34,47,72.3,450,9.6,1,0,1,5,18,3,1,1,39.8,39.8,96.3%,DAL,2,2020
2,Cam Newton,30,44,68.2,397,9.0,1,1,1,11,47,2,0,1,35.6,35.6,9.1%,FA,2,2020
3,Josh Allen,24,35,68.6,415,11.9,4,0,1,4,19,0,0,1,34.5,34.5,100.0%,BUF,2,2020
4,Russell Wilson,21,28,75.0,288,10.3,5,1,2,5,39,0,0,1,34.4,34.4,6.9%,PIT,2,2020
5,Kyler Murray,26,38,68.4,286,7.5,1,1,3,8,67,2,0,1,33.1,33.1,94.7%,ARI,2,2020
6,Matt Ryan,24,36,66.7,273,7.6,4,0,1,4,16,0,0,1,28.5,28.5,0.1%,FA,2,2020
7,Patrick Mahomes II,27,47,57.4,302,6.4,2,0,1,6,54,0,0,1,27.5,27.5,99.9%,KC,2,2020
8,Ryan Tannehill,18,24,75.0,239,10.0,4,0,1,4,12,0,0,1,26.8,26.8,0.1%,FA,2,2020
9,Gardner Minshew II,30,45,66.7,339,7.5,3,2,2,4,19,0,0,1,25.5,25.5,3.9%,LV,2,2020
10,Joe Burrow,37,61,60.7,316,5.2,3,0,3,7,19,0,1,1,24.5,24.5,98.2%,CIN,2,2020
11,Ryan Fitzpatrick,31,47,66.0,328,7.0,2,0,3,3,12,0,0,1,24.3,24.3,0.0%,FA,2,2020
12,Jared Goff,20,27,74.1,267,9.9,3,0,1,7,13,0,0,1,24.0,24.0,73.4%,DET,2,2020
13,Justin Herbert,22,33,66.7,311,9.4,1,1,2,4,18,1,0,1,23.2,23.2,65.1%,LAC,2,2020
14,Derek Carr,28,38,73.7,284,7.5,3,0,3,3,3,0,1,1,21.7,21.7,7.1%,NO,2,2020
15,Jeff Driskel,18,34,52.9,256,7.5,2,1,6,2,5,0,0,1,19.7,19.7,0.0%,WAS,2,2020
16,Aaron Rodgers,18,30,60.0,240,8.0,2,0,1,2,12,0,0,1,19.2,19.2,72.2%,NYJ,2,2020
17,Ben Roethlisberger,29,41,70.7,311,7.6,2,1,1,3,-2,0,0,1,19.2,19.2,13.6%,FA,2,2020
18,Lamar Jackson,18,24,75.0,204,8.5,1,0,4,16,54,0,0,1,17.6,17.6,99.9%,BAL,2,2020
19,Matthew Stafford,20,33,60.6,244,7.4,2,1,4,1,4,0,0,1,17.2,17.2,49.9%,LAR,2,2020
20,Baker Mayfield,16,23,69.6,219,9.5,2,1,0,3,5,0,0,1,16.3,16.3,31.7%,TB,2,2020
21,Deshaun Watson,25,36,69.4,275,7.6,1,1,4,5,17,0,0,1,15.7,15.7,38.9%,CLE,2,2020
22,Drew Brees,26,38,68.4,312,8.2,1,1,0,0,0,0,0,1,15.5,15.5,35.7%,FA,2,2020
23,Mitchell Trubisky,18,28,64.3,190,6.8,2,2,4,4,16,0,0,1,15.2,15.2,0.1%,BUF,2,2020
24,Carson Wentz,26,43,60.5,242,5.6,0,2,0,2,7,1,0,1,14.4,14.4,0.2%,KC,2,2020
25,Jimmy Garoppolo,14,16,87.5,131,8.2,2,0,1,0,0,0,0,1,13.2,13.2,0.1%,LAR,2,2020
26,Philip Rivers,19,25,76.0,214,8.6,1,1,2,4,3,0,0,1,11.9,11.9,20.6%,FA,2,2020
27,Sam Darnold,21,32,65.6,179,5.6,1,0,1,2,7,0,0,1,11.9,11.9,6.3%,MIN,2,2020
28,Dwayne Haskins,19,33,57.6,223,6.8,1,0,4,1,8,0,1,1,11.7,11.7,0.1%,FA,2,2020
29,Teddy Bridgewater,33,42,78.6,367,8.7,0,2,5,0,0,0,1,1,10.7,10.7,0.0%,FA,2,2020
30,Tom Brady,23,35,65.7,217,6.2,1,1,0,1,0,0,1,1,9.7,9.7,2.7%,FA,2,2020
31,Daniel Jones,25,40,62.5,241,6.0,0,1,4,3,21,0,1,1,8.7,8.7,7.4%,NYG,2,2020
32,Nick Mullens,8,11,72.7,71,6.5,0,1,2,2,-2,0,0,1,1.6,1.6,0.1%,MIN,2,2020
33,Kirk Cousins,11,26,42.3,113,4.3,0,3,3,0,0,0,0,1,1.5,1.5,64.2%,ATL,2,2020
34,Taysom Hill,0,0,0.0,0,0.0,0,0,0,2,8,0,0,1,0.8,0.8,45.9%,NO,2,2020
35,Chris Streveler,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2020
36,Jalen Hurts,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,99.9%,PHI,2,2020
37,Andy Dalton,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CAR,2,2020
38,John Lovett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2020
39,Tim Boyle,0,0,0.0,0,0.0,0,0,0,2,-1,0,0,1,-0.1,-0.1,0.0%,MIA,2,2020
40,Drew Lock,1,5,20.0,20,4.0,0,0,1,0,0,0,1,1,-1.2,-1.2,0.1%,NYG,2,2020
