Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Josh Allen,27,36,75.0,320,8.9,4,0,0,4,35,0,0,1,32.3,32.3,100.0%,BUF,16,2020
2,Tom Brady,22,27,81.5,348,12.9,4,0,1,0,0,0,0,1,29.9,29.9,2.7%,FA,16,2020
3,Andy Dalton,22,30,73.3,377,12.6,3,1,2,5,15,0,0,1,27.6,27.6,0.1%,CAR,16,2020
4,Deshaun Watson,24,33,72.7,324,9.8,3,0,1,5,38,0,1,1,26.8,26.8,38.9%,CLE,16,2020
5,Aaron Rodgers,21,25,84.0,231,9.2,4,1,1,3,19,0,0,1,26.1,26.1,72.2%,NYJ,16,2020
6,Ben Roethlisberger,34,49,69.4,341,7.0,3,0,1,2,-1,0,0,1,25.5,25.5,13.6%,FA,16,2020
7,Mitchell Trubisky,24,35,68.6,265,7.6,2,1,1,2,10,1,0,1,24.6,24.6,0.1%,BUF,16,2020
8,Kirk Cousins,27,41,65.9,291,7.1,3,0,2,0,0,0,0,1,23.6,23.6,64.2%,ATL,16,2020
9,Derek Carr,21,34,61.8,336,9.9,1,0,3,2,-2,1,0,1,23.2,23.2,7.1%,NO,16,2020
10,Brandon Allen,29,37,78.4,371,10.0,2,0,0,2,3,0,0,1,23.1,23.1,0.0%,SF,16,2020
11,Lamar Jackson,17,26,65.4,183,7.0,2,0,0,13,80,0,1,1,21.3,21.3,99.9%,BAL,16,2020
12,Jalen Hurts,21,39,53.8,342,8.8,1,2,3,9,69,0,1,1,20.6,20.6,99.9%,PHI,16,2020
13,Patrick Mahomes II,24,44,54.5,278,6.3,2,1,0,3,21,0,0,1,20.2,20.2,99.9%,KC,16,2020
14,Matt Ryan,27,35,77.1,300,8.6,2,0,4,1,-1,0,0,1,19.9,19.9,0.1%,FA,16,2020
15,Russell Wilson,20,32,62.5,225,7.0,1,0,5,3,9,1,0,1,19.9,19.9,6.9%,PIT,16,2020
16,C.J. Beathard,13,22,59.1,182,8.3,3,0,3,3,18,0,1,1,19.1,19.1,0.0%,FA,16,2020
17,Ryan Tannehill,11,24,45.8,121,5.0,1,2,2,3,55,1,0,1,18.3,18.3,0.1%,FA,16,2020
18,Sam Darnold,16,32,50.0,175,5.5,2,0,2,7,20,0,0,1,17.0,17.0,6.3%,MIN,16,2020
19,Justin Herbert,21,33,63.6,253,7.7,1,0,2,4,26,0,0,1,16.7,16.7,65.1%,LAC,16,2020
20,Kyler Murray,31,50,62.0,247,4.9,0,1,3,8,75,0,0,1,16.4,16.4,94.7%,ARI,16,2020
21,Drew Lock,24,47,51.1,264,5.6,0,2,2,5,15,1,0,1,16.1,16.1,0.1%,NYG,16,2020
22,Blaine Gabbert,9,15,60.0,143,9.5,2,0,1,2,15,0,0,1,15.2,15.2,0.0%,FA,16,2020
23,Daniel Jones,24,41,58.5,252,6.1,1,0,6,1,3,0,0,1,14.4,14.4,7.4%,NYG,16,2020
24,Mike Glennon,24,37,64.9,211,5.7,2,2,1,0,0,0,0,1,14.4,14.4,1.0%,FA,16,2020
25,Philip Rivers,21,34,61.8,270,7.9,1,1,5,0,0,0,1,1,11.8,11.8,20.6%,FA,16,2020
26,Taylor Heinicke,12,19,63.2,137,7.2,1,0,1,3,22,0,0,1,11.7,11.7,0.0%,LAC,16,2020
27,Ryan Fitzpatrick,9,13,69.2,182,14.0,1,0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,16,2020
28,Taysom Hill,2,2,100.0,8,4.0,0,0,0,5,18,1,0,1,11.0,11.0,45.9%,NO,16,2020
29,Jared Goff,24,43,55.8,234,5.4,0,1,3,7,23,0,0,1,10.7,10.7,73.4%,DET,16,2020
30,Drew Brees,19,26,73.1,311,12.0,0,2,0,3,-3,0,0,1,10.1,10.1,35.7%,FA,16,2020
31,Cam Newton,5,10,50.0,34,3.4,0,0,2,4,24,1,0,1,9.8,9.8,9.1%,FA,16,2020
32,Teddy Bridgewater,19,28,67.9,197,7.0,1,1,4,6,7,0,1,1,9.6,9.6,0.0%,FA,16,2020
33,Tua Tagovailoa,17,22,77.3,94,4.3,1,0,3,3,11,0,0,1,8.9,8.9,80.1%,MIA,16,2020
34,Baker Mayfield,28,53,52.8,285,5.4,0,0,4,3,6,0,2,1,8.0,8.0,31.7%,TB,16,2020
35,Chase Daniel,13,18,72.2,86,4.8,0,0,3,0,0,0,0,1,3.4,3.4,0.0%,FA,16,2020
36,David Blough,6,10,60.0,49,4.9,0,1,1,1,18,0,0,1,2.8,2.8,0.0%,FA,16,2020
37,Dwayne Haskins,14,28,50.0,154,5.5,0,2,2,0,0,0,1,1,2.2,2.2,0.1%,FA,16,2020
38,Jarrett Stidham,4,11,36.4,44,4.0,0,0,1,0,0,0,0,1,1.8,1.8,0.1%,DEN,16,2020
39,Matthew Stafford,2,3,66.7,17,5.7,0,0,0,0,0,0,0,1,0.7,0.7,49.9%,LAR,16,2020
40,Matt Barkley,2,3,66.7,11,3.7,0,0,0,3,-3,0,0,1,0.1,0.1,0.0%,FA,16,2020
41,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,1,1,0,0,1,0.1,0.1,0.9%,NE,16,2020
42,Case Keenum,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,HOU,16,2020
43,Joe Webb III,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2020
44,Logan Woodside,0,2,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CIN,16,2020
45,Nick Foles,0,1,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.0%,FA,16,2020
46,Tim Boyle,0,0,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.0%,MIA,16,2020
