Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kyler Murray,21,26,80.8,283,10.9,3,0,1,11,106,1,1,1,37.9,37.9,94.7%,ARI,9,2020
2,Josh Allen,31,38,81.6,415,10.9,3,0,7,7,14,1,0,1,36.0,36.0,100.0%,BUF,9,2020
3,Patrick Mahomes II,30,45,66.7,372,8.3,4,0,2,1,6,0,0,1,31.5,31.5,99.9%,KC,9,2020
4,Drew Lock,25,48,52.1,313,6.5,2,1,1,7,47,1,0,1,30.2,30.2,0.1%,NYG,9,2020
5,Aaron Rodgers,25,31,80.6,305,9.8,4,0,1,1,7,0,0,1,28.9,28.9,72.2%,NYJ,9,2020
6,Teddy Bridgewater,36,49,73.5,310,6.3,2,0,2,2,19,1,0,1,28.3,28.3,0.0%,FA,9,2020
7,Ben Roethlisberger,29,42,69.0,306,7.3,3,0,0,1,8,0,0,1,25.0,25.0,13.6%,FA,9,2020
8,Cam Newton,27,35,77.1,274,7.8,0,0,0,10,16,2,0,1,24.6,24.6,9.1%,FA,9,2020
9,Deshaun Watson,19,32,59.4,281,8.8,2,0,2,10,50,0,0,1,24.2,24.2,38.9%,CLE,9,2020
10,Russell Wilson,28,41,68.3,390,9.5,2,2,5,2,5,1,2,1,24.1,24.1,6.9%,PIT,9,2020
11,Justin Herbert,28,42,66.7,326,7.8,2,0,2,5,24,0,0,1,23.4,23.4,65.1%,LAC,9,2020
12,Matt Ryan,25,35,71.4,284,8.1,3,1,2,3,10,0,0,1,23.4,23.4,0.1%,FA,9,2020
13,Drew Brees,26,32,81.3,222,6.9,4,0,1,2,-2,0,1,1,22.7,22.7,35.7%,FA,9,2020
14,Jake Luton,26,38,68.4,304,8.0,1,1,2,1,13,1,0,1,22.5,22.5,0.0%,CAR,9,2020
15,Nick Foles,36,52,69.2,335,6.4,2,0,3,2,2,0,0,1,21.6,21.6,0.0%,FA,9,2020
16,Joe Flacco,18,25,72.0,262,10.5,3,1,1,0,0,0,0,1,21.5,21.5,0.7%,IND,9,2020
17,Tua Tagovailoa,20,28,71.4,248,8.9,2,0,3,7,35,0,0,1,21.4,21.4,80.1%,MIA,9,2020
18,Kirk Cousins,13,20,65.0,220,11.0,3,0,1,0,0,0,0,1,20.8,20.8,64.2%,ATL,9,2020
19,Lamar Jackson,19,23,82.6,170,7.4,0,0,2,13,58,1,0,1,18.6,18.6,99.9%,BAL,9,2020
20,Garrett Gilbert,21,38,55.3,243,6.4,1,1,2,3,28,0,0,1,15.5,15.5,0.0%,FA,9,2020
21,Ryan Tannehill,10,21,47.6,158,7.5,2,0,3,3,3,0,0,1,14.6,14.6,0.1%,FA,9,2020
22,Alex Smith,24,32,75.0,325,10.2,1,3,2,0,0,0,0,1,14.0,14.0,5.0%,FA,9,2020
23,Derek Carr,13,23,56.5,165,7.2,2,0,1,2,14,0,1,1,14.0,14.0,7.1%,NO,9,2020
24,Daniel Jones,23,34,67.6,212,6.2,1,0,5,6,4,0,0,1,12.9,12.9,7.4%,NYG,9,2020
25,Nick Mullens,22,35,62.9,291,8.3,1,1,1,1,0,0,1,1,12.6,12.6,0.1%,MIN,9,2020
26,Taysom Hill,2,2,100.0,48,24.0,0,0,0,7,54,0,0,1,10.4,10.4,45.9%,NO,9,2020
27,Matthew Stafford,23,32,71.9,211,6.6,1,2,2,0,0,0,0,1,10.4,10.4,49.9%,LAR,9,2020
28,Philip Rivers,25,43,58.1,227,5.3,0,1,0,0,0,0,0,1,8.1,8.1,20.6%,FA,9,2020
29,Chase Daniel,8,13,61.5,94,7.2,1,1,0,1,5,0,0,1,7.3,7.3,0.0%,FA,9,2020
30,Tom Brady,22,38,57.9,209,5.5,0,3,3,0,0,0,0,1,5.4,5.4,2.7%,FA,9,2020
31,Kyle Allen,5,7,71.4,62,8.9,0,0,0,0,0,0,0,1,2.5,2.5,0.0%,PIT,9,2020
32,John Lovett,0,0,0.0,0,0.0,0,0,0,3,6,0,0,1,0.6,0.6,0.0%,FA,9,2020
33,Jameis Winston,1,1,100.0,12,12.0,0,0,0,3,-3,0,0,1,0.2,0.2,0.6%,CLE,9,2020
34,Mason Rudolph,2,3,66.7,3,1.0,0,0,0,0,0,0,0,1,0.1,0.1,0.1%,TEN,9,2020
35,Tyrod Taylor,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,NYJ,9,2020
36,Jacoby Brissett,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.9%,NE,9,2020
37,Blaine Gabbert,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,FA,9,2020
38,Tim Boyle,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,MIA,9,2020
