Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Patrick Mahomes II,31,42,73.8,385,9.2,4,0,0,4,26,1,0,1,40.0,40.0,99.9%,KC,3,2020
2,Russell Wilson,27,40,67.5,315,7.9,5,0,4,6,22,0,0,1,36.8,36.8,6.9%,PIT,3,2020
3,Josh Allen,24,33,72.7,311,9.4,4,1,4,4,8,1,1,1,32.2,32.2,100.0%,BUF,3,2020
4,Dak Prescott,37,57,64.9,472,8.3,3,2,2,6,26,0,1,1,29.5,29.5,96.3%,DAL,3,2020
5,Jared Goff,23,32,71.9,321,10.0,2,1,2,2,4,1,0,1,28.2,28.2,73.4%,DET,3,2020
6,Ryan Fitzpatrick,18,20,90.0,160,8.0,2,0,1,7,38,1,0,1,25.2,25.2,0.0%,FA,3,2020
7,Kyler Murray,23,35,65.7,270,7.7,2,3,1,5,29,1,0,1,24.7,24.7,94.7%,ARI,3,2020
8,Aaron Rodgers,21,32,65.6,283,8.8,3,0,1,2,12,0,0,1,24.5,24.5,72.2%,NYJ,3,2020
9,Tom Brady,25,38,65.8,297,7.8,3,0,2,5,0,0,0,1,23.9,23.9,2.7%,FA,3,2020
10,Drew Brees,29,36,80.6,288,8.0,3,0,2,0,0,0,0,1,23.5,23.5,35.7%,FA,3,2020
11,Carson Wentz,29,47,61.7,225,4.8,1,2,3,9,65,1,0,1,23.5,23.5,0.2%,KC,3,2020
12,Kirk Cousins,16,27,59.3,251,9.3,3,2,2,2,14,0,0,1,21.4,21.4,64.2%,ATL,3,2020
13,Joe Burrow,31,44,70.5,312,7.1,2,0,8,1,-1,0,0,1,20.4,20.4,98.2%,CIN,3,2020
14,Ben Roethlisberger,23,36,63.9,237,6.6,2,0,2,5,-3,0,0,1,19.2,19.2,13.6%,FA,3,2020
15,Matthew Stafford,22,31,71.0,270,8.7,2,0,4,1,-3,0,0,1,18.5,18.5,49.9%,LAR,3,2020
16,Nick Foles,16,29,55.2,188,6.5,3,1,0,3,-3,0,0,1,18.2,18.2,0.0%,FA,3,2020
17,Deshaun Watson,19,27,70.4,264,9.8,2,1,5,1,5,0,0,1,18.1,18.1,38.9%,CLE,3,2020
18,Nick Mullens,25,36,69.4,343,9.5,1,0,2,4,0,0,0,1,17.7,17.7,0.1%,MIN,3,2020
19,Justin Herbert,35,49,71.4,330,6.7,1,1,2,3,15,0,1,1,15.7,15.7,65.1%,LAC,3,2020
20,Derek Carr,24,32,75.0,261,8.2,2,0,2,2,10,0,2,1,15.4,15.4,7.1%,NO,3,2020
21,Teddy Bridgewater,22,28,78.6,235,8.4,1,0,2,2,12,0,0,1,14.6,14.6,0.0%,FA,3,2020
22,Baker Mayfield,16,23,69.6,156,6.8,2,0,2,1,1,0,0,1,14.3,14.3,31.7%,TB,3,2020
23,Lamar Jackson,15,28,53.6,97,3.5,1,0,4,9,83,0,1,1,14.2,14.2,99.9%,BAL,3,2020
24,Ryan Tannehill,23,37,62.2,321,8.7,0,1,1,4,9,0,0,1,13.7,13.7,0.1%,FA,3,2020
25,Philip Rivers,17,21,81.0,217,10.3,1,0,0,0,0,0,0,1,12.7,12.7,20.6%,FA,3,2020
26,Mitchell Trubisky,13,22,59.1,128,5.8,1,1,2,1,45,0,0,1,12.6,12.6,0.1%,BUF,3,2020
27,Matt Ryan,19,38,50.0,238,6.3,1,1,2,1,-1,0,0,1,12.4,12.4,0.1%,FA,3,2020
28,Cam Newton,17,28,60.7,162,5.8,1,1,2,9,27,0,0,1,12.2,12.2,9.1%,FA,3,2020
29,Dwayne Haskins,21,37,56.8,224,6.1,2,3,3,2,2,0,1,1,12.2,12.2,0.1%,FA,3,2020
30,Jeff Driskel,17,30,56.7,176,5.9,1,1,5,3,14,0,0,1,11.4,11.4,0.0%,WAS,3,2020
31,Gardner Minshew II,30,42,71.4,275,6.5,0,1,4,3,22,0,1,1,10.2,10.2,3.9%,LV,3,2020
32,Sam Darnold,17,29,58.6,168,5.8,1,3,2,5,20,0,0,1,9.7,9.7,6.3%,MIN,3,2020
33,Daniel Jones,17,32,53.1,179,5.6,0,1,2,5,49,0,1,1,9.1,9.1,7.4%,NYG,3,2020
34,Brett Rypien,8,9,88.9,53,5.9,0,1,1,0,0,0,0,1,1.1,1.1,0.0%,MIN,3,2020
35,Jacoby Brissett,2,4,50.0,17,4.3,0,0,0,2,0,0,0,1,0.7,0.7,0.9%,NE,3,2020
36,Jalen Hurts,0,0,0.0,0,0.0,0,0,0,2,5,0,0,1,0.5,0.5,99.9%,PHI,3,2020
37,Chris Streveler,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2020
38,John Lovett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2020
39,Ryan Finley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2020
40,Taysom Hill,0,0,0.0,0,0.0,0,0,0,2,6,0,1,1,-0.3,-0.3,45.9%,NO,3,2020
