Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Patrick Mahomes II,31,42,73.8,416,9.9,5,0,0,0,0,0,0,1,36.6,36.6,99.9%,KC,8,2020
2,Russell Wilson,27,37,73.0,261,7.1,4,0,2,6,23,0,0,1,28.7,28.7,6.9%,PIT,8,2020
3,Matthew Stafford,24,42,57.1,336,8.0,3,1,5,1,10,0,1,1,23.4,23.4,49.9%,LAR,8,2020
4,Justin Herbert,29,43,67.4,278,6.5,3,2,2,3,21,0,0,1,23.2,23.2,65.1%,LAC,8,2020
5,Aaron Rodgers,27,41,65.9,291,7.1,3,0,1,2,9,0,1,1,22.5,22.5,72.2%,NYJ,8,2020
6,Philip Rivers,23,33,69.7,262,7.9,3,0,2,2,-2,0,0,1,22.3,22.3,20.6%,FA,8,2020
7,Drew Lock,26,41,63.4,248,6.0,3,1,2,2,-1,0,0,1,20.8,20.8,0.1%,NYG,8,2020
8,Drew Brees,31,41,75.6,280,6.8,2,0,1,3,4,0,0,1,19.6,19.6,35.7%,FA,8,2020
9,Tom Brady,28,40,70.0,279,7.0,2,0,2,1,-1,0,0,1,19.1,19.1,2.7%,FA,8,2020
10,Matt Ryan,21,30,70.0,281,9.4,0,1,2,6,27,1,0,1,18.9,18.9,0.1%,FA,8,2020
11,Joe Burrow,26,37,70.3,249,6.7,2,0,0,3,9,0,0,1,18.9,18.9,98.2%,CIN,8,2020
12,Cam Newton,15,25,60.0,174,7.0,0,0,2,9,54,1,1,1,18.4,18.4,9.1%,FA,8,2020
13,Ryan Tannehill,18,30,60.0,233,7.8,2,1,1,2,20,0,0,1,18.3,18.3,0.1%,FA,8,2020
14,Daniel Jones,25,41,61.0,256,6.2,2,2,3,3,20,0,0,1,18.2,18.2,7.4%,NYG,8,2020
15,Nick Foles,28,41,68.3,272,6.6,2,1,5,0,0,0,0,1,17.9,17.9,0.0%,FA,8,2020
16,Nick Mullens,18,25,72.0,238,9.5,2,0,0,0,0,0,0,1,17.5,17.5,0.1%,MIN,8,2020
17,Lamar Jackson,13,28,46.4,208,7.4,2,2,4,16,65,0,2,1,16.8,16.8,99.9%,BAL,8,2020
18,Ben Roethlisberger,21,32,65.6,182,5.7,2,0,2,0,0,0,0,1,15.3,15.3,13.6%,FA,8,2020
19,Taysom Hill,0,0,0.0,0,0.0,0,0,0,5,35,0,0,1,14.5,14.5,45.9%,NO,8,2020
20,Josh Allen,11,18,61.1,154,8.6,0,1,1,10,23,1,0,1,13.5,13.5,100.0%,BUF,8,2020
21,Teddy Bridgewater,15,23,65.2,176,7.7,1,1,3,5,30,0,0,1,13.0,13.0,0.0%,FA,8,2020
22,Derek Carr,15,24,62.5,111,4.6,1,0,2,6,41,0,0,1,12.5,12.5,7.1%,NO,8,2020
23,Jared Goff,35,61,57.4,355,5.8,1,2,2,0,0,0,2,1,12.2,12.2,73.4%,DET,8,2020
24,Carson Wentz,15,27,55.6,123,4.6,2,2,4,4,17,0,2,1,10.6,10.6,0.2%,KC,8,2020
25,Kirk Cousins,11,14,78.6,160,11.4,1,0,1,0,0,0,0,1,10.4,10.4,64.2%,ATL,8,2020
26,Baker Mayfield,12,25,48.0,122,4.9,0,0,0,6,29,0,0,1,7.8,7.8,31.7%,TB,8,2020
27,Sam Darnold,18,30,60.0,133,4.4,0,0,1,4,21,0,0,1,7.4,7.4,6.3%,MIN,8,2020
28,Tua Tagovailoa,12,22,54.5,93,4.2,1,0,1,2,0,0,1,1,5.7,5.7,80.1%,MIA,8,2020
29,Ben DiNucci,21,40,52.5,180,4.5,0,0,4,5,22,0,2,1,5.4,5.4,0.0%,FA,8,2020
30,Jimmy Garoppolo,11,16,68.8,84,5.3,0,1,3,4,4,0,0,1,2.8,2.8,0.1%,LAR,8,2020
31,Chad Henne,3,4,75.0,17,4.3,0,0,0,1,0,0,0,1,0.7,0.7,0.1%,FA,8,2020
32,Jalen Hurts,1,1,100.0,9,9.0,0,0,0,0,0,0,0,1,0.4,0.4,99.9%,PHI,8,2020
33,Mitchell Trubisky,0,0,0.0,0,0.0,0,0,0,1,3,0,0,1,0.3,0.3,0.1%,BUF,8,2020
34,P.J. Walker,1,4,25.0,3,0.8,0,0,0,0,0,0,0,1,0.1,0.1,0.0%,FA,8,2020
35,John Lovett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2020
