Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dak Prescott,41,58,70.7,502,8.7,4,1,3,2,12,0,1,1,38.3,38.3,96.3%,DAL,4,2020
2,Tom Brady,30,46,65.2,369,8.0,5,1,0,3,-3,0,0,1,33.5,33.5,2.7%,FA,4,2020
3,Aaron Rodgers,27,33,81.8,327,9.9,4,0,1,1,5,0,0,1,29.6,29.6,72.2%,NYJ,4,2020
4,Teddy Bridgewater,26,37,70.3,276,7.5,2,1,0,6,32,1,0,1,27.2,27.2,0.0%,FA,4,2020
5,Lamar Jackson,14,21,66.7,193,9.2,2,1,1,7,53,1,0,1,26.0,26.0,99.9%,BAL,4,2020
6,Josh Allen,24,34,70.6,288,8.5,2,0,1,3,-1,1,0,1,25.4,25.4,100.0%,BUF,4,2020
7,Justin Herbert,20,25,80.0,290,11.6,3,1,2,5,14,0,0,1,24.0,24.0,65.1%,LAC,4,2020
8,Sam Darnold,23,42,54.8,230,5.5,0,0,6,6,84,1,0,1,23.6,23.6,6.3%,MIN,4,2020
9,Matthew Stafford,17,31,54.8,206,6.6,3,1,3,3,21,0,0,1,23.3,23.3,49.9%,LAR,4,2020
10,Ryan Fitzpatrick,29,45,64.4,315,7.0,0,2,1,6,47,1,0,1,23.3,23.3,0.0%,FA,4,2020
11,Kyler Murray,24,31,77.4,133,4.3,3,0,1,6,78,0,1,1,23.1,23.1,94.7%,ARI,4,2020
12,Carson Wentz,18,28,64.3,193,6.9,1,1,3,7,37,1,0,1,22.4,22.4,0.2%,KC,4,2020
13,Russell Wilson,24,34,70.6,360,10.6,2,1,2,4,5,0,0,1,21.9,21.9,6.9%,PIT,4,2020
14,Gardner Minshew II,27,40,67.5,351,8.8,2,1,3,2,9,0,0,1,21.9,21.9,3.9%,LV,4,2020
15,Deshaun Watson,20,33,60.6,300,9.1,2,0,3,5,9,0,0,1,20.9,20.9,38.9%,CLE,4,2020
16,Derek Carr,32,44,72.7,311,7.1,2,0,2,4,20,0,1,1,20.4,20.4,7.1%,NO,4,2020
17,Patrick Mahomes II,19,29,65.5,236,8.1,2,0,1,8,28,0,0,1,20.2,20.2,99.9%,KC,4,2020
18,Dwayne Haskins,32,45,71.1,314,7.0,0,0,3,3,3,1,0,1,18.9,18.9,0.1%,FA,4,2020
19,Drew Brees,19,25,76.0,246,9.8,2,1,2,3,-3,0,0,1,16.5,16.5,35.7%,FA,4,2020
20,Joe Burrow,25,36,69.4,300,8.3,1,1,1,4,11,0,0,1,16.1,16.1,98.2%,CIN,4,2020
21,Baker Mayfield,19,30,63.3,165,5.5,2,0,2,3,6,0,0,1,15.2,15.2,31.7%,TB,4,2020
22,Kirk Cousins,16,22,72.7,260,11.8,1,0,3,4,5,0,0,1,14.9,14.9,64.2%,ATL,4,2020
23,Brett Rypien,19,31,61.3,242,7.8,2,3,0,5,-5,0,0,1,14.2,14.2,0.0%,MIN,4,2020
24,Nick Foles,26,42,61.9,249,5.9,1,1,1,2,-1,0,0,1,12.9,12.9,0.0%,FA,4,2020
25,Matt Ryan,28,39,71.8,285,7.3,0,0,4,2,10,0,0,1,12.4,12.4,0.1%,FA,4,2020
26,Jared Goff,25,32,78.1,200,6.3,1,0,2,3,-3,0,0,1,11.7,11.7,73.4%,DET,4,2020
27,Philip Rivers,16,29,55.2,190,6.6,1,0,1,3,-4,0,0,1,11.2,11.2,20.6%,FA,4,2020
28,Daniel Jones,23,36,63.9,190,5.3,0,1,5,6,45,0,0,1,11.1,11.1,7.4%,NYG,4,2020
29,Nick Mullens,18,26,69.2,200,7.7,1,2,4,0,0,0,1,1,8.0,8.0,0.1%,MIN,4,2020
30,C.J. Beathard,14,19,73.7,138,7.3,0,0,1,0,0,0,0,1,5.5,5.5,0.0%,FA,4,2020
31,Jarrett Stidham,5,13,38.5,60,4.6,1,2,0,2,3,0,0,1,4.7,4.7,0.1%,DEN,4,2020
32,Brian Hoyer,15,24,62.5,130,5.4,0,1,2,1,8,0,1,1,3.0,3.0,0.0%,FA,4,2020
33,Taysom Hill,0,0,0.0,0,0.0,0,0,0,3,6,0,0,1,2.4,2.4,45.9%,NO,4,2020
34,Jalen Hurts,0,0,0.0,0,0.0,0,0,0,3,18,0,0,1,1.8,1.8,99.9%,PHI,4,2020
35,Jeff Driskel,0,0,0.0,0,0.0,0,0,0,1,9,0,0,1,0.9,0.9,0.0%,WAS,4,2020
36,Joe Flacco,2,2,100.0,16,8.0,0,0,0,0,0,0,0,1,0.6,0.6,0.7%,IND,4,2020
37,John Lovett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
38,Tim Boyle,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,MIA,4,2020
39,Robert Griffin III,0,1,0.0,0,0.0,0,1,0,3,3,0,0,1,-0.7,-0.7,1.0%,FA,4,2020
