Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cam Newton,21,30,70.0,242,8.1,3,0,3,11,79,0,0,1,38.5,38.5,9.1%,FA,17,2020
2,Kirk Cousins,28,40,70.0,405,10.1,3,0,3,5,1,1,0,1,34.3,34.3,64.2%,ATL,17,2020
3,Justin Herbert,22,31,71.0,302,9.7,3,0,3,6,9,1,0,1,33.0,33.0,65.1%,LAC,17,2020
4,Tom Brady,26,41,63.4,399,9.7,4,1,1,5,3,0,0,1,31.3,31.3,2.7%,FA,17,2020
5,Ryan Tannehill,18,27,66.7,216,8.0,1,0,2,7,38,2,0,1,28.4,28.4,0.1%,FA,17,2020
6,Deshaun Watson,28,39,71.8,365,9.4,3,1,4,3,12,0,0,1,26.8,26.8,38.9%,CLE,17,2020
7,Aaron Rodgers,19,24,79.2,240,10.0,4,0,1,1,4,0,0,1,26.0,26.0,72.2%,NYJ,17,2020
8,Lamar Jackson,10,18,55.6,113,6.3,3,1,0,11,97,0,0,1,25.2,25.2,99.9%,BAL,17,2020
9,Drew Lock,25,41,61.0,339,8.3,2,0,2,2,7,0,0,1,24.3,24.3,0.1%,NYG,17,2020
10,Matthew Stafford,20,31,64.5,293,9.5,3,1,1,2,9,0,0,1,23.6,23.6,49.9%,LAR,17,2020
11,Derek Carr,24,38,63.2,371,9.8,2,2,3,2,1,0,0,1,22.9,22.9,7.1%,NO,17,2020
12,Matt Ryan,29,44,65.9,265,6.0,2,0,1,3,1,1,1,1,22.7,22.7,0.1%,FA,17,2020
13,Josh Allen,18,25,72.0,224,9.0,3,1,1,2,3,0,0,1,20.3,20.3,100.0%,BUF,17,2020
14,Drew Brees,22,32,68.8,201,6.3,3,0,2,0,0,0,0,1,20.0,20.0,35.7%,FA,17,2020
15,Mason Rudolph,22,39,56.4,315,8.1,2,1,1,1,1,0,0,1,19.7,19.7,0.1%,TEN,17,2020
16,Tua Tagovailoa,35,58,60.3,361,6.2,1,3,1,6,28,0,0,1,18.2,18.2,80.1%,MIA,17,2020
17,Russell Wilson,20,36,55.6,181,5.0,2,0,2,5,29,0,0,1,18.1,18.1,6.9%,PIT,17,2020
18,Jalen Hurts,7,20,35.0,72,3.6,0,1,1,8,34,2,0,1,17.3,17.3,99.9%,PHI,17,2020
19,Chad Henne,23,32,71.9,218,6.8,2,0,1,2,0,0,0,1,16.7,16.7,0.1%,FA,17,2020
20,Mike Glennon,26,42,61.9,261,6.2,2,0,6,1,2,0,1,1,16.6,16.6,1.0%,FA,17,2020
21,Baker Mayfield,17,27,63.0,196,7.3,1,0,4,6,44,0,0,1,16.2,16.2,31.7%,TB,17,2020
22,Daniel Jones,17,25,68.0,229,9.2,2,1,2,9,17,0,1,1,15.9,15.9,7.4%,NYG,17,2020
23,C.J. Beathard,25,37,67.6,273,7.4,1,0,3,3,10,0,1,1,13.9,13.9,0.0%,FA,17,2020
24,John Wolford,22,38,57.9,231,6.1,0,1,2,6,56,0,0,1,13.8,13.8,0.0%,CAR,17,2020
25,Andy Dalton,29,47,61.7,244,5.2,0,1,6,7,48,0,0,1,13.6,13.6,0.1%,CAR,17,2020
26,Sam Darnold,23,34,67.6,266,7.8,1,2,3,1,3,0,0,1,12.9,12.9,6.3%,MIN,17,2020
27,Alex Smith,22,32,68.8,162,5.1,2,2,3,1,0,0,0,1,12.5,12.5,5.0%,FA,17,2020
28,Taysom Hill,0,0,0.0,0,0.0,0,0,0,7,41,1,0,1,11.6,11.6,45.9%,NO,17,2020
29,Philip Rivers,17,27,63.0,164,6.1,1,1,0,2,-2,0,0,1,11.4,11.4,20.6%,FA,17,2020
30,Mitchell Trubisky,33,42,78.6,252,6.0,0,1,1,4,22,0,0,1,11.3,11.3,0.1%,BUF,17,2020
31,Matt Barkley,6,13,46.2,164,12.6,1,1,0,3,-3,0,0,1,9.3,9.3,0.0%,FA,17,2020
32,Chris Streveler,11,16,68.8,105,6.6,1,1,2,3,12,0,0,1,8.4,8.4,0.0%,FA,17,2020
33,Teddy Bridgewater,13,23,56.5,176,7.7,0,2,1,3,7,0,0,1,5.7,5.7,0.0%,FA,17,2020
34,Kyler Murray,8,11,72.7,87,7.9,0,0,2,2,3,0,0,1,3.8,3.8,94.7%,ARI,17,2020
35,Tommy Stevens,0,0,0.0,0,0.0,0,0,0,4,24,0,0,1,2.4,2.4,0.0%,FA,17,2020
36,Joshua Dobbs,4,5,80.0,2,0.4,0,0,0,2,20,0,0,1,2.1,2.1,0.2%,SF,17,2020
37,AJ McCarron,1,1,100.0,20,20.0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,17,2020
38,P.J. Walker,5,14,35.7,95,6.8,0,3,2,0,0,0,0,1,0.8,0.8,0.0%,FA,17,2020
39,Tyler Huntley,1,1,100.0,8,8.0,0,0,0,6,5,0,0,1,0.8,0.8,0.0%,BAL,17,2020
40,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,2,3,0,0,1,0.3,0.3,0.9%,NE,17,2020
41,Brandon Allen,6,21,28.6,48,2.3,0,2,0,1,2,0,0,1,0.1,0.1,0.0%,SF,17,2020
42,Garrett Gilbert,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2020
43,Jameis Winston,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.6%,CLE,17,2020
44,Nate Sudfeld,5,12,41.7,32,2.7,0,1,2,2,12,0,1,1,-0.5,-0.5,0.0%,FA,17,2020
