Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Deshaun Watson,28,37,75.7,335,9.1,4,0,2,4,26,0,0,1,32.0,32.0,38.9%,CLE,6,2020
2,Matt Ryan,30,40,75.0,371,9.3,4,0,2,4,8,0,0,1,31.6,31.6,0.1%,FA,6,2020
3,Ryan Tannehill,30,41,73.2,366,8.9,4,1,2,0,0,0,1,1,29.6,29.6,0.1%,FA,6,2020
4,Carson Wentz,21,40,52.5,213,5.3,2,0,6,5,49,1,1,1,29.4,29.4,0.2%,KC,6,2020
5,Kyler Murray,9,24,37.5,188,7.8,2,0,1,10,74,1,0,1,28.9,28.9,94.7%,ARI,6,2020
6,Lamar Jackson,16,27,59.3,186,6.9,1,0,3,9,108,1,0,1,28.2,28.2,99.9%,BAL,6,2020
7,Kirk Cousins,24,36,66.7,343,9.5,3,3,1,0,0,0,0,1,26.7,26.7,64.2%,ATL,6,2020
8,Philip Rivers,29,44,65.9,371,8.4,3,1,1,1,-1,0,0,1,25.7,25.7,20.6%,FA,6,2020
9,Jimmy Garoppolo,23,33,69.7,268,8.1,3,0,0,4,8,0,0,1,23.5,23.5,0.1%,LAR,6,2020
10,Patrick Mahomes II,21,26,80.8,225,8.7,2,0,1,10,36,0,0,1,20.6,20.6,99.9%,KC,6,2020
11,Cam Newton,17,25,68.0,157,6.3,0,2,4,10,76,1,0,1,20.5,20.5,9.1%,FA,6,2020
12,Gardner Minshew II,25,44,56.8,243,5.5,1,1,1,3,14,1,1,1,19.1,19.1,3.9%,LV,6,2020
13,Ryan Fitzpatrick,18,27,66.7,191,7.1,3,2,2,1,4,0,0,1,18.0,18.0,0.0%,FA,6,2020
14,Joe Burrow,25,39,64.1,313,8.0,0,1,2,3,2,1,0,1,17.7,17.7,98.2%,CIN,6,2020
15,Nick Foles,23,39,59.0,198,5.1,1,1,0,5,4,1,0,1,17.3,17.3,0.0%,FA,6,2020
16,Kyle Allen,31,42,73.8,280,6.7,2,1,3,2,8,0,1,1,17.0,17.0,0.0%,PIT,6,2020
17,Josh Allen,14,27,51.9,122,4.5,2,1,0,8,42,0,0,1,16.1,16.1,100.0%,BUF,6,2020
18,Jared Goff,19,38,50.0,198,5.2,2,1,0,1,10,0,0,1,15.9,15.9,73.4%,DET,6,2020
19,Daniel Jones,12,19,63.2,112,5.9,1,1,1,7,74,0,0,1,14.9,14.9,7.4%,NYG,6,2020
20,Tom Brady,17,27,63.0,166,6.1,2,0,0,0,0,0,0,1,14.6,14.6,2.7%,FA,6,2020
21,Matthew Stafford,19,31,61.3,223,7.2,1,1,0,5,14,0,0,1,13.3,13.3,49.9%,LAR,6,2020
22,Andy Dalton,34,54,63.0,266,4.9,1,2,3,2,4,0,0,1,13.0,13.0,0.1%,CAR,6,2020
23,Teddy Bridgewater,16,29,55.2,216,7.4,0,2,4,8,48,0,0,1,11.4,11.4,0.0%,FA,6,2020
24,Ben Roethlisberger,14,22,63.6,162,7.4,1,0,2,3,5,0,0,1,11.0,11.0,13.6%,FA,6,2020
25,Baker Mayfield,10,18,55.6,119,6.6,1,2,4,1,5,0,0,1,7.3,7.3,31.7%,TB,6,2020
26,Joe Flacco,21,44,47.7,186,4.2,0,1,3,1,0,0,0,1,6.4,6.4,0.7%,IND,6,2020
27,Aaron Rodgers,16,35,45.7,160,4.6,0,2,4,2,14,0,0,1,5.8,5.8,72.2%,NYJ,6,2020
28,Drew Lock,10,24,41.7,189,7.9,0,2,2,5,-1,0,0,1,5.5,5.5,0.1%,NYG,6,2020
29,Jalen Hurts,0,0,0.0,0,0.0,0,0,0,2,23,0,0,1,3.6,3.6,99.9%,PHI,6,2020
30,Case Keenum,5,10,50.0,46,4.6,0,0,0,0,0,0,0,1,1.8,1.8,0.0%,HOU,6,2020
31,Tua Tagovailoa,2,2,100.0,9,4.5,0,0,0,0,0,0,0,1,0.4,0.4,80.1%,MIA,6,2020
32,Blaine Gabbert,0,1,0.0,0,0.0,0,0,0,3,2,0,0,1,0.2,0.2,0.0%,FA,6,2020
33,Ben DiNucci,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2020
34,John Lovett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2020
35,Tim Boyle,0,0,0.0,0,0.0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,MIA,6,2020
36,Mason Rudolph,1,1,100.0,6,6.0,0,0,0,3,-3,0,0,1,-0.1,-0.1,0.1%,TEN,6,2020
