Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Derek Carr,28,47,59.6,381,8.1,3,1,2,2,5,1,0,1,32.7,32.7,7.1%,NO,13,2020
2,Josh Allen,32,40,80.0,375,9.4,4,0,1,6,11,0,1,1,30.1,30.1,100.0%,BUF,13,2020
3,Baker Mayfield,25,33,75.8,334,10.1,4,0,0,4,5,0,1,1,29.5,29.5,31.7%,TB,13,2020
4,Ryan Tannehill,29,45,64.4,389,8.6,3,1,3,0,0,0,0,1,28.6,28.6,0.1%,FA,13,2020
5,Matthew Stafford,27,42,64.3,402,9.6,3,1,2,2,0,0,0,1,27.1,27.1,49.9%,LAR,13,2020
6,Lamar Jackson,12,17,70.6,107,6.3,2,1,0,13,94,1,0,1,26.7,26.7,99.9%,BAL,13,2020
7,Jared Goff,37,47,78.7,351,7.5,1,0,1,4,1,1,0,1,24.1,24.1,73.4%,DET,13,2020
8,Cam Newton,12,19,63.2,69,3.6,1,0,1,14,48,2,0,1,23.6,23.6,9.1%,FA,13,2020
9,Taysom Hill,27,37,73.0,232,6.3,2,0,2,14,83,0,1,1,23.6,23.6,45.9%,NO,13,2020
10,Aaron Rodgers,25,34,73.5,295,8.7,3,0,2,4,-3,0,0,1,23.5,23.5,72.2%,NYJ,13,2020
11,Nick Mullens,26,39,66.7,316,8.1,3,2,0,0,0,0,0,1,22.6,22.6,0.1%,MIN,13,2020
12,Kirk Cousins,28,43,65.1,305,7.1,3,1,4,3,12,0,1,1,22.4,22.4,64.2%,ATL,13,2020
13,Sam Darnold,14,23,60.9,186,8.1,2,1,3,3,26,1,2,1,21.0,21.0,6.3%,MIN,13,2020
14,Deshaun Watson,26,38,68.4,341,9.0,0,1,5,7,38,1,1,1,20.4,20.4,38.9%,CLE,13,2020
15,Patrick Mahomes II,25,40,62.5,318,8.0,1,0,1,4,26,0,0,1,19.3,19.3,99.9%,KC,13,2020
16,Ben Roethlisberger,33,53,62.3,305,5.8,2,1,0,1,0,0,0,1,19.2,19.2,13.6%,FA,13,2020
17,Philip Rivers,27,35,77.1,285,8.1,2,0,3,2,-2,0,0,1,19.2,19.2,20.6%,FA,13,2020
18,Andy Dalton,31,48,64.6,285,5.9,2,1,1,1,2,0,0,1,18.6,18.6,0.1%,CAR,13,2020
19,Kyler Murray,21,39,53.8,173,4.4,3,1,2,5,15,0,1,1,17.4,17.4,94.7%,ARI,13,2020
20,Tua Tagovailoa,26,39,66.7,296,7.6,1,0,0,3,3,0,0,1,16.1,16.1,80.1%,MIA,13,2020
21,Russell Wilson,27,43,62.8,263,6.1,1,1,5,7,45,0,1,1,16.0,16.0,6.9%,PIT,13,2020
22,Alex Smith,31,46,67.4,296,6.4,1,0,3,0,0,0,0,1,15.8,15.8,5.0%,FA,13,2020
23,Mike Glennon,28,42,66.7,280,6.7,1,2,2,3,9,0,1,1,14.1,14.1,1.0%,FA,13,2020
24,Mitchell Trubisky,26,34,76.5,267,7.9,1,0,2,3,6,0,1,1,13.3,13.3,0.1%,BUF,13,2020
25,Matt Ryan,19,39,48.7,273,7.0,1,0,3,0,0,0,1,1,12.9,12.9,0.1%,FA,13,2020
26,Drew Lock,15,28,53.6,151,5.4,2,2,0,2,9,0,0,1,12.9,12.9,0.1%,NYG,13,2020
27,Jalen Hurts,5,12,41.7,109,9.1,1,1,3,5,29,0,0,1,10.3,10.3,99.9%,PHI,13,2020
28,Brandon Allen,11,19,57.9,153,8.1,1,1,5,2,3,0,0,1,9.4,9.4,0.0%,SF,13,2020
29,Colt McCoy,13,22,59.1,105,4.8,1,1,2,2,2,0,0,1,9.4,9.4,0.0%,FA,13,2020
30,Justin Herbert,26,53,49.1,209,3.9,0,2,3,0,0,0,0,1,6.4,6.4,65.1%,LAC,13,2020
31,Jarrett Stidham,2,3,66.7,61,20.3,1,0,0,2,-2,0,0,1,6.2,6.2,0.1%,DEN,13,2020
32,Carson Wentz,6,15,40.0,79,5.3,0,0,4,3,18,0,0,1,5.0,5.0,0.2%,KC,13,2020
33,Ryan Finley,6,7,85.7,40,5.7,0,1,1,0,0,0,0,1,0.6,0.6,0.0%,FA,13,2020
34,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,2,1,0,0,1,0.1,0.1,0.9%,NE,13,2020
