RANK,PLAYER,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,WEEK
1,Seattle Seahawks (SEA),11.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,30.0,30.0,36.3%,4.0
2,Dallas Cowboys (DAL),2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,27.0,27.0,99.3%,4.0
3,Jacksonville Jaguars (JAC),4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,20.0,34.5%,4.0
4,Baltimore Ravens (BAL),4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,90.1%,4.0
5,Minnesota Vikings (MIN),5.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,17.0,17.0,43.8%,4.0
6,Los Angeles Chargers (LAC),7.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,14.0,14.0,16.0%,4.0
7,Tampa Bay Buccaneers (TB),3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,13.0,13.0,22.0%,4.0
8,Carolina Panthers (CAR),2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,6.5%,4.0
9,Denver Broncos (DEN),4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,13.0,13.0,30.0%,4.0
10,Tennessee Titans (TEN),3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,12.0,19.0%,4.0
11,Houston Texans (HOU),3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,12.0,10.4%,4.0
12,Detroit Lions (DET),5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,10.0,55.2%,4.0
13,Buffalo Bills (BUF),4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,9.0,92.6%,4.0
14,Washington Commanders (WAS),3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,8.0,43.3%,4.0
15,New York Jets (NYJ),1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,7.0,68.8%,4.0
16,Philadelphia Eagles (PHI),5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,67.2%,4.0
17,Cincinnati Bengals (CIN),3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,23.4%,4.0
18,Kansas City Chiefs (KC),2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,78.3%,4.0
19,Cleveland Browns (CLE),3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,90.5%,4.0
20,Las Vegas Raiders (LV),2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,19.5%,4.0
21,Los Angeles Rams (LAR),2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,5.1%,4.0
22,Indianapolis Colts (IND),2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,14.1%,4.0
23,Green Bay Packers (GB),2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,20.6%,4.0
24,Atlanta Falcons (ATL),2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,13.1%,4.0
25,New England Patriots (NE),3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,40.9%,4.0
26,New Orleans Saints (NO),1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,57.7%,4.0
27,New York Giants (NYG),2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,15.2%,4.0
28,San Francisco 49ers (SF),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,94.8%,4.0
29,Chicago Bears (CHI),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.3%,4.0
30,Pittsburgh Steelers (PIT),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,86.2%,4.0
31,Miami Dolphins (MIA),2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,83.0%,4.0
32,Arizona Cardinals (ARI),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,1.0%,4.0
