RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,Dalton Schultz (HOU),10.0,11.0,130.0,13.0,26.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,27.0,27.0,90.3%,9.0
2,Cole Kmet (CHI),6.0,8.0,55.0,9.2,18.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,23.5,23.5,86.1%,9.0
3,Cade Otton (TB),6.0,9.0,70.0,11.7,24.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,23.0,23.0,26.1%,9.0
4,Jake Ferguson (DAL),7.0,10.0,91.0,13.0,40.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,22.1,22.1,82.4%,9.0
5,Jonnu Smith (ATL),5.0,6.0,100.0,20.0,60.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,21.0,27.2%,9.0
6,Taysom Hill (NO),4.0,5.0,13.0,3.3,6.0,0.0,1.0,11.0,52.0,0.0,0.0,1.0,20.6,20.6,63.8%,9.0
7,Mark Andrews (BAL),9.0,10.0,80.0,8.9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,80.4%,9.0
8,Dalton Kincaid (BUF),10.0,11.0,81.0,8.1,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.1,16.1,93.4%,9.0
9,Luke Musgrave (GB),3.0,4.0,51.0,17.0,25.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,14.1,14.1,29.2%,9.0
10,T.J. Hockenson (MIN),7.0,12.0,69.0,9.9,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,13.9,99.9%,9.0
11,Juwan Johnson (NO),5.0,5.0,29.0,5.8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.9,13.9,8.6%,9.0
12,Hunter Henry (NE),4.0,6.0,39.0,9.8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.9,13.9,22.4%,9.0
13,Tyler Conklin (NYJ),6.0,6.0,66.0,11.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.6,12.6,17.7%,9.0
14,David Njoku (CLE),4.0,6.0,26.0,6.5,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.6,12.6,85.4%,9.0
15,Drew Sample (CIN),3.0,4.0,30.0,10.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.1%,9.0
16,Irv Smith Jr. (CIN),3.0,4.0,26.0,8.7,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.6,11.6,4.0%,9.0
17,Kyle Pitts (ATL),4.0,5.0,56.0,14.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,83.4%,9.0
18,Tanner Hudson (CIN),4.0,5.0,45.0,11.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,2.3%,9.0
19,Isaiah Likely (BAL),4.0,4.0,42.0,10.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,31.1%,9.0
