RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,T.J. Hockenson (MIN),7.0,8.0,66.0,9.4,24.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,25.6,25.6,99.9%,2.0
2,Hunter Henry (NE),6.0,7.0,52.0,8.7,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.2,17.2,22.4%,2.0
3,Mark Andrews (BAL),5.0,8.0,45.0,9.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,80.4%,2.0
4,Darren Waller (NYG),6.0,8.0,76.0,12.7,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.6,13.6,65.1%,2.0
5,Travis Kelce (KC),4.0,9.0,26.0,6.5,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.6,12.6,100.0%,2.0
6,Evan Engram (JAC),6.0,8.0,57.0,9.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.7,11.7,92.8%,2.0
7,Zach Ertz (ARI),6.0,8.0,56.0,9.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.6,11.6,17.7%,2.0
8,Sam LaPorta (DET),5.0,6.0,63.0,12.6,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,96.3%,2.0
9,Kylen Granson (IND),3.0,4.0,16.0,5.3,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.6,10.6,0.8%,2.0
10,Logan Thomas (WAS),2.0,3.0,22.0,11.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.2,10.2,61.3%,2.0
11,Jake Ferguson (DAL),3.0,4.0,11.0,3.7,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.1,10.1,82.4%,2.0
12,Cade Otton (TB),6.0,6.0,41.0,6.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.1,10.1,26.1%,2.0
13,Tyler Conklin (NYJ),5.0,6.0,50.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,17.7%,2.0
14,Dawson Knox (BUF),3.0,5.0,10.0,3.3,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,5.7%,2.0
15,Noah Fant (SEA),4.0,4.0,56.0,14.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,1.9%,2.0
16,Dalton Kincaid (BUF),5.0,6.0,43.0,8.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,93.4%,2.0
17,Taysom Hill (NO),1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,9.0,75.0,0.0,0.0,1.0,8.7,8.7,63.8%,2.0
18,Jonnu Smith (ATL),4.0,6.0,47.0,11.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.7,8.7,27.2%,2.0
19,Mike Gesicki (NE),5.0,6.0,33.0,6.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,3.5%,2.0
20,Dallas Goedert (PHI),6.0,7.0,22.0,3.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,79.2%,2.0
21,Cole Kmet (CHI),4.0,6.0,38.0,9.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,86.1%,2.0
22,Gerald Everett (LAC),3.0,3.0,47.0,15.7,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.7,7.7,21.8%,2.0
23,John Bates (WAS),3.0,5.0,46.0,15.3,35.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6,7.6,0.1%,2.0
24,Chigoziem Okonkwo (TEN),4.0,4.0,35.0,8.8,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,24.1%,2.0
25,Dalton Schultz (HOU),4.0,7.0,34.0,8.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,90.3%,2.0
26,Luke Schoonmaker (DAL),1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,0.3%,2.0
27,Will Mallory (IND),2.0,2.0,49.0,24.5,43.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,6.9,0.0%,2.0
28,Noah Gray (KC),3.0,3.0,38.0,12.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,1.1%,2.0
29,David Njoku (CLE),4.0,4.0,48.0,12.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.8,6.8,85.4%,2.0
30,Will Dissly (SEA),3.0,3.0,35.0,11.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,0.2%,2.0
31,Colby Parkinson (SEA),2.0,3.0,41.0,20.5,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,0.1%,2.0
32,George Kittle (SF),3.0,3.0,30.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,99.4%,2.0
33,Durham Smythe (MIA),3.0,3.0,23.0,7.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.5%,2.0
34,Trey McBride (ARI),2.0,3.0,32.0,16.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2,5.2,76.8%,2.0
35,Hayden Hurst (CAR),3.0,3.0,20.0,6.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.1%,2.0
36,Brevin Jordan (HOU),2.0,2.0,27.0,13.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,0.0%,2.0
37,Luke Musgrave (GB),2.0,3.0,25.0,12.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,29.2%,2.0
38,Tyler Higbee (LAR),3.0,7.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,40.8%,2.0
39,Cole Turner (WAS),2.0,2.0,21.0,10.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,0.0%,2.0
40,Foster Moreau (NO),2.0,2.0,20.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.1%,2.0
41,Austin Hooper (LV),2.0,2.0,20.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.3%,2.0
42,Kyle Pitts (ATL),2.0,5.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,83.4%,2.0
43,Stone Smartt (LAC),1.0,1.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,3.4,0.1%,2.0
44,Juwan Johnson (NO),2.0,3.0,13.0,6.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,8.6%,2.0
45,Josh Oliver (MIN),2.0,3.0,13.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,0.2%,2.0
46,Irv Smith Jr. (CIN),2.0,4.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0%,2.0
47,Josiah Deguara (GB),2.0,2.0,5.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.0%,2.0
48,Mo Alie-Cox (IND),1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.1%,2.0
49,Isaiah Likely (BAL),1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,31.1%,2.0
50,Donald Parham Jr. (LAC),1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,4.7%,2.0
51,Michael Mayer (LV),1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,8.7%,2.0
52,Jordan Akins (CLE),1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.0%,2.0
53,Pat Freiermuth (PIT),1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,43.8%,2.0
54,David Wells (TB),2.0,2.0,-10.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0%,2.0
55,Andrew Beck (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.2,0.2,0.0%,2.0
56,Feleipe Franks (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
57,Nick Bowers (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
58,Reggie Gilliam (BUF),1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,2.0
59,Jesper Horsted (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
60,Drew Sample (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,2.0
61,Trevon Wesco (TEN),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
62,Tyree Jackson (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
63,Zach Gentry (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
64,Stephen Carlson (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
65,Jody Fortson (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
66,Tommy Sweeney (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
67,Mitchell Fraboni (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
68,Kevin Rader (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
69,Tanner Hudson (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3%,2.0
70,Ross Dwelley (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,2.0
71,Albert Okwuegbunam (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
72,Tyler Davis (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
73,Stephen Sullivan (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
74,Charlie Woerner (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
75,Noah Togiai (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
76,Lawrence Cager (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
77,Tyler Mabry (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
78,Sean McKeon (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
79,Giovanni Ricci (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
80,Mitchell Wilcox (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
81,Rashod Berry (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
82,Scotty Washington (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
83,Tommy Hudson (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
84,Dalton Keene (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
85,Matt Sokol (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
86,Matthew Orzech (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
87,Parker Hesse (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
88,Luke Farrell (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
89,Brycen Hopkins (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
90,Harrison Bryant (CLE),0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,2.0
91,Adam Trautman (DEN),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4%,2.0
92,Curtis Hodges (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
93,Leroy Watson IV (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
94,Jake Tonges (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
95,Rodney Williams (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
96,Zaire Mitchell-Paden (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
97,Cole Fotheringham (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
98,Tucker Fisk (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
99,Nikola Kalinic (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
100,Grant Calcaterra (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,2.0
101,John FitzPatrick (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
102,Teagan Quitoriano (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
103,Tanner Conner (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
