RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,Travis Kelce (KC),12.0,13.0,179.0,14.9,53.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,35.9,35.9,100.0%,7.0
2,Darren Waller (NYG),7.0,8.0,98.0,14.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,22.8,22.8,65.1%,7.0
3,Mark Andrews (BAL),4.0,6.0,63.0,15.8,22.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,22.3,22.3,80.4%,7.0
4,T.J. Hockenson (MIN),11.0,12.0,86.0,7.8,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.6,19.6,99.9%,7.0
5,Dallas Goedert (PHI),5.0,5.0,77.0,15.4,22.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,18.7,18.7,79.2%,7.0
6,Taysom Hill (NO),4.0,5.0,50.0,12.5,19.0,0.0,0.0,5.0,18.0,1.0,0.0,1.0,16.8,16.8,63.8%,7.0
7,Dalton Kincaid (BUF),8.0,8.0,75.0,9.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,93.4%,7.0
8,George Kittle (SF),5.0,7.0,78.0,15.6,28.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,13.0,13.0,99.4%,7.0
9,Gerald Everett (LAC),3.0,4.0,26.0,8.7,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.6,11.6,21.8%,7.0
10,Sam LaPorta (DET),6.0,7.0,52.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.2,11.2,96.3%,7.0
11,David Njoku (CLE),5.0,9.0,54.0,10.8,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.4,10.4,85.4%,7.0
12,Evan Engram (JAC),5.0,7.0,45.0,9.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,92.8%,7.0
13,Cade Otton (TB),5.0,6.0,43.0,8.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,26.1%,7.0
14,Logan Thomas (WAS),4.0,6.0,51.0,12.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,9.1,61.3%,7.0
15,Mike Gesicki (NE),2.0,2.0,5.0,2.5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,3.5%,7.0
16,Kyle Pitts (ATL),3.0,5.0,47.0,15.7,39.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.7,7.7,83.4%,7.0
17,Pharaoh Brown (NE),2.0,2.0,51.0,25.5,26.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,0.0%,7.0
18,Luke Musgrave (GB),4.0,5.0,30.0,7.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,29.2%,7.0
19,Foster Moreau (NO),3.0,4.0,33.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,0.1%,7.0
20,Trey McBride (ARI),3.0,6.0,29.0,9.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9,5.9,76.8%,7.0
21,Jonnu Smith (ATL),3.0,3.0,27.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7,5.7,27.2%,7.0
22,Zach Ertz (ARI),3.0,4.0,19.0,6.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9,4.9,17.7%,7.0
23,Hunter Henry (NE),2.0,3.0,27.0,13.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,22.4%,7.0
24,Colby Parkinson (SEA),2.0,2.0,26.0,13.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,4.6,0.1%,7.0
25,Connor Heyward (PIT),2.0,3.0,23.0,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.3,0.7%,7.0
26,Dawson Knox (BUF),1.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.7%,7.0
27,Austin Hooper (LV),2.0,2.0,18.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.3%,7.0
28,Noah Fant (SEA),1.0,1.0,25.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,1.9%,7.0
29,Michael Mayer (LV),2.0,4.0,13.0,6.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,8.7%,7.0
30,Marcedes Lewis (CHI),1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,0.0%,7.0
31,Josh Oliver (MIN),2.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,0.2%,7.0
