RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,Cole Kmet (CHI),7.0,9.0,85.0,12.1,22.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,27.6,27.6,86.1%,4.0
2,Mark Andrews (BAL),5.0,5.0,80.0,16.0,36.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,25.0,25.0,80.4%,4.0
3,Jonnu Smith (ATL),6.0,6.0,95.0,15.8,33.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,27.2%,4.0
4,Jake Ferguson (DAL),7.0,7.0,77.0,11.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.7,14.7,82.4%,4.0
5,Andrew Ogletree (IND),3.0,4.0,48.0,16.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,0.1%,4.0
6,Dalton Schultz (HOU),3.0,3.0,42.0,14.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.2,13.2,90.3%,4.0
7,Evan Engram (JAC),7.0,8.0,59.0,8.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,12.9,92.8%,4.0
8,Travis Kelce (KC),6.0,9.0,60.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,100.0%,4.0
9,Tyler Higbee (LAR),5.0,11.0,64.0,12.8,33.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.4,11.4,40.8%,4.0
10,Zach Ertz (ARI),6.0,10.0,53.0,8.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,17.7%,4.0
11,David Njoku (CLE),6.0,7.0,46.0,7.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.6,10.6,85.4%,4.0
12,Josh Whyle (TEN),2.0,2.0,26.0,13.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.6,10.6,0.0%,4.0
13,Mo Alie-Cox (IND),1.0,1.0,35.0,35.0,35.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,0.1%,4.0
14,Noah Gray (KC),1.0,3.0,34.0,34.0,34.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.4,10.4,1.1%,4.0
15,Cade Otton (TB),3.0,4.0,13.0,4.3,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,26.1%,4.0
16,Tyler Conklin (NYJ),4.0,6.0,58.0,14.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,17.7%,4.0
17,Sam LaPorta (DET),4.0,5.0,56.0,14.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,96.3%,4.0
18,Hunter Henry (NE),4.0,5.0,51.0,12.8,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,9.1,22.4%,4.0
19,Noah Fant (SEA),2.0,2.0,63.0,31.5,51.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,1.9%,4.0
20,Durham Smythe (MIA),4.0,4.0,41.0,10.3,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.1,8.1,0.5%,4.0
21,Josiah Deguara (GB),4.0,4.0,34.0,8.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,0.0%,4.0
22,Logan Thomas (WAS),3.0,3.0,41.0,13.7,27.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,7.3,7.3,61.3%,4.0
23,C.J. Uzomah (NYJ),1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,0.1%,4.0
24,Dalton Kincaid (BUF),4.0,5.0,27.0,6.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7,6.7,93.4%,4.0
25,Chigoziem Okonkwo (TEN),3.0,3.0,29.0,9.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9,5.9,24.1%,4.0
26,Darren Waller (NYG),3.0,3.0,21.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,65.1%,4.0
27,Jeremy Ruckert (NYJ),2.0,2.0,26.0,13.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,4.6,0.1%,4.0
28,Dallas Goedert (PHI),2.0,4.0,25.0,12.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,79.2%,4.0
29,Kylen Granson (IND),2.0,5.0,24.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,0.8%,4.0
30,T.J. Hockenson (MIN),2.0,3.0,24.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,99.9%,4.0
31,Kyle Pitts (ATL),2.0,4.0,21.0,10.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,83.4%,4.0
32,Robert Tonyan (CHI),2.0,2.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.1%,4.0
33,Tanner Hudson (CIN),2.0,2.0,18.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,2.3%,4.0
34,Pat Freiermuth (PIT),3.0,4.0,7.0,2.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,3.7,43.8%,4.0
35,Taysom Hill (NO),1.0,1.0,7.0,7.0,7.0,0.0,0.0,4.0,10.0,0.0,0.0,1.0,3.2,3.2,63.8%,4.0
36,Luke Farrell (JAC),2.0,2.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0%,4.0
37,Gerald Everett (LAC),2.0,2.0,9.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,21.8%,4.0
38,Nate Adkins (DEN),2.0,2.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,0.0%,4.0
39,Tucker Kraft (GB),2.0,2.0,5.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.6%,4.0
40,Mike Gesicki (NE),1.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,3.5%,4.0
41,Dawson Knox (BUF),1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,5.7%,4.0
42,Austin Hooper (LV),1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.3%,4.0
43,Darnell Washington (PIT),1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.3%,4.0
44,Chris Manhertz (DEN),1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0%,4.0
45,George Kittle (SF),1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,99.4%,4.0
46,Marcedes Lewis (CHI),1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.0%,4.0
47,Mitchell Wilcox (CIN),1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.0%,4.0
48,Hayden Hurst (CAR),1.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,4.1%,4.0
49,Jordan Akins (CLE),1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.0%,4.0
50,Daniel Bellinger (NYG),1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,1.0%,4.0
51,John Bates (WAS),1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.1%,4.0
52,Brycen Hopkins (LAR),1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0%,4.0
53,Trey McBride (ARI),1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,76.8%,4.0
54,Harrison Bryant (CLE),1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.4,1.4,0.1%,4.0
55,Luke Musgrave (GB),1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,29.2%,4.0
56,Drew Sample (CIN),1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.1%,4.0
57,Brevin Jordan (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
58,Feleipe Franks (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
59,Nick Bowers (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
60,Reggie Gilliam (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,4.0
61,Zach Gentry (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
62,Jesper Horsted (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
63,Josh Oliver (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,4.0
64,Trevon Wesco (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
65,Tyree Jackson (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
66,Irv Smith Jr. (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0%,4.0
67,Andrew Beck (HOU),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
68,Foster Moreau (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
69,Stephen Carlson (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
70,Jody Fortson (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
71,Donald Parham Jr. (LAC),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7%,4.0
72,Will Dissly (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,4.0
73,Ross Dwelley (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,4.0
74,Albert Okwuegbunam (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
75,Tommy Sweeney (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
76,Mitchell Fraboni (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
77,Stephen Sullivan (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
78,Charlie Woerner (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
79,Noah Togiai (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
80,Lawrence Cager (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
81,Tyler Mabry (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
82,Sean McKeon (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
83,Giovanni Ricci (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
84,Tyler Davis (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
85,Rashod Berry (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
86,Scotty Washington (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
87,Tommy Hudson (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
88,Dalton Keene (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
89,Parker Hesse (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
90,Matt Sokol (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
91,Matthew Orzech (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
92,Juwan Johnson (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6%,4.0
93,Colby Parkinson (SEA),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,4.0
94,Adam Trautman (DEN),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4%,4.0
95,Curtis Hodges (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
96,Leroy Watson IV (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
97,Jake Tonges (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
98,Rodney Williams (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
