RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,T.J. Hockenson (MIN),11.0,15.0,134.0,12.2,28.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,30.4,30.4,99.9%,10.0
2,Trey McBride (ARI),8.0,9.0,131.0,16.4,33.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,21.1,21.1,76.8%,10.0
3,George Kittle (SF),3.0,4.0,116.0,38.7,66.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,20.6,20.6,99.4%,10.0
4,Dalton Kincaid (BUF),5.0,6.0,51.0,10.2,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.1,16.1,93.4%,10.0
5,Tyler Conklin (NYJ),7.0,7.0,70.0,10.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,17.7%,10.0
6,Jake Ferguson (DAL),4.0,7.0,26.0,6.5,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.6,12.6,82.4%,10.0
7,David Njoku (CLE),6.0,9.0,58.0,9.7,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,85.4%,10.0
8,Dalton Schultz (HOU),4.0,6.0,71.0,17.8,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.1,11.1,90.3%,10.0
9,Michael Mayer (LV),3.0,5.0,19.0,6.3,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.9,10.9,8.7%,10.0
10,Brock Wright (DET),2.0,3.0,23.0,11.5,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.1%,10.0
11,Cole Kmet (CHI),5.0,7.0,45.0,9.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.6,9.6,86.1%,10.0
12,Tanner Hudson (CIN),6.0,7.0,33.0,5.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,2.3%,10.0
13,Logan Thomas (WAS),5.0,5.0,40.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,61.3%,10.0
14,Luke Musgrave (GB),2.0,4.0,64.0,32.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.4,8.4,29.2%,10.0
15,Sam LaPorta (DET),4.0,5.0,40.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,96.3%,10.0
16,Mark Andrews (BAL),2.0,4.0,44.0,22.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.4,80.4%,10.0
17,Connor Heyward (PIT),3.0,4.0,32.0,10.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2,6.2,0.7%,10.0
18,Kyle Pitts (ATL),3.0,5.0,30.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,83.4%,10.0
19,Chigoziem Okonkwo (TEN),3.0,6.0,27.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7,5.7,24.1%,10.0
20,Daniel Bellinger (NYG),2.0,3.0,34.0,17.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,5.4,1.0%,10.0
21,Evan Engram (JAC),4.0,7.0,12.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2,5.2,92.8%,10.0
22,John Bates (WAS),3.0,3.0,21.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,0.1%,10.0
23,Hunter Henry (NE),3.0,5.0,21.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,22.4%,10.0
24,Tommy Tremble (CAR),3.0,3.0,16.0,5.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,4.6,0.2%,10.0
25,Taysom Hill (NO),2.0,4.0,17.0,8.5,11.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,4.3,4.3,63.8%,10.0
26,Will Dissly (SEA),2.0,2.0,22.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,0.2%,10.0
27,Mike Gesicki (NE),2.0,3.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,3.5%,10.0
28,Donald Parham Jr. (LAC),2.0,2.0,18.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,4.7%,10.0
29,Josh Whyle (TEN),2.0,5.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,3.6,0.0%,10.0
30,Adam Trautman (DEN),2.0,2.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,0.4%,10.0
31,Hayden Hurst (CAR),2.0,4.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,3.4,4.1%,10.0
32,Geoff Swaim (ARI),2.0,2.0,13.0,6.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,0.0%,10.0
33,Drew Sample (CIN),2.0,3.0,12.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,0.1%,10.0
34,Cade Otton (TB),2.0,3.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,26.1%,10.0
35,Johnny Mundt (MIN),2.0,2.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,0.0%,10.0
36,Noah Fant (SEA),2.0,3.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,1.9%,10.0
37,Jordan Akins (CLE),1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.0%,10.0
38,Austin Hooper (LV),1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.3%,10.0
39,Will Mallory (IND),1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.0%,10.0
40,Darnell Washington (PIT),1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.3%,10.0
41,Chris Manhertz (DEN),1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.0%,10.0
42,Tucker Kraft (GB),1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.6%,10.0
43,Irv Smith Jr. (CIN),1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,4.0%,10.0
44,C.J. Uzomah (NYJ),1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.1%,10.0
45,Kylen Granson (IND),1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.8%,10.0
46,Harrison Bryant (CLE),1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,0.1%,10.0
47,Isaiah Likely (BAL),1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,31.1%,10.0
48,Colby Parkinson (SEA),1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.1%,10.0
49,Juwan Johnson (NO),1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,8.6%,10.0
50,Jonnu Smith (ATL),1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,27.2%,10.0
51,Nick Bowers (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
52,Feleipe Franks (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
53,Brevin Jordan (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
54,Pat Freiermuth (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8%,10.0
55,Reggie Gilliam (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,10.0
56,Foster Moreau (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,10.0
57,Jesper Horsted (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
58,Josh Oliver (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,10.0
59,Trevon Wesco (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,10.0
60,Tyree Jackson (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,10.0
61,Dawson Knox (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7%,10.0
62,Zach Gentry (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
63,Andrew Beck (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
64,Stephen Carlson (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
65,Jody Fortson (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
