RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,George Kittle (SF),8.0,9.0,89.0,11.1,24.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,22.9,22.9,99.4%,11.0
2,Travis Kelce (KC),7.0,9.0,44.0,6.3,13.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.4,15.4,100.0%,11.0
3,Josh Oliver (MIN),4.0,4.0,47.0,11.8,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.7,14.7,0.2%,11.0
4,David Njoku (CLE),7.0,15.0,56.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.6,12.6,85.4%,11.0
5,Stone Smartt (LAC),1.0,3.0,51.0,51.0,51.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,12.1,12.1,0.1%,11.0
6,Dalton Schultz (HOU),2.0,3.0,32.0,16.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.2,11.2,90.3%,11.0
7,Dalton Kincaid (BUF),6.0,7.0,46.0,7.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.6,10.6,93.4%,11.0
8,Luke Schoonmaker (DAL),2.0,2.0,23.0,11.5,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.3%,11.0
9,Donald Parham Jr. (LAC),4.0,6.0,57.0,14.3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.7,9.7,4.7%,11.0
10,T.J. Hockenson (MIN),4.0,7.0,55.0,13.8,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,99.9%,11.0
11,Trey McBride (ARI),5.0,7.0,43.0,8.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,76.8%,11.0
12,Cade Otton (TB),4.0,5.0,49.0,12.3,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.9,8.9,26.1%,11.0
13,Tanner Hudson (CIN),4.0,4.0,49.0,12.3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.9,8.9,2.3%,11.0
14,Logan Thomas (WAS),5.0,8.0,58.0,11.6,29.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.8,8.8,61.3%,11.0
15,Michael Mayer (LV),4.0,5.0,46.0,11.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,8.7%,11.0
16,Tommy Tremble (CAR),1.0,3.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,0.2%,11.0
17,Evan Engram (JAC),4.0,6.0,29.0,7.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,6.9,92.8%,11.0
18,Daniel Bellinger (NYG),3.0,3.0,38.0,12.7,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,1.0%,11.0
19,Sam LaPorta (DET),3.0,5.0,18.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,96.3%,11.0
20,Luke Musgrave (GB),4.0,6.0,28.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,29.2%,11.0
21,Jake Ferguson (DAL),3.0,5.0,32.0,10.7,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2,6.2,82.4%,11.0
22,Jeremy Ruckert (NYJ),3.0,4.0,25.0,8.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,0.1%,11.0
23,Adam Trautman (DEN),2.0,2.0,33.0,16.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.4%,11.0
24,Tucker Kraft (GB),2.0,2.0,32.0,16.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2,5.2,0.6%,11.0
25,Cole Kmet (CHI),3.0,4.0,20.0,6.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,86.1%,11.0
26,Mark Andrews (BAL),2.0,2.0,23.0,11.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.3,80.4%,11.0
27,Luke Farrell (JAC),2.0,2.0,21.0,10.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,0.0%,11.0
28,Drew Sample (CIN),2.0,2.0,19.0,9.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,0.1%,11.0
29,Tyler Conklin (NYJ),2.0,3.0,18.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,17.7%,11.0
30,Geoff Swaim (ARI),2.0,2.0,15.0,7.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,0.0%,11.0
31,John Bates (WAS),2.0,2.0,15.0,7.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,0.1%,11.0
32,Payne Durham (TB),2.0,2.0,13.0,6.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,0.0%,11.0
33,Stephen Sullivan (CAR),1.0,1.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0%,11.0
34,Tyler Higbee (LAR),1.0,3.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,2.7,40.8%,11.0
35,Charlie Kolar (BAL),1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,0.1%,11.0
36,Quintin Morris (BUF),1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.0%,11.0
37,Will Dissly (SEA),1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,0.2%,11.0
38,Darnell Washington (PIT),1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.3%,11.0
39,Cole Turner (WAS),1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.0%,11.0
40,Josh Whyle (TEN),1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.0%,11.0
41,Pat Freiermuth (PIT),1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,43.8%,11.0
42,Chigoziem Okonkwo (TEN),1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,24.1%,11.0
43,Noah Fant (SEA),1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,1.9%,11.0
44,Jack Stoll (PHI),1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.2%,11.0
45,Elijah Higgins (ARI),1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.0%,11.0
46,Nick Bowers (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,11.0
47,Brevin Jordan (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,11.0
48,Feleipe Franks (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,11.0
