Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyreek Hill,11,12,186,16.9,44,3,3,0,0,0,0,1,47.6,47.6,100.0%,MIA,4,2021
2,Deebo Samuel Sr.,8,13,156,19.5,76,2,2,1,1,0,0,1,35.7,35.7,99.5%,SF,4,2021
3,DJ Moore,8,12,113,14.1,39,2,2,1,6,0,0,1,31.9,31.9,98.5%,CHI,4,2021
4,Terry McLaurin,6,13,123,20.5,33,4,2,0,0,0,0,1,30.3,30.3,93.6%,WAS,4,2021
5,Diontae Johnson,9,13,92,10.2,45,1,1,0,0,0,0,1,24.2,24.2,90.7%,CAR,4,2021
6,Randall Cobb,5,6,69,13.8,25,2,2,0,0,0,0,1,23.9,23.9,0.0%,FA,4,2021
7,Corey Davis,4,7,111,27.8,53,2,1,0,0,0,0,1,21.1,21.1,0.0%,FA,4,2021
8,Van Jefferson,6,6,90,15.0,22,2,1,0,0,0,0,1,21.0,21.0,0.9%,PIT,4,2021
9,Tyler Boyd,9,11,118,13.1,33,2,0,0,0,0,0,1,20.8,20.8,5.3%,TEN,4,2021
10,Justin Jefferson,6,7,84,14.0,31,2,1,0,0,0,0,1,20.4,20.4,100.0%,MIN,4,2021
11,Kalif Raymond,3,6,46,15.3,25,1,2,0,0,0,0,1,19.6,19.6,0.7%,DET,4,2021
12,DeVonta Smith,7,10,122,17.4,37,3,0,0,0,0,0,1,19.2,19.2,98.0%,PHI,4,2021
13,Jamison Crowder,7,9,61,8.7,29,1,1,0,0,0,0,1,19.1,19.1,0.1%,WAS,4,2021
14,Marquise Brown,4,5,91,22.8,49,2,1,0,0,0,0,1,19.1,19.1,76.0%,KC,4,2021
15,Darnell Mooney,5,7,125,25.0,64,3,0,1,10,0,0,1,18.5,18.5,40.2%,ATL,4,2021
16,Stefon Diggs,7,11,114,16.3,37,2,0,0,0,0,0,1,18.4,18.4,98.6%,HOU,4,2021
17,A.J. Green,5,6,67,13.4,41,1,1,0,0,0,0,1,17.7,17.7,0.6%,FA,4,2021
18,DeVante Parker,4,9,77,19.3,42,2,1,0,0,0,0,1,17.7,17.7,0.1%,FA,4,2021
19,Kenny Golladay,6,7,116,19.3,28,3,0,0,0,0,0,1,17.6,17.6,4.0%,FA,4,2021
20,Laviska Shenault Jr.,6,7,99,16.5,52,2,0,1,11,0,0,1,17.0,17.0,0.1%,SEA,4,2021
21,Jakobi Meyers,8,12,70,8.8,21,1,0,0,0,0,0,1,16.8,16.8,61.4%,LV,4,2021
22,John Ross,3,4,77,25.7,51,0,1,0,0,0,0,1,16.7,16.7,0.0%,FA,4,2021
23,Hunter Renfrow,6,8,45,7.5,12,0,1,0,0,0,0,1,16.5,16.5,0.1%,FA,4,2021
24,DK Metcalf,4,8,65,16.3,28,1,1,0,0,0,0,1,16.5,16.5,99.1%,SEA,4,2021
25,Amari Cooper,3,3,69,23.0,35,2,1,0,0,0,0,1,15.9,15.9,95.7%,CLE,4,2021
26,Calvin Ridley,7,13,80,11.4,21,1,0,0,0,0,0,1,15.0,15.0,94.1%,TEN,4,2021
27,Robert Woods,4,6,48,12.0,18,0,1,0,0,0,0,1,14.8,14.8,0.1%,HOU,4,2021
28,Mike Evans,7,12,75,10.7,28,1,0,0,0,0,0,1,14.5,14.5,99.7%,TB,4,2021
29,Kadarius Toney,6,9,78,13.0,21,1,0,1,1,0,0,1,13.9,13.9,0.3%,FA,4,2021
30,Ja'Marr Chase,6,9,77,12.8,44,1,0,0,0,0,0,1,13.7,13.7,100.0%,CIN,4,2021
31,Antonio Brown,7,11,63,9.0,27,1,0,0,0,0,0,1,13.3,13.3,0.8%,FA,4,2021
32,Emmanuel Sanders,5,6,74,14.8,21,2,0,1,7,0,0,1,13.1,13.1,0.0%,FA,4,2021
33,Amon-Ra St. Brown,6,8,70,11.7,24,1,0,0,0,0,0,1,13.0,13.0,100.0%,DET,4,2021
34,James Proche II,5,6,74,14.8,32,1,0,0,0,0,0,1,12.4,12.4,0.0%,CLE,4,2021
35,Davante Adams,6,11,64,10.7,21,1,0,0,0,0,0,1,12.4,12.4,99.8%,LV,4,2021
36,Quintez Cephus,4,5,83,20.8,33,3,0,0,0,0,0,1,12.3,12.3,0.0%,FA,4,2021
37,Keelan Cole Sr.,3,4,92,30.7,54,2,0,0,0,0,0,1,12.2,12.2,0.0%,FA,4,2021
38,Michael Pittman Jr.,6,8,59,9.8,20,1,0,0,0,0,0,1,11.9,11.9,98.6%,IND,4,2021
39,Josh Reynolds,6,9,59,9.8,12,0,0,0,0,0,0,1,11.9,11.9,1.2%,DEN,4,2021
40,Cooper Kupp,5,13,64,12.8,35,1,0,0,0,0,0,1,11.4,11.4,98.6%,LAR,4,2021
41,Chester Rogers,5,6,63,12.6,20,1,0,0,0,0,0,1,11.3,11.3,0.0%,FA,4,2021
42,Freddie Swain,3,4,20,6.7,13,0,1,0,0,0,0,1,11.0,11.0,0.0%,FA,4,2021
43,Cedrick Wilson Jr.,2,2,30,15.0,23,1,1,0,0,0,0,1,11.0,11.0,0.1%,NO,4,2021
44,James Washington,4,5,69,17.3,30,1,0,0,0,0,0,1,10.9,10.9,0.0%,FA,4,2021
45,Kendrick Bourne,5,5,58,11.6,17,0,0,0,0,0,0,1,10.8,10.8,4.6%,NE,4,2021
46,DeAndre Hopkins,4,7,67,16.8,25,1,0,0,0,0,0,1,10.7,10.7,80.6%,TEN,4,2021
47,Keenan Allen,7,11,36,5.1,9,0,0,0,0,0,0,1,10.6,10.6,93.1%,CHI,4,2021
48,Rashard Higgins,4,7,63,15.8,21,1,0,0,0,0,0,1,10.3,10.3,0.0%,FA,4,2021
49,Deonte Harty,5,8,52,10.4,18,0,0,0,0,0,0,1,10.2,10.2,0.1%,BAL,4,2021
50,Robbie Chosen,5,11,46,9.2,13,0,0,1,3,0,0,1,9.9,9.9,0.0%,MIA,4,2021
51,Brandin Cooks,5,7,47,9.4,16,0,0,0,0,0,0,1,9.7,9.7,30.9%,DAL,4,2021
52,Marquez Callaway,2,2,74,37.0,58,1,0,0,0,0,0,1,9.4,9.4,0.0%,FA,4,2021
