Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ja'Marr Chase,11,12,266,24.2,72,4,3,0,0,0,0,1,55.6,55.6,100.0%,CIN,17,2021
2,Amon-Ra St. Brown,8,11,111,13.9,31,2,1,2,23,1,0,1,35.4,35.4,100.0%,DET,17,2021
3,DK Metcalf,6,9,63,10.5,17,0,3,1,6,0,0,1,30.9,30.9,99.1%,SEA,17,2021
4,Davante Adams,11,14,136,12.4,30,1,1,0,0,0,0,1,30.6,30.6,99.8%,LV,17,2021
5,Braxton Berrios,8,12,65,8.1,11,0,1,2,12,1,1,1,25.7,25.7,0.4%,MIA,17,2021
6,Cooper Kupp,6,7,95,15.8,24,3,1,0,0,0,0,1,21.5,21.5,98.6%,LAR,17,2021
7,Jakobi Meyers,8,8,73,9.1,17,0,1,0,0,0,0,1,21.3,21.3,61.4%,LV,17,2021
8,Hunter Renfrow,7,9,76,10.9,24,1,1,0,0,0,0,1,20.6,20.6,0.1%,FA,17,2021
9,Kristian Wilkerson,4,8,42,10.5,20,1,2,0,0,0,0,1,20.2,20.2,0.0%,LV,17,2021
10,Cyril Grayson Jr.,6,8,81,13.5,33,2,1,0,0,0,0,1,20.1,20.1,0.0%,FA,17,2021
11,Darnell Mooney,7,13,69,9.9,18,0,1,0,0,0,0,1,19.9,19.9,40.2%,ATL,17,2021
12,Zay Jones,8,10,120,15.0,42,2,0,1,-1,0,0,1,19.9,19.9,1.3%,ARI,17,2021
13,Brandin Cooks,7,11,66,9.4,24,1,1,0,0,0,0,1,19.6,19.6,30.9%,DAL,17,2021
14,Allen Lazard,6,6,72,12.0,20,1,1,0,0,0,0,1,19.2,19.2,0.8%,NYJ,17,2021
15,Antoine Wesley,4,5,30,7.5,19,0,2,0,0,0,0,1,19.0,19.0,0.0%,FA,17,2021
16,Cedrick Wilson Jr.,6,6,35,5.8,11,0,1,0,0,0,0,1,18.7,18.7,0.1%,NO,17,2021
17,Deebo Samuel Sr.,3,6,63,21.0,45,1,1,7,19,0,0,1,17.2,17.2,99.5%,SF,17,2021
18,Diontae Johnson,8,15,31,3.9,10,0,1,0,0,0,0,1,17.1,17.1,90.7%,CAR,17,2021
19,Marquez Callaway,6,10,97,16.2,30,2,0,0,0,0,0,1,15.7,15.7,0.0%,FA,17,2021
20,Mike Williams,3,4,63,21.0,45,1,1,0,0,0,0,1,15.3,15.3,57.9%,NYJ,17,2021
21,Odell Beckham Jr.,5,7,39,7.8,17,0,1,0,0,0,0,1,14.9,14.9,4.8%,MIA,17,2021
22,Mike Evans,4,7,47,11.8,31,1,1,0,0,0,0,1,14.7,14.7,99.7%,TB,17,2021
