Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Davante Adams,10,13,121,12.1,38,1,2,0,0,0,0,1,34.1,34.1,99.8%,LV,14,2021
2,Cooper Kupp,13,15,123,9.5,44,1,1,0,0,0,0,1,31.3,31.3,98.6%,LAR,14,2021
3,Hunter Renfrow,13,14,117,9.0,19,0,1,0,0,0,1,1,28.7,28.7,0.1%,FA,14,2021
4,Tyler Lockett,5,9,142,28.4,55,4,1,0,0,0,0,1,27.2,27.2,67.6%,SEA,14,2021
5,Ja'Marr Chase,5,8,77,15.4,32,1,2,1,6,0,0,1,25.3,25.3,100.0%,CIN,14,2021
6,Robbie Chosen,7,12,84,12.0,23,1,1,0,0,0,0,1,21.4,21.4,0.0%,MIA,14,2021
7,Mike Evans,6,6,91,15.2,24,2,1,0,0,0,0,1,21.1,21.1,99.7%,TB,14,2021
8,Allen Lazard,6,7,75,12.5,32,1,1,1,14,0,0,1,20.9,20.9,0.8%,NYJ,14,2021
9,Chris Godwin,10,15,105,10.5,23,2,0,0,0,0,0,1,20.5,20.5,92.8%,TB,14,2021
10,Justin Jefferson,7,15,79,11.3,22,1,1,1,-4,0,0,1,20.5,20.5,100.0%,MIN,14,2021
11,Odell Beckham Jr.,6,7,77,12.8,40,1,1,0,0,0,0,1,19.7,19.7,4.8%,MIA,14,2021
12,Brandon Aiyuk,6,10,62,10.3,21,1,1,1,4,0,0,1,18.6,18.6,99.4%,SF,14,2021
13,Brandin Cooks,8,11,101,12.6,19,0,0,0,0,0,0,1,18.1,18.1,30.9%,DAL,14,2021
14,Jakeem Grant Sr.,1,3,46,46.0,46,1,1,1,5,0,0,1,18.1,18.1,0.0%,FA,14,2021
15,Jalen Guyton,3,3,87,29.0,59,1,1,0,0,0,0,1,17.7,17.7,0.0%,LV,14,2021
16,Joshua Palmer,5,7,66,13.2,36,1,1,0,0,0,0,1,17.6,17.6,45.7%,LAC,14,2021
17,Chase Claypool,8,9,93,11.6,38,1,0,1,2,0,0,1,17.5,17.5,0.1%,FA,14,2021
18,K.J. Osborn,3,9,83,27.7,62,1,1,0,0,0,0,1,17.3,17.3,0.6%,NE,14,2021
19,Rashod Bateman,7,8,103,14.7,36,3,0,0,0,0,0,1,17.3,17.3,10.1%,BAL,14,2021
20,A.J. Green,7,10,102,14.6,36,2,0,0,0,0,0,1,17.2,17.2,0.6%,FA,14,2021
21,James Washington,4,6,65,16.3,30,2,1,0,0,0,0,1,16.5,16.5,0.0%,FA,14,2021
22,Tee Higgins,5,7,114,22.8,27,4,0,0,0,0,0,1,16.4,16.4,95.7%,CIN,14,2021
23,Amari Cooper,5,7,51,10.2,20,1,1,0,0,0,0,1,16.1,16.1,95.7%,CLE,14,2021
24,Cam Sims,3,4,69,23.0,43,1,1,0,0,0,0,1,15.9,15.9,0.0%,FA,14,2021
25,Damiere Byrd,2,2,76,38.0,54,2,1,0,0,0,0,1,15.6,15.6,0.0%,FA,14,2021
26,Cole Beasley,9,11,64,7.1,15,0,0,0,0,0,0,1,15.4,15.4,0.0%,FA,14,2021
27,Diontae Johnson,5,10,76,15.2,37,1,0,1,7,0,0,1,15.3,15.3,90.7%,CAR,14,2021
28,Gabe Davis,5,8,43,8.6,21,1,1,0,0,0,0,1,15.3,15.3,42.9%,JAC,14,2021
29,Amon-Ra St. Brown,8,12,73,9.1,19,0,0,0,0,0,0,1,15.3,15.3,100.0%,DET,14,2021
30,Jarvis Landry,5,10,41,8.2,17,0,1,0,0,0,0,1,15.1,15.1,14.0%,FA,14,2021
31,Van Jefferson,2,3,58,29.0,52,1,1,1,10,0,0,1,14.8,14.8,0.9%,PIT,14,2021
32,CeeDee Lamb,7,10,61,8.7,18,0,0,2,15,0,0,1,14.6,14.6,100.0%,DAL,14,2021
33,DJ Moore,6,10,84,14.0,22,1,0,0,0,0,0,1,14.4,14.4,98.5%,CHI,14,2021
34,Stefon Diggs,7,13,74,10.6,24,1,0,0,0,0,0,1,14.4,14.4,98.6%,HOU,14,2021
35,Donovan Peoples-Jones,5,7,90,18.0,34,2,0,0,0,0,0,1,14.0,14.0,0.1%,DET,14,2021
36,Kalif Raymond,4,5,31,7.8,9,0,1,0,0,0,0,1,13.1,13.1,0.7%,DET,14,2021
37,Marvin Jones Jr.,6,7,70,11.7,31,1,0,0,0,0,0,1,13.0,13.0,0.0%,FA,14,2021
38,Deebo Samuel Sr.,1,1,22,22.0,22,1,0,8,37,1,0,1,12.9,12.9,99.5%,SF,14,2021
39,Breshad Perriman,1,2,58,58.0,58,1,1,0,0,0,0,1,12.8,12.8,0.0%,FA,14,2021
40,Mike Williams,6,6,61,10.2,25,1,0,0,0,0,0,1,12.1,12.1,57.9%,NYJ,14,2021
41,Nico Collins,5,10,69,13.8,30,1,0,0,0,0,0,1,11.9,11.9,98.9%,HOU,14,2021
42,Tyreek Hill,4,4,76,19.0,38,1,0,0,0,0,0,1,11.6,11.6,100.0%,MIA,14,2021
43,Christian Kirk,3,6,86,28.7,47,2,0,0,0,0,0,1,11.6,11.6,90.9%,JAC,14,2021
44,Braxton Berrios,6,10,52,8.7,17,0,0,0,0,0,0,1,11.2,11.2,0.4%,MIA,14,2021
45,Michael Gallup,5,9,60,12.0,24,1,0,0,0,0,0,1,11.0,11.0,0.1%,FA,14,2021
46,Laquon Treadwell,4,6,68,17.0,41,1,0,0,0,0,0,1,10.8,10.8,0.0%,IND,14,2021
47,DeAndre Hopkins,5,13,54,10.8,15,0,0,0,0,0,0,1,10.4,10.4,80.6%,TEN,14,2021
48,Russell Gage,4,6,64,16.0,36,1,0,0,0,0,0,1,10.4,10.4,0.0%,FA,14,2021
49,Tyler Boyd,4,5,55,13.8,29,1,0,1,8,0,0,1,10.3,10.3,5.3%,TEN,14,2021
50,Jerry Jeudy,5,6,47,9.4,21,1,0,0,0,0,0,1,9.7,9.7,57.0%,CLE,14,2021
51,Ray-Ray McCloud III,6,8,32,5.3,10,0,0,0,0,0,0,1,9.2,9.2,1.0%,ATL,14,2021
52,Marquise Brown,5,8,41,8.2,12,0,0,0,0,0,0,1,9.1,9.1,76.0%,KC,14,2021
