Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Justin Jefferson,8,10,169,21.1,56,4,2,1,3,0,0,1,37.2,37.2,100.0%,MIN,11,2021
2,Davante Adams,7,8,115,16.4,37,1,2,0,0,0,0,1,30.5,30.5,99.8%,LV,11,2021
3,Elijah Moore,8,11,141,17.6,62,3,1,1,15,0,0,1,29.6,29.6,1.4%,CLE,11,2021
4,Diontae Johnson,7,13,101,14.4,32,2,1,0,0,0,0,1,23.1,23.1,90.7%,CAR,11,2021
5,Darnell Mooney,5,16,121,24.2,60,3,1,0,0,0,0,1,23.1,23.1,40.2%,ATL,11,2021
6,Marquez Valdes-Scantling,4,10,123,30.8,75,2,1,0,0,0,0,1,22.3,22.3,0.2%,BUF,11,2021
7,Adam Thielen,8,10,82,10.3,26,1,1,0,0,0,0,1,22.2,22.2,46.2%,CAR,11,2021
8,Brandon Aiyuk,7,7,85,12.1,34,1,1,0,0,0,0,1,21.5,21.5,99.4%,SF,11,2021
9,Terry McLaurin,5,7,103,20.6,39,2,1,0,0,0,0,1,21.3,21.3,93.6%,WAS,11,2021
10,Mike Williams,5,6,97,19.4,53,2,1,0,0,0,0,1,20.7,20.7,57.9%,NYJ,11,2021
11,Jaylen Waddle,8,9,65,8.1,15,0,0,1,1,1,0,1,20.6,20.6,97.7%,MIA,11,2021
12,Marquise Goodwin,4,8,104,26.0,49,3,1,0,0,0,0,1,20.4,20.4,0.0%,FA,11,2021
13,Mike Evans,6,11,73,12.2,21,1,1,1,10,0,0,1,20.3,20.3,99.7%,TB,11,2021
14,Keenan Allen,9,13,112,12.4,30,1,0,0,0,0,0,1,20.2,20.2,93.1%,CHI,11,2021
15,Tyreek Hill,9,11,77,8.6,23,1,0,1,33,0,0,1,20.0,20.0,100.0%,MIA,11,2021
16,Chris Godwin,6,6,65,10.8,18,0,1,1,7,0,0,1,19.2,19.2,92.8%,TB,11,2021
17,Stefon Diggs,4,6,23,5.8,9,0,2,0,0,0,0,1,18.3,18.3,98.6%,HOU,11,2021
18,Nick Westbrook-Ikhine,7,8,107,15.3,46,1,0,0,0,0,0,1,17.7,17.7,0.1%,TEN,11,2021
19,Deebo Samuel Sr.,1,2,15,15.0,15,0,0,8,79,1,0,1,16.4,16.4,99.5%,SF,11,2021
20,Jamison Crowder,6,7,44,7.3,15,0,1,0,0,0,0,1,16.4,16.4,0.1%,WAS,11,2021
21,Rondale Moore,11,11,51,4.6,11,0,0,0,0,0,0,1,16.1,16.1,0.2%,ATL,11,2021
22,DJ Moore,5,7,50,10.0,13,0,1,0,0,0,0,1,16.0,16.0,98.5%,CHI,11,2021
23,Tyler Lockett,4,5,115,28.8,48,3,0,0,0,0,0,1,15.5,15.5,67.6%,SEA,11,2021
24,Mack Hollins,2,3,72,36.0,65,1,1,0,0,0,0,1,15.2,15.2,0.1%,BUF,11,2021
25,Nelson Agholor,5,5,40,8.0,19,0,1,0,0,0,0,1,15.0,15.0,0.6%,BAL,11,2021
26,Chase Claypool,5,9,93,18.6,37,2,0,2,1,0,0,1,14.4,14.4,0.1%,FA,11,2021
27,Jarvis Landry,4,8,26,6.5,13,0,0,1,16,1,0,1,14.2,14.2,14.0%,FA,11,2021
28,Ja'Marr Chase,3,6,32,10.7,17,0,1,2,8,0,0,1,13.0,13.0,100.0%,CIN,11,2021
29,Dez Fitzpatrick,3,6,35,11.7,18,0,1,0,0,0,0,1,12.5,12.5,0.0%,FA,11,2021
30,Tyler Boyd,6,8,49,8.2,14,0,0,1,14,0,0,1,12.3,12.3,5.3%,TEN,11,2021
31,A.J. Green,4,7,78,19.5,31,2,0,0,0,0,0,1,11.8,11.8,0.6%,FA,11,2021
32,Tre'Quan Smith,5,8,64,12.8,22,2,0,0,0,0,0,1,11.4,11.4,0.1%,DET,11,2021
33,Kadarius Toney,7,12,40,5.7,8,0,0,0,0,0,0,1,11.0,11.0,0.3%,FA,11,2021
34,DeVonta Smith,4,6,61,15.3,33,1,0,0,0,0,0,1,10.1,10.1,98.0%,PHI,11,2021
35,Russell Gage,5,8,49,9.8,19,0,0,0,0,0,0,1,9.9,9.9,0.0%,FA,11,2021
36,DeAndre Carter,2,3,22,11.0,18,0,1,1,-3,0,0,1,9.9,9.9,0.0%,CHI,11,2021
37,Cam Sims,2,2,19,9.5,13,0,1,0,0,0,0,1,9.9,9.9,0.0%,FA,11,2021
38,A.J. Brown,5,9,48,9.6,11,0,0,0,0,0,0,1,9.8,9.8,100.0%,PHI,11,2021
39,Marquez Callaway,1,4,26,26.0,26,1,1,0,0,0,0,1,9.6,9.6,0.0%,FA,11,2021
40,Michael Gallup,5,10,44,8.8,16,0,0,0,0,0,0,1,9.4,9.4,0.1%,FA,11,2021
41,Marvin Jones Jr.,4,6,52,13.0,22,1,0,0,0,0,0,1,9.2,9.2,0.0%,FA,11,2021
42,Kendrick Bourne,4,4,42,10.5,19,0,0,1,7,0,0,1,8.9,8.9,4.6%,NE,11,2021
43,Antoine Wesley,4,4,44,11.0,20,1,0,0,0,0,0,1,8.4,8.4,0.0%,FA,11,2021
