Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Justin Jefferson,11,14,182,16.5,48,2,1,1,4,0,0,1,35.6,35.6,100.0%,MIN,13,2021
2,Diontae Johnson,8,11,105,13.1,29,2,2,0,0,0,0,1,30.5,30.5,90.7%,CAR,13,2021
3,Chris Godwin,15,17,143,9.5,36,2,0,1,9,0,0,1,30.2,30.2,92.8%,TB,13,2021
4,Tee Higgins,9,14,138,15.3,29,3,1,0,0,0,0,1,28.8,28.8,95.7%,CIN,13,2021
5,Cooper Kupp,8,10,129,16.1,43,2,1,0,0,0,0,1,26.9,26.9,98.6%,LAR,13,2021
6,Amon-Ra St. Brown,10,12,86,8.6,14,0,1,1,2,0,0,1,24.8,24.8,100.0%,DET,13,2021
7,Keenan Allen,5,8,34,6.8,10,0,2,0,0,0,0,1,22.4,22.4,93.1%,CHI,13,2021
8,Russell Gage,11,12,130,11.8,19,0,0,0,0,0,1,1,22.0,22.0,0.0%,FA,13,2021
9,Elijah Moore,6,12,77,12.8,29,1,1,1,9,0,0,1,20.6,20.6,1.4%,CLE,13,2021
10,Deonte Harty,4,8,96,24.0,70,1,1,1,3,0,0,1,19.9,19.9,0.1%,BAL,13,2021
11,Tyler Lockett,7,8,68,9.7,16,0,1,0,0,0,0,1,19.8,19.8,67.6%,SEA,13,2021
12,Hunter Renfrow,9,10,102,11.3,28,1,0,0,0,0,0,1,19.2,19.2,0.1%,FA,13,2021
13,CeeDee Lamb,7,13,89,12.7,25,3,0,1,33,0,0,1,19.2,19.2,100.0%,DAL,13,2021
14,Jalen Guyton,4,4,90,22.5,44,2,1,1,-1,0,0,1,18.9,18.9,0.0%,LV,13,2021
15,Jaylen Waddle,9,11,90,10.0,25,1,0,0,0,0,0,1,18.0,18.0,97.7%,MIA,13,2021
16,Jakeem Grant Sr.,5,7,62,12.4,34,1,1,0,0,0,0,1,17.2,17.2,0.0%,FA,13,2021
17,Michael Pittman Jr.,6,8,77,12.8,17,0,0,2,33,0,0,1,17.0,17.0,98.6%,IND,13,2021
18,Mike Evans,7,10,99,14.1,36,1,0,0,0,0,0,1,16.9,16.9,99.7%,TB,13,2021
19,Van Jefferson,6,8,41,6.8,19,0,1,0,0,0,0,1,16.1,16.1,0.9%,PIT,13,2021
20,Mike Williams,5,7,110,22.0,47,2,0,0,0,0,0,1,16.0,16.0,57.9%,NYJ,13,2021
21,K.J. Osborn,4,7,47,11.8,21,1,1,0,0,0,0,1,14.7,14.7,0.6%,NE,13,2021
22,Michael Gallup,5,9,36,7.2,17,0,1,0,0,0,0,1,14.6,14.6,0.1%,FA,13,2021
23,Sammy Watkins,4,6,39,9.8,15,0,1,0,0,0,0,1,13.9,13.9,0.0%,FA,13,2021
24,Tyler Boyd,5,7,85,17.0,32,2,0,0,0,0,0,1,13.5,13.5,5.3%,TEN,13,2021
25,Lil'Jordan Humphrey,2,2,49,24.5,25,2,1,0,0,0,0,1,12.9,12.9,0.0%,DEN,13,2021
26,Dee Eskridge,3,3,35,11.7,17,0,1,0,0,0,0,1,12.5,12.5,0.0%,MIA,13,2021
27,Jerry Jeudy,4,6,77,19.3,36,1,0,0,0,0,0,1,11.7,11.7,57.0%,CLE,13,2021
28,DeVante Parker,5,5,62,12.4,17,0,0,0,0,0,0,1,11.2,11.2,0.1%,FA,13,2021
29,DeAndre Hopkins,2,2,32,16.0,20,1,1,0,0,0,0,1,11.2,11.2,80.6%,TEN,13,2021
30,DK Metcalf,5,8,60,12.0,33,1,0,0,0,0,0,1,11.0,11.0,99.1%,SEA,13,2021
31,Gabe Davis,2,4,30,15.0,16,0,1,0,0,0,0,1,11.0,11.0,42.9%,JAC,13,2021
32,Josh Reynolds,4,7,69,17.3,28,2,0,0,0,0,0,1,10.9,10.9,1.2%,DEN,13,2021
33,Odell Beckham Jr.,2,5,28,14.0,27,1,1,0,0,0,0,1,10.8,10.8,4.8%,MIA,13,2021
34,Marquise Brown,5,7,55,11.0,22,1,0,0,0,0,0,1,10.5,10.5,76.0%,KC,13,2021
35,Laquon Treadwell,4,5,62,15.5,28,1,0,0,0,0,0,1,10.2,10.2,0.0%,IND,13,2021
36,Ja'Marr Chase,5,8,52,10.4,14,0,0,0,0,0,0,1,10.2,10.2,100.0%,CIN,13,2021
37,Jamison Crowder,4,6,62,15.5,19,0,0,0,0,0,0,1,10.2,10.2,0.1%,WAS,13,2021
38,Stefon Diggs,4,7,51,12.8,26,1,0,0,0,0,0,1,9.1,9.1,98.6%,HOU,13,2021
39,Quez Watkins,3,3,60,20.0,28,2,0,0,0,0,0,1,9.0,9.0,0.0%,PIT,13,2021
40,Brandon Aiyuk,3,6,55,18.3,21,1,0,0,0,0,0,1,8.5,8.5,99.4%,SF,13,2021
41,Brandin Cooks,3,6,38,12.7,14,0,0,1,16,0,0,1,8.4,8.4,30.9%,DAL,13,2021
42,Adam Humphries,4,5,38,9.5,12,0,0,0,0,0,0,1,7.8,7.8,0.0%,FA,13,2021
43,Darnell Mooney,5,7,27,5.4,12,0,0,0,0,0,0,1,7.7,7.7,40.2%,ATL,13,2021
44,Olamide Zaccheaus,3,5,44,14.7,30,1,0,1,2,0,0,1,7.6,7.6,0.1%,WAS,13,2021
45,Mack Hollins,1,1,5,5.0,5,0,1,0,0,0,0,1,7.5,7.5,0.1%,BUF,13,2021
