RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,Tank Dell (HOU),6.0,11.0,114.0,19.0,29.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,29.6,29.6,87.3%,9.0
2,CeeDee Lamb (DAL),11.0,16.0,191.0,17.4,29.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,28.1,28.1,100.0%,9.0
3,Noah Brown (HOU),6.0,6.0,153.0,25.5,75.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,27.3,27.3,43.0%,9.0
4,Amari Cooper (CLE),5.0,5.0,139.0,27.8,59.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,24.9,24.9,96.1%,9.0
5,Stefon Diggs (BUF),6.0,7.0,86.0,14.3,34.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,22.6,22.6,100.0%,9.0
6,Diontae Johnson (PIT),7.0,9.0,90.0,12.9,32.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,84.4%,9.0
7,A.J. Brown (PHI),7.0,9.0,66.0,9.4,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19.6,19.6,100.0%,9.0
8,Tee Higgins (CIN),8.0,9.0,110.0,13.8,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,92.1%,9.0
9,Jahan Dotson (WAS),4.0,8.0,69.0,17.3,33.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,16.9,16.9,66.7%,9.0
10,Chris Olave (NO),6.0,8.0,46.0,7.7,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.6,16.6,98.3%,9.0
11,Keenan Allen (LAC),8.0,9.0,77.0,9.6,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.7,15.7,99.4%,9.0
12,Odell Beckham Jr. (BAL),5.0,7.0,56.0,11.2,15.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,14.6,14.6,48.2%,9.0
13,Nico Collins (HOU),3.0,5.0,54.0,18.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.4,14.4,87.8%,9.0
14,Michael Pittman Jr. (IND),8.0,8.0,64.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.4,14.4,94.8%,9.0
15,DeVonta Smith (PHI),3.0,3.0,51.0,17.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.1,14.1,98.3%,9.0
16,Jalen Tolbert (DAL),3.0,5.0,49.0,16.3,32.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,13.9,13.9,0.2%,9.0
17,Jakobi Meyers (LV),2.0,5.0,38.0,19.0,24.0,1.0,0.0,1.0,17.0,1.0,0.0,1.0,13.5,13.5,81.6%,9.0
18,Wan'Dale Robinson (NYG),4.0,5.0,35.0,8.8,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,8.6%,9.0
19,Darnell Mooney (CHI),5.0,6.0,82.0,16.4,38.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.2,13.2,20.0%,9.0
20,Garrett Wilson (NYJ),7.0,13.0,80.0,11.4,31.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,98.0%,9.0
21,Mike Evans (TB),4.0,5.0,87.0,21.8,53.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7,12.7,97.1%,9.0
22,Tyreek Hill (MIA),8.0,10.0,62.0,7.8,19.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,12.5,12.5,100.0%,9.0
23,Terry McLaurin (WAS),5.0,8.0,73.0,14.6,36.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,94.1%,9.0
24,Jaxon Smith-Njigba (SEA),6.0,7.0,63.0,10.5,35.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,60.6%,9.0
