RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
77,Quentin Johnston (LAC),1.0,2.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,30.3%,7.0
78,KhaDarel Hodge (ATL),1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,0.1%,7.0
79,Byron Pringle (WAS),1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,0.0%,7.0
80,Deven Thompkins (TB),3.0,3.0,14.0,4.7,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4,2.4,0.3%,7.0
81,Kadarius Toney (KC),1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,14.5%,7.0
82,Jalen Reagor (NE),1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.1%,7.0
83,Deonte Harty (BUF),1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.3%,7.0
84,DeVante Parker (NE),1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,1.5%,7.0
85,Trishton Jackson (MIN),1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.1%,7.0
86,Allen Robinson II (PIT),1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,1.7%,7.0
87,Braxton Berrios (MIA),1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,1.6%,7.0
88,Gabe Davis (BUF),1.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,82.3%,7.0
89,Mecole Hardman Jr. (KC),1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,3.2%,7.0
90,Van Jefferson (ATL),1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,2.6%,7.0
91,Trent Sherfield (BUF),1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.1%,7.0
92,Trey Palmer (TB),1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.9%,7.0
93,Calvin Ridley (JAC),1.0,4.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5,1.5,95.0%,7.0
94,Julio Jones (PHI),1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,2.4%,7.0
95,Samori Toure (GB),1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.1%,7.0
96,Tyquan Thornton (NE),1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.9%,7.0
97,Velus Jones Jr. (CHI),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1%,7.0
98,Isaiah McKenzie (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.7,0.7,0.3%,7.0
99,Calvin Austin III (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.1,1.1%,7.0
100,Nico Collins (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8%,7.0
101,Shi Smith (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
102,Anthony Schwartz (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
103,Seth Williams (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
104,Ihmir Smith-Marsette (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
105,Dyami Brown (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,7.0
106,Dez Fitzpatrick (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
107,Dan Chisena (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
108,Andre Baccellia (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
109,Greg Dortch (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,7.0
110,David Sills (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
111,Keelan Doss (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,7.0
112,Cody Thompson (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,7.0
113,KaVontae Turpin (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,7.0
114,Parris Campbell (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7%,7.0
115,Andy Isabella (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
116,Lil'Jordan Humphrey (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,7.0
117,Tyron Billy-Johnson (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
118,Trenton Irwin (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4%,7.0
119,Quinton Bell (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
120,Juwann Winfree (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
121,Ashton Dulin (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
122,Miles Boykin (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
123,Tyler Johnson (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
124,Chase Claypool (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7%,7.0
125,Stanley Morgan Jr. (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
126,Collin Johnson (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
127,Deebo Samuel (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9%,7.0
128,N'Keal Harry (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,7.0
129,DK Metcalf (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1%,7.0
130,Justyn Ross (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4%,7.0
131,Ja'Marr Chase (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0%,7.0
132,Nick Westbrook-Ikhine (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8%,7.0
133,Freddie Swain (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
134,Quez Watkins (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,7.0
135,Mason Kinsey (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
136,Lawrence Cager (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
137,Tyrie Cleveland (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
138,Lynn Bowden Jr. (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,7.0
139,Tylan Wallace (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
140,Easop Winston Jr. (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,7.0
141,Kristian Wilkerson (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
142,Jaylon Moore (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
143,Scotty Washington (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
144,Marquez Callaway (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
145,Jalen Guyton (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9%,7.0
146,D.J. Montgomery (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
147,Steven Sims Jr. (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
148,Nsimba Webster (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
149,Alex Bachman (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
150,Olamide Zaccheaus (PHI),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,7.0
151,Malik Taylor (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
152,Laviska Shenault Jr. (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,7.0
153,Quintez Cephus (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
154,James Proche II (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
155,Denzel Mims (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
156,Devin Duvernay (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,7.0
157,KJ Hamler (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
158,Justin Jefferson (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4%,7.0
159,Tee Higgins (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.1%,7.0
160,CeeDee Lamb (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0%,7.0
161,Gunner Olszewski (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
162,Irvin Charles (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
163,Raleigh Webb (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
164,Lance McCutcheon (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
165,Kaden Davis (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
166,Rodney Williams (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,7.0
167,Kwamie Lassiter II (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
168,Kendric Pryor (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
169,Josh Ali (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
170,Jesse Matthews (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
171,Bryce Ford-Wheaton (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,7.0
172,Charlie Jones (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,7.0
173,Andrei Iosivas (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,7.0
