RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
25,Jakobi Meyers (LV),7.0,12.0,85.0,12.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,81.6%,3.0
26,Christian Kirk (JAC),4.0,6.0,54.0,13.5,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.4,15.4,91.6%,3.0
27,Michael Gallup (DAL),6.0,7.0,92.0,15.3,27.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.2,15.2,22.5%,3.0
28,Calvin Austin III (PIT),2.0,6.0,72.0,36.0,72.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,15.2,15.2,1.1%,3.0
29,Joshua Palmer (LAC),4.0,7.0,66.0,16.5,30.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,14.6,14.6,26.4%,3.0
30,Olamide Zaccheaus (PHI),2.0,3.0,58.0,29.0,34.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,0.1%,3.0
31,Robbie Chosen (MIA),1.0,1.0,68.0,68.0,68.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,0.1%,3.0
32,Josh Downs (IND),8.0,12.0,57.0,7.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,13.7,50.8%,3.0
33,Jerry Jeudy (DEN),5.0,7.0,81.0,16.2,46.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,13.1,13.1,70.4%,3.0
34,DJ Moore (CHI),3.0,6.0,41.0,13.7,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.1,13.1,97.2%,3.0
35,Zay Flowers (BAL),8.0,10.0,48.0,6.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,13.0,13.0,86.7%,3.0
36,Puka Nacua (LAR),5.0,7.0,72.0,14.4,37.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,12.2,95.5%,3.0
37,Elijah Moore (CLE),9.0,9.0,49.0,5.4,14.0,0.0,0.0,3.0,-1.0,0.0,1.0,1.0,11.8,11.8,39.1%,3.0
38,George Pickens (PIT),4.0,6.0,75.0,18.8,32.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,84.5%,3.0
39,Jordan Addison (MIN),6.0,8.0,52.0,8.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.2,11.2,91.8%,3.0
40,Michael Thomas (NO),6.0,9.0,50.0,8.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,57.7%,3.0
41,Rashee Rice (KC),5.0,7.0,59.0,11.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.9,10.9,60.2%,3.0
42,Michael Wilson (ARI),2.0,2.0,86.0,43.0,69.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,10.6,10.6,9.0%,3.0
43,K.J. Osborn (MIN),1.0,3.0,36.0,36.0,36.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.6,10.6,31.2%,3.0
44,Ronnie Bell (SF),2.0,2.0,24.0,12.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.4,10.4,0.1%,3.0
45,Gabe Davis (BUF),1.0,4.0,35.0,35.0,35.0,2.0,1.0,1.0,-2.0,0.0,0.0,1.0,10.3,10.3,82.3%,3.0
46,CeeDee Lamb (DAL),4.0,7.0,53.0,13.3,32.0,2.0,0.0,2.0,9.0,0.0,0.0,1.0,10.2,10.2,100.0%,3.0
47,Terry McLaurin (WAS),6.0,6.0,41.0,6.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.1,10.1,94.1%,3.0
48,Garrett Wilson (NYJ),5.0,9.0,48.0,9.6,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,98.0%,3.0
49,Kalif Raymond (DET),4.0,6.0,55.0,13.8,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,1.2%,3.0
50,Jayden Reed (GB),3.0,7.0,63.0,21.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,35.9%,3.0
51,Tyler Boyd (CIN),5.0,9.0,39.0,7.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.9,8.9,62.3%,3.0
52,Kendrick Bourne (NE),4.0,5.0,46.0,11.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,6.7%,3.0
53,Terrace Marshall Jr. (CAR),5.0,8.0,35.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.3%,3.0
54,Dontayvion Wicks (GB),4.0,6.0,45.0,11.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.4%,3.0
55,Tyler Lockett (SEA),3.0,7.0,34.0,11.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.4,8.4,92.9%,3.0
56,Parris Campbell (NYG),6.0,6.0,24.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.4,8.4,2.7%,3.0
57,Skyy Moore (KC),4.0,6.0,42.0,10.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,21.4%,3.0
58,Chris Godwin (TB),3.0,5.0,32.0,10.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,92.0%,3.0
59,Donovan Peoples-Jones (DET),3.0,4.0,49.0,16.3,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9,7.9,2.9%,3.0
60,Nelson Agholor (BAL),4.0,4.0,39.0,9.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9,7.9,0.7%,3.0
61,DeAndre Hopkins (TEN),3.0,7.0,48.0,16.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,95.8%,3.0
62,Jake Bobo (SEA),1.0,2.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.8%,3.0
63,Curtis Samuel (WAS),2.0,4.0,54.0,27.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,32.7%,3.0
64,Alec Pierce (IND),3.0,7.0,43.0,14.3,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,7.3,1.3%,3.0
65,Justin Watson (KC),2.0,3.0,51.0,25.5,37.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,2.0%,3.0
66,Calvin Ridley (JAC),3.0,7.0,40.0,13.3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,95.0%,3.0
67,Allen Lazard (NYJ),3.0,5.0,39.0,13.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,6.9,13.1%,3.0
68,Jamal Agnew (JAC),4.0,5.0,49.0,12.3,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.9,6.9,0.2%,3.0
69,DeVonta Smith (PHI),4.0,5.0,28.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,98.3%,3.0
70,Robert Woods (HOU),3.0,6.0,34.0,11.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.4,8.5%,3.0
71,Allen Robinson II (PIT),4.0,4.0,24.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.4,1.7%,3.0
72,Darius Slayton (NYG),3.0,6.0,32.0,10.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2,6.2,2.4%,3.0
73,Chris Moore (TEN),2.0,3.0,41.0,20.5,33.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,0.1%,3.0
74,Wan'Dale Robinson (NYG),4.0,5.0,21.0,5.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,8.6%,3.0
75,Rashid Shaheed (NO),0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,38.2%,3.0
76,Van Jefferson (ATL),1.0,3.0,46.0,46.0,46.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,6.0,6.0,2.6%,3.0
77,Nico Collins (HOU),2.0,3.0,34.0,17.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,5.4,87.8%,3.0
78,Braxton Berrios (MIA),2.0,2.0,33.0,16.5,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,1.6%,3.0
79,Jauan Jennings (SF),2.0,3.0,31.0,15.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,0.8%,3.0
80,Jonathan Mingo (CAR),3.0,6.0,21.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,6.6%,3.0
81,Drake London (ATL),2.0,6.0,31.0,15.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,84.2%,3.0
82,Marquez Valdes-Scantling (KC),1.0,2.0,37.0,37.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,4.3%,3.0
83,Tee Higgins (CIN),2.0,8.0,21.0,10.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,92.1%,3.0
84,Jahan Dotson (WAS),2.0,4.0,21.0,10.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,66.7%,3.0
85,DeVante Parker (NE),2.0,3.0,19.0,9.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,1.5%,3.0
86,Trent Sherfield (BUF),2.0,3.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.1%,3.0
87,Hunter Renfrow (LV),2.0,2.0,17.0,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,3.7,2.5%,3.0
88,Brandin Cooks (DAL),2.0,7.0,17.0,8.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,3.7,58.1%,3.0
89,John Metchie III (HOU),2.0,2.0,13.0,6.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,0.9%,3.0
90,Mack Hollins (ATL),1.0,4.0,23.0,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,0.4%,3.0
91,Deonte Harty (BUF),2.0,3.0,15.0,7.5,8.0,0.0,0.0,2.0,-2.0,0.0,0.0,1.0,3.3,3.3,0.3%,3.0
92,Brandon Johnson (DEN),2.0,3.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,0.1%,3.0
93,Tim Jones (JAC),2.0,3.0,11.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1,0.0%,3.0
94,Quentin Johnston (LAC),2.0,3.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,30.3%,3.0
95,Demario Douglas (NE),1.0,3.0,15.0,15.0,15.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,3.0,31.2%,3.0
96,Deven Thompkins (TB),2.0,4.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,0.3%,3.0
97,DeAndre Carter (LV),1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,0.1%,3.0
98,Chase Claypool (MIA),1.0,4.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,2.7%,3.0
99,KhaDarel Hodge (ATL),1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.1%,3.0
100,River Cracraft (MIA),1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,0.1%,3.0
101,Randall Cobb (NYJ),1.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,0.4%,3.0
102,Jaxon Smith-Njigba (SEA),1.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,60.6%,3.0
103,Samori Toure (GB),0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.1%,3.0
104,Trey Palmer (TB),1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.9%,3.0
105,Laviska Shenault Jr. (CAR),1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,1.7,1.7,0.1%,3.0
106,Charlie Jones (CIN),1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.1%,3.0
107,Tyler Scott (CHI),1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.1%,3.0
108,Rashod Bateman (BAL),1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,10.5%,3.0
109,Khalil Shakir (BUF),1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,10.8%,3.0
110,Treylon Burks (TEN),1.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,20.0%,3.0
111,Brandon Powell (MIN),1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,2.1%,3.0
112,JuJu Smith-Schuster (NE),1.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,21.7%,3.0
113,Isaiah McKenzie (IND),1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.3%,3.0
114,Ben Skowronek (LAR),1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.1%,3.0
115,Derius Davis (LAC),1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.3%,3.0
116,Kadarius Toney (KC),1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,14.5%,3.0
117,Marquise Goodwin (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.1,0.1%,3.0
118,Anthony Schwartz (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
119,Seth Williams (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
120,Ihmir Smith-Marsette (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
121,Dyami Brown (WAS),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,3.0
122,Dez Fitzpatrick (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
123,Shi Smith (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
124,Dan Chisena (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
125,Cody Thompson (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
126,Stanley Morgan Jr. (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
127,Diontae Johnson (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4%,3.0
128,Lil'Jordan Humphrey (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
129,Mecole Hardman Jr. (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.2%,3.0
130,Greg Dortch (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,3.0
131,David Sills (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
132,Keelan Doss (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
133,KaVontae Turpin (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,3.0
134,Andy Isabella (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
135,Tyler Johnson (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
136,Miles Boykin (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
137,Malik Taylor (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
138,Tyron Billy-Johnson (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
139,Ashton Dulin (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
140,Trenton Irwin (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4%,3.0
141,Scott Miller (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
142,Quinton Bell (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
143,Juwann Winfree (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
144,Collin Johnson (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
145,N'Keal Harry (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
146,Andre Baccellia (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
147,Jaylon Moore (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
148,Scotty Washington (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
149,Darnell Mooney (CHI),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0%,3.0
150,Tylan Wallace (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
151,Justyn Ross (KC),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4%,3.0
152,Jaylen Waddle (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4%,3.0
153,Nick Westbrook-Ikhine (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,3.0
154,Freddie Swain (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
155,Quez Watkins (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,3.0
156,Mason Kinsey (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
157,Lawrence Cager (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
158,Tyrie Cleveland (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
159,Trishton Jackson (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,3.0
160,Kristian Wilkerson (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
161,D.J. Montgomery (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
162,Steven Sims Jr. (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
163,Jalen Guyton (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9%,3.0
164,Nsimba Webster (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
165,Alex Bachman (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
166,Gunner Olszewski (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
167,Isaiah Hodgins (NYG),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2%,3.0
168,Lynn Bowden Jr. (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
169,Marquez Callaway (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
170,Easop Winston Jr. (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
171,Quintez Cephus (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
172,James Proche II (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
173,Denzel Mims (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
