RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,A.J. Brown (PHI),9.0,13.0,175.0,19.4,59.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,38.5,38.5,100.0%,4.0
2,Stefon Diggs (BUF),6.0,7.0,120.0,20.0,55.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,36.0,36.0,100.0%,4.0
3,Nico Collins (HOU),7.0,9.0,168.0,24.0,52.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,35.8,35.8,87.8%,4.0
4,Puka Nacua (LAR),9.0,10.0,163.0,18.1,32.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,31.3,31.3,95.5%,4.0
5,DJ Moore (CHI),8.0,9.0,131.0,16.4,29.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,27.1,27.1,97.2%,4.0
6,Michael Wilson (ARI),7.0,7.0,76.0,10.9,33.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,26.6,26.6,9.0%,4.0
7,Justin Jefferson (MIN),6.0,9.0,85.0,14.2,30.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,26.5,26.5,99.4%,4.0
8,Brandon Aiyuk (SF),6.0,6.0,148.0,24.7,42.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,20.8,20.8,97.5%,4.0
9,Chris Godwin (TB),8.0,11.0,114.0,14.3,42.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,19.4,19.4,92.0%,4.0
10,Romeo Doubs (GB),9.0,13.0,95.0,10.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,48.7%,4.0
11,Curtis Samuel (WAS),7.0,8.0,51.0,7.3,15.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,18.2,18.2,32.7%,4.0
12,Braxton Berrios (MIA),6.0,6.0,43.0,7.2,15.0,0.0,1.0,1.0,11.0,0.0,0.0,1.0,17.4,17.4,1.6%,4.0
13,Terry McLaurin (WAS),8.0,10.0,86.0,10.8,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.6,16.6,94.1%,4.0
14,Amon-Ra St. Brown (DET),5.0,7.0,56.0,11.2,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.6,16.6,100.0%,4.0
15,Marquise Brown (ARI),7.0,10.0,96.0,13.7,41.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,16.6,16.6,90.0%,4.0
16,Christian Kirk (JAC),8.0,12.0,84.0,10.5,30.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.4,16.4,91.6%,4.0
17,Nick Westbrook-Ikhine (TEN),5.0,6.0,51.0,10.2,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.1,16.1,0.8%,4.0
18,Deven Thompkins (TB),4.0,4.0,45.0,11.3,26.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,15.6,15.6,0.3%,4.0
19,Davante Adams (LV),8.0,13.0,75.0,9.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,100.0%,4.0
20,Adam Thielen (CAR),7.0,8.0,76.0,10.9,22.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,15.2,15.2,95.2%,4.0
21,Allen Lazard (NYJ),3.0,3.0,61.0,20.3,39.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,15.1,15.1,13.1%,4.0
22,Gabe Davis (BUF),3.0,3.0,61.0,20.3,34.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,15.1,15.1,82.3%,4.0
23,Garrett Wilson (NYJ),9.0,14.0,60.0,6.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,98.0%,4.0
24,DeVonta Smith (PHI),7.0,9.0,78.0,11.1,37.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,98.3%,4.0
25,CeeDee Lamb (DAL),4.0,6.0,36.0,9.0,20.0,1.0,1.0,1.0,12.0,0.0,0.0,1.0,14.8,14.8,100.0%,4.0
26,Terrace Marshall Jr. (CAR),9.0,10.0,56.0,6.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.6,14.6,0.3%,4.0
27,Ja'Marr Chase (CIN),7.0,9.0,73.0,10.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,100.0%,4.0
28,Jahan Dotson (WAS),4.0,9.0,27.0,6.8,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.7,12.7,66.7%,4.0
29,DK Metcalf (SEA),3.0,4.0,34.0,11.3,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.4,12.4,98.1%,4.0
30,Keenan Allen (LAC),3.0,5.0,32.0,10.7,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.2,12.2,99.4%,4.0
31,Calvin Ridley (JAC),2.0,2.0,38.0,19.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,95.0%,4.0
32,Drake London (ATL),3.0,7.0,28.0,9.3,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,84.2%,4.0
33,Courtland Sutton (DEN),3.0,5.0,27.0,9.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.7,11.7,83.4%,4.0
34,Michael Gallup (DAL),5.0,6.0,60.0,12.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,22.5%,4.0
35,Joshua Palmer (LAC),3.0,8.0,77.0,25.7,51.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,10.7,10.7,26.4%,4.0
36,Christian Watson (GB),2.0,4.0,25.0,12.5,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,68.0%,4.0
37,Jayden Reed (GB),3.0,5.0,55.0,18.3,44.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,35.9%,4.0
38,DeAndre Hopkins (TEN),4.0,6.0,63.0,15.8,38.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,95.8%,4.0
39,Tyreek Hill (MIA),3.0,5.0,58.0,19.3,20.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,10.2,10.2,100.0%,4.0
40,Josh Reynolds (DET),3.0,6.0,69.0,23.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.9,9.9,14.5%,4.0
41,Wan'Dale Robinson (NYG),5.0,6.0,40.0,8.0,12.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,9.7,9.7,8.6%,4.0
42,Tyler Lockett (SEA),4.0,6.0,54.0,13.5,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.4,9.4,92.9%,4.0
43,Jalen Tolbert (DAL),4.0,4.0,53.0,13.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,0.2%,4.0
44,Michael Thomas (NO),4.0,6.0,53.0,13.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,57.7%,4.0
45,Darnell Mooney (CHI),4.0,4.0,51.0,12.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,9.1,20.0%,4.0
46,Derius Davis (LAC),2.0,2.0,16.0,8.0,11.0,0.0,0.0,3.0,51.0,0.0,0.0,1.0,8.7,8.7,0.3%,4.0
47,Trey Palmer (TB),2.0,3.0,6.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,0.9%,4.0
48,Jaylen Waddle (MIA),4.0,5.0,46.0,11.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,99.4%,4.0
49,Jerry Jeudy (DEN),3.0,5.0,52.0,17.3,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,70.4%,4.0
50,Zay Flowers (BAL),3.0,4.0,56.0,18.7,43.0,3.0,0.0,1.0,-6.0,0.0,0.0,1.0,8.0,8.0,86.7%,4.0
51,Brandon Johnson (DEN),1.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,0.1%,4.0
52,Tutu Atwell (LAR),5.0,9.0,24.0,4.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,26.1%,4.0
53,Dyami Brown (WAS),2.0,3.0,51.0,25.5,35.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,0.1%,4.0
54,Mike Evans (TB),3.0,3.0,40.0,13.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,97.1%,4.0
55,Marvin Mims Jr. (DEN),2.0,2.0,47.0,23.5,48.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7,6.7,6.4%,4.0
56,Brandin Cooks (DAL),4.0,4.0,27.0,6.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7,6.7,58.1%,4.0
57,Tyler Boyd (CIN),4.0,7.0,26.0,6.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.6,6.6,62.3%,4.0
58,Demario Douglas (NE),2.0,3.0,45.0,22.5,42.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,31.2%,4.0
59,Rashid Shaheed (NO),3.0,7.0,33.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,38.2%,4.0
60,Rashee Rice (KC),3.0,5.0,32.0,10.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2,6.2,60.2%,4.0
61,KaVontae Turpin (DAL),1.0,1.0,5.0,5.0,5.0,0.0,0.0,1.0,46.0,0.0,0.0,1.0,6.1,6.1,0.7%,4.0
62,Calvin Austin III (PIT),3.0,5.0,24.0,8.0,12.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,5.9,5.9,1.1%,4.0
63,Robert Woods (HOU),3.0,6.0,26.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,5.6,8.5%,4.0
64,Kendrick Bourne (NE),2.0,3.0,36.0,18.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,5.6,6.7%,4.0
65,George Pickens (PIT),3.0,7.0,25.0,8.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,84.5%,4.0
66,Isaiah Hodgins (NYG),3.0,3.0,24.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,5.4,1.2%,4.0
67,Josh Downs (IND),2.0,3.0,34.0,17.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,5.4,50.8%,4.0
68,Chris Moore (TEN),1.0,3.0,44.0,44.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,5.4,0.1%,4.0
69,DeVante Parker (NE),2.0,4.0,33.0,16.5,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,1.5%,4.0
70,Jakobi Meyers (LV),2.0,4.0,33.0,16.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,81.6%,4.0
71,Van Jefferson (ATL),2.0,3.0,29.0,14.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9,4.9,2.6%,4.0
72,Alec Pierce (IND),1.0,2.0,38.0,38.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.8,1.3%,4.0
73,DJ Chark Jr. (CAR),2.0,3.0,28.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.8,17.9%,4.0
74,Kalif Raymond (DET),1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,1.0,4.8,4.8,1.2%,4.0
75,Parris Campbell (NYG),3.0,5.0,15.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,2.7%,4.0
76,Samori Toure (GB),1.0,1.0,35.0,35.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.1%,4.0
77,Michael Pittman Jr. (IND),1.0,5.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,94.8%,4.0
78,Darius Slayton (NYG),2.0,3.0,23.0,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.3,2.4%,4.0
79,Kadarius Toney (KC),2.0,2.0,22.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,14.5%,4.0
80,Ray-Ray McCloud III (SF),2.0,2.0,22.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,1.1%,4.0
81,Zach Pascal (ARI),3.0,4.0,10.0,3.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0%,4.0
82,KhaDarel Hodge (ATL),2.0,2.0,19.0,9.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,0.1%,4.0
83,Tank Dell (HOU),1.0,3.0,16.0,16.0,16.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,3.9,3.9,87.3%,4.0
84,Tee Higgins (CIN),2.0,4.0,19.0,9.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,92.1%,4.0
85,Trent Sherfield (BUF),2.0,3.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.1%,4.0
86,Jaxon Smith-Njigba (SEA),3.0,6.0,5.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,60.6%,4.0
87,John Metchie III (HOU),1.0,2.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,0.9%,4.0
88,Hunter Renfrow (LV),2.0,4.0,12.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,2.5%,4.0
89,Equanimeous St. Brown (CHI),1.0,1.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1,0.1%,4.0
90,Jalin Hyatt (NYG),2.0,2.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.4%,4.0
91,Deonte Harty (BUF),2.0,2.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.3%,4.0
92,Laviska Shenault Jr. (CAR),1.0,1.0,12.0,12.0,12.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,2.9,2.9,0.1%,4.0
93,Devin Duvernay (BAL),2.0,2.0,8.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,0.6%,4.0
94,Randall Cobb (NYJ),2.0,4.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,0.4%,4.0
95,Quentin Johnston (LAC),1.0,3.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,30.3%,4.0
96,Xavier Gipson (NYJ),1.0,1.0,4.0,4.0,4.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,2.7,2.7,0.1%,4.0
97,Trenton Irwin (CIN),1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,2.7,4.4%,4.0
98,Cedrick Wilson Jr. (MIA),1.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,0.2%,4.0
99,Amari Cooper (CLE),1.0,6.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,96.1%,4.0
100,K.J. Osborn (MIN),1.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,31.2%,4.0
101,Byron Pringle (WAS),1.0,2.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.0%,4.0
102,JuJu Smith-Schuster (NE),1.0,5.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4,21.7%,4.0
103,Lil'Jordan Humphrey (DEN),1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.0%,4.0
104,Olamide Zaccheaus (PHI),1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.1%,4.0
105,Elijah Moore (CLE),2.0,4.0,20.0,10.0,13.0,0.0,0.0,1.0,-20.0,0.0,0.0,1.0,2.0,2.0,39.1%,4.0
106,Cody Thompson (SEA),1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0%,4.0
107,Willie Snead IV (SF),1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,0.0%,4.0
108,Tyler Scott (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,1.9,1.9,0.1%,4.0
109,Skyy Moore (KC),0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,1.9,1.9,21.4%,4.0
110,Allen Robinson II (PIT),1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,1.7%,4.0
111,Ronnie Bell (SF),1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.1%,4.0
112,Donovan Peoples-Jones (DET),1.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,2.9%,4.0
113,Marquez Valdes-Scantling (KC),1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,4.3%,4.0
114,Isaiah McKenzie (IND),1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.3%,4.0
115,Sterling Shepard (NYG),1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.2%,4.0
116,Justin Watson (KC),1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,2.0%,4.0
117,Cedric Tillman (CLE),1.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.6%,4.0
118,Chris Olave (NO),1.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,98.3%,4.0
119,Nelson Agholor (BAL),1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,0.7%,4.0
120,Rakim Jarrett (TB),1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.0%,4.0
121,Velus Jones Jr. (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.1%,4.0
