RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
1,Tyreek Hill (MIA),11.0,15.0,215.0,19.5,47.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,44.5,44.5,100.0%,1.0
2,Brandon Aiyuk (SF),8.0,8.0,129.0,16.1,23.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,32.9,32.9,97.5%,1.0
3,Jakobi Meyers (LV),9.0,10.0,81.0,9.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,29.1,29.1,81.6%,1.0
4,Stefon Diggs (BUF),10.0,13.0,102.0,10.2,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26.2,26.2,100.0%,1.0
5,Kendrick Bourne (NE),6.0,11.0,64.0,10.7,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,24.4,24.4,6.7%,1.0
6,Calvin Ridley (JAC),8.0,11.0,101.0,12.6,29.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,24.1,24.1,95.0%,1.0
7,Justin Jefferson (MIN),9.0,12.0,150.0,16.7,42.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,99.4%,1.0
8,Michael Pittman Jr. (IND),8.0,11.0,97.0,12.1,39.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.7,23.7,94.8%,1.0
9,Puka Nacua (LAR),10.0,15.0,119.0,11.9,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.9,21.9,95.5%,1.0
10,Chris Olave (NO),8.0,10.0,112.0,14.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,19.2,19.2,98.3%,1.0
11,Amon-Ra St. Brown (DET),6.0,9.0,71.0,11.8,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19.1,19.1,100.0%,1.0
12,Rashid Shaheed (NO),5.0,6.0,89.0,17.8,41.0,4.0,1.0,2.0,11.0,0.0,1.0,1.0,19.0,19.0,38.2%,1.0
13,Mike Evans (TB),6.0,10.0,66.0,11.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.6,18.6,97.1%,1.0
14,Romeo Doubs (GB),4.0,5.0,26.0,6.5,13.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.6,18.6,48.7%,1.0
15,Tutu Atwell (LAR),6.0,8.0,119.0,19.8,44.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,17.9,17.9,26.1%,1.0
16,DeVonta Smith (PHI),7.0,10.0,47.0,6.7,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.7,17.7,98.3%,1.0
17,Zay Flowers (BAL),9.0,10.0,78.0,8.7,21.0,2.0,0.0,2.0,9.0,0.0,0.0,1.0,17.7,17.7,86.7%,1.0
18,Zay Jones (JAC),5.0,7.0,55.0,11.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,19.2%,1.0
