Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Brian Robinson Jr.,18,87,4.8,27,1,2,2,3,42,21.0,0,0,1,28.9,28.9,90.8%,WAS,2,2023
2,Kyren Williams,14,52,3.7,8,0,1,6,10,48,8.0,1,0,1,28.0,28.0,99.9%,LAR,2,2023
3,Saquon Barkley,17,63,3.7,16,0,1,6,7,29,4.8,1,0,1,27.2,27.2,100.0%,PHI,2,2023
4,D'Andre Swift,28,175,6.3,43,1,1,3,3,6,2.0,0,0,1,27.1,27.1,94.7%,CHI,2,2023
5,Raheem Mostert,18,121,6.7,43,1,2,1,1,6,6.0,0,0,1,25.7,25.7,92.7%,MIA,2,2023
6,Jerome Ford,16,106,6.6,69,1,0,3,4,25,8.3,1,0,1,24.1,24.1,80.4%,CLE,2,2023
7,Christian McCaffrey,20,116,5.8,51,1,1,3,3,19,6.3,0,0,1,22.5,22.5,100.0%,SF,2,2023
8,Rachaad White,17,73,4.3,13,0,1,5,5,30,6.0,0,0,1,21.3,21.3,99.0%,TB,2,2023
9,Bijan Robinson,19,124,6.5,19,0,0,4,5,48,12.0,0,0,1,21.2,21.2,100.0%,ATL,2,2023
10,Zack Moss,18,88,4.9,11,0,1,4,4,19,4.8,0,0,1,20.7,20.7,85.3%,CIN,2,2023
11,Tony Pollard,25,72,2.9,23,1,0,7,8,37,5.3,0,0,1,19.9,19.9,90.8%,TEN,2,2023
12,James Cook,17,123,7.2,36,1,0,4,4,36,9.0,0,0,1,19.9,19.9,99.1%,BUF,2,2023
13,Derrick Henry,25,80,3.2,23,1,1,3,4,15,5.0,0,0,1,18.5,18.5,99.9%,BAL,2,2023
14,Kenneth Walker III,17,43,2.5,14,0,2,1,2,11,11.0,0,0,1,18.4,18.4,98.0%,SEA,2,2023
15,James Conner,23,106,4.6,22,2,1,0,1,0,0.0,0,0,1,16.6,16.6,94.4%,ARI,2,2023
16,Tony Jones Jr.,12,34,2.8,6,0,2,0,2,0,0.0,0,0,1,15.4,15.4,0.0%,FA,2,2023
17,Rhamondre Stevenson,15,50,3.3,12,0,1,3,3,10,3.3,0,0,1,15.0,15.0,95.2%,NE,2,2023
18,Joe Mixon,13,59,4.5,14,0,0,4,5,36,9.0,0,0,1,13.5,13.5,99.1%,HOU,2,2023
19,Jaylen Warren,6,20,3.3,8,0,0,4,6,66,16.5,0,0,1,12.6,12.6,87.9%,PIT,2,2023
20,Jahmyr Gibbs,7,17,2.4,8,0,0,7,9,39,5.6,0,0,1,12.6,12.6,99.9%,DET,2,2023
21,David Montgomery,16,67,4.2,16,0,1,1,1,7,7.0,0,1,1,12.4,12.4,95.7%,DET,2,2023
22,Gus Edwards,10,62,6.2,20,1,1,0,0,0,0.0,0,0,1,12.2,12.2,78.0%,LAC,2,2023
23,Latavius Murray,6,22,3.7,8,0,1,2,2,9,4.5,0,0,1,11.1,11.1,0.0%,FA,2,2023
24,Chuba Hubbard,2,16,8.0,14,0,0,5,5,34,6.8,0,0,1,10.0,10.0,61.7%,CAR,2,2023
25,Josh Jacobs,9,-2,-0.2,3,0,0,5,6,51,10.2,0,0,1,9.9,9.9,99.4%,GB,2,2023
26,Damien Harris,7,33,4.7,11,0,1,0,0,0,0.0,0,0,1,9.3,9.3,9.0%,FA,2,2023
27,Antonio Gibson,2,9,4.5,7,0,0,3,3,44,14.7,0,0,1,8.3,8.3,34.1%,NE,2,2023
28,Justice Hill,11,41,3.7,11,0,0,3,3,12,4.0,0,0,1,8.3,8.3,3.1%,BAL,2,2023
29,Isiah Pacheco,12,70,5.8,31,1,0,1,2,0,0.0,0,0,1,8.0,8.0,99.9%,KC,2,2023
30,Javonte Williams,12,44,3.7,15,0,0,2,3,14,7.0,0,0,1,7.8,7.8,90.5%,DEN,2,2023
31,Miles Sanders,14,43,3.1,13,0,0,3,5,4,1.3,0,0,1,7.7,7.7,8.5%,CAR,2,2023
32,Tyjae Spears,8,49,6.1,14,0,0,2,2,6,3.0,0,0,1,7.5,7.5,87.2%,TEN,2,2023
33,AJ Dillon,15,55,3.7,8,0,0,1,1,8,8.0,0,0,1,7.3,7.3,1.9%,GB,2,2023
34,Salvon Ahmed,3,13,4.3,10,0,0,3,3,28,9.3,0,0,1,7.1,7.1,0.0%,FA,2,2023
35,Khalil Herbert,7,35,5.0,8,0,0,1,3,23,23.0,0,0,1,6.8,6.8,26.2%,CHI,2,2023
36,Jaleel McLaughlin,1,5,5.0,5,0,1,0,0,0,0.0,0,0,1,6.5,6.5,36.0%,DEN,2,2023
37,Nick Chubb,10,64,6.4,20,1,0,0,0,0,0.0,0,0,1,6.4,6.4,83.5%,CLE,2,2023
38,Deuce Vaughn,3,16,5.3,13,0,0,3,3,16,5.3,0,0,1,6.2,6.2,1.0%,DAL,2,2023
39,Travis Etienne Jr.,12,40,3.3,9,0,0,2,3,2,1.0,0,0,1,6.2,6.2,99.9%,JAC,2,2023
40,Roschon Johnson,4,32,8.0,29,1,0,2,2,10,5.0,0,0,1,6.2,6.2,2.9%,CHI,2,2023
41,Pierre Strong Jr.,2,1,0.5,1,0,1,0,1,0,0.0,0,0,1,6.1,6.1,0.8%,CLE,2,2023
42,Dameon Pierce,15,31,2.1,10,0,0,2,3,4,2.0,0,0,1,5.5,5.5,6.1%,HOU,2,2023
43,Samaje Perine,1,4,4.0,4,0,0,3,4,20,6.7,0,0,1,5.4,5.4,2.1%,KC,2,2023
44,Najee Harris,10,43,4.3,21,1,0,1,3,0,0.0,0,0,1,5.3,5.3,93.3%,PIT,2,2023
45,Rico Dowdle,7,26,3.7,9,0,0,1,1,17,17.0,0,0,1,5.3,5.3,41.2%,DAL,2,2023
46,Jerick McKinnon,1,-2,-2.0,0,0,0,3,3,24,8.0,0,0,1,5.2,5.2,0.1%,FA,2,2023
47,Zach Charbonnet,4,16,4.0,9,0,0,2,2,14,7.0,0,0,1,5.0,5.0,56.2%,SEA,2,2023
48,Alexander Mattison,8,28,3.5,7,0,0,3,6,11,3.7,0,1,1,4.9,4.9,7.9%,LV,2,2023
49,Tyler Allgeier,16,48,3.0,10,0,0,0,0,0,0.0,0,0,1,4.8,4.8,48.2%,ATL,2,2023
50,Boston Scott,5,40,8.0,18,0,0,0,0,0,0.0,0,0,1,4.0,4.0,0.0%,PIT,2,2023
51,Joshua Kelley,13,39,3.0,15,0,0,0,1,0,0.0,0,0,1,3.9,3.9,0.0%,FA,2,2023
52,Elijah Dotson,4,6,1.5,2,0,0,2,2,13,6.5,0,0,1,3.9,3.9,0.0%,FA,2,2023
53,Clyde Edwards-Helaire,1,0,0.0,0,0,0,2,2,17,8.5,0,0,1,3.7,3.7,7.3%,KC,2,2023
54,Devin Singletary,4,14,3.5,5,0,0,1,1,10,10.0,0,0,1,3.4,3.4,87.8%,NYG,2,2023
55,Jamaal Williams,9,29,3.2,7,0,0,0,0,0,0.0,0,0,1,2.9,2.9,5.0%,NO,2,2023
56,Ty Chandler,1,0,0.0,0,0,0,2,2,9,4.5,0,0,1,2.9,2.9,43.5%,MIN,2,2023
57,D'Ernest Johnson,1,8,8.0,8,0,0,1,1,9,9.0,0,0,1,2.7,2.7,0.4%,JAC,2,2023
58,Emari Demercado,1,-2,-2.0,0,0,0,2,2,7,3.5,0,0,1,2.5,2.5,0.2%,ARI,2,2023
59,Rashaad Penny,3,9,3.0,6,0,0,1,1,5,5.0,0,0,1,2.4,2.4,0.0%,FA,2,2023
60,Trayveon Williams,0,0,0.0,0,0,0,2,2,4,2.0,0,0,1,2.4,2.4,0.3%,CIN,2,2023
61,Michael Carter,2,8,4.0,6,0,0,1,2,3,3.0,0,0,1,2.1,2.1,0.3%,ARI,2,2023
62,De'Von Achane,1,5,5.0,5,0,0,1,1,4,4.0,0,0,1,1.9,1.9,99.3%,MIA,2,2023
63,Craig Reynolds,3,7,2.3,5,0,0,1,1,-2,-2.0,0,0,1,1.5,1.5,0.3%,DET,2,2023
64,Ameer Abdullah,0,0,0.0,0,0,0,1,3,5,5.0,0,0,1,1.5,1.5,0.4%,LV,2,2023
65,Ronnie Rivers,0,0,0.0,0,0,0,1,1,4,4.0,0,0,1,1.4,1.4,0.1%,LAR,2,2023
66,Ezekiel Elliott,5,13,2.6,7,0,0,0,0,0,0.0,0,0,1,1.3,1.3,81.8%,DAL,2,2023
67,Reggie Gilliam,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,1.3,1.3,0.0%,BUF,2,2023
