Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Aaron Jones,9,41,4.6,9,0,1,2,4,86,43.0,1,0,1,26.7,26.7,96.1%,MIN,1,2023
2,Austin Ekeler,16,117,7.3,55,1,1,4,5,47,11.8,0,0,1,26.4,26.4,87.4%,WAS,1,2023
3,Christian McCaffrey,22,152,6.9,65,1,1,3,5,17,5.7,0,0,1,25.9,25.9,100.0%,SF,1,2023
4,Tyler Allgeier,15,75,5.0,22,1,2,3,3,19,6.3,0,0,1,24.4,24.4,48.2%,ATL,1,2023
5,Tony Pollard,14,70,5.0,25,1,2,2,3,12,6.0,0,0,1,22.2,22.2,90.8%,TEN,1,2023
6,Travis Etienne Jr.,18,77,4.3,26,1,1,5,5,27,5.4,0,0,1,21.4,21.4,99.9%,JAC,1,2023
7,Bijan Robinson,10,56,5.6,21,1,0,6,6,27,4.5,1,0,1,20.3,20.3,100.0%,ATL,1,2023
8,Roschon Johnson,5,20,4.0,11,0,1,6,7,35,5.8,0,0,1,17.5,17.5,2.9%,CHI,1,2023
9,Kyren Williams,15,52,3.5,9,0,2,0,2,2,0.0,0,0,1,17.4,17.4,99.9%,LAR,1,2023
10,Nick Chubb,18,106,5.9,17,0,0,4,4,21,5.3,0,0,1,16.7,16.7,83.5%,CLE,1,2023
11,Breece Hall,10,127,12.7,83,2,0,1,2,20,20.0,0,0,1,15.7,15.7,100.0%,NYJ,1,2023
12,Joshua Kelley,16,91,5.7,14,0,1,0,1,0,0.0,0,0,1,15.1,15.1,0.0%,FA,1,2023
13,Rhamondre Stevenson,12,25,2.1,5,0,0,6,6,64,10.7,0,0,1,14.9,14.9,95.2%,NE,1,2023
14,Derrick Henry,15,63,4.2,18,0,0,2,3,56,28.0,0,0,1,13.9,13.9,99.9%,BAL,1,2023
15,Brian Robinson Jr.,19,59,3.1,7,0,0,1,2,7,7.0,1,0,1,13.6,13.6,90.8%,WAS,1,2023
16,Alexander Mattison,11,34,3.1,9,0,0,3,4,10,3.3,1,0,1,13.4,13.4,7.9%,LV,1,2023
17,David Montgomery,21,74,3.5,8,0,1,0,0,0,0.0,0,0,1,13.4,13.4,95.7%,DET,1,2023
18,Raheem Mostert,10,37,3.7,12,0,1,2,2,13,6.5,0,0,1,13.0,13.0,92.7%,MIA,1,2023
19,Justice Hill,8,9,1.1,4,0,2,0,0,0,0.0,0,0,1,12.9,12.9,3.1%,BAL,1,2023
20,James Conner,14,62,4.4,12,0,0,5,5,8,1.6,0,0,1,12.0,12.0,94.4%,ARI,1,2023
21,Miles Sanders,18,72,4.0,10,0,0,4,6,26,6.5,0,1,1,11.8,11.8,8.5%,CAR,1,2023
22,Samaje Perine,8,41,5.1,12,0,0,4,4,37,9.3,0,0,1,11.8,11.8,2.1%,KC,1,2023
23,J.K. Dobbins,8,22,2.8,4,0,1,2,3,15,7.5,0,0,1,11.7,11.7,61.0%,LAC,1,2023
24,Khalil Herbert,9,27,3.0,12,0,0,3,5,37,12.3,0,0,1,11.4,11.4,26.2%,CHI,1,2023
25,Kenneth Gainwell,14,54,3.9,16,0,0,4,4,20,5.0,0,0,1,11.4,11.4,3.0%,PHI,1,2023
26,Kenneth Walker III,12,64,5.3,15,0,0,4,5,3,0.8,0,0,1,10.7,10.7,98.0%,SEA,1,2023
