Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Travis Etienne Jr.,26,136,5.2,35,2,2,4,5,48,12.0,0,0,1,36.4,36.4,99.9%,JAC,5,2023
2,Zack Moss,23,165,7.2,56,1,2,2,2,30,15.0,0,0,1,33.5,33.5,85.3%,CIN,5,2023
3,Breece Hall,22,177,8.0,72,1,1,3,3,17,5.7,0,0,1,28.4,28.4,100.0%,NYJ,5,2023
4,De'Von Achane,11,151,13.7,76,2,1,1,1,14,14.0,0,1,1,21.5,21.5,99.3%,MIA,5,2023
5,David Montgomery,19,109,5.7,42,1,1,2,6,20,10.0,0,0,1,20.9,20.9,95.7%,DET,5,2023
6,Josh Jacobs,20,69,3.5,24,1,1,5,5,20,4.0,0,0,1,19.9,19.9,99.4%,GB,5,2023
7,Alvin Kamara,22,80,3.6,10,0,1,3,3,17,5.7,0,0,1,18.7,18.7,98.5%,NO,5,2023
8,Jaleel McLaughlin,9,68,7.6,38,2,0,3,4,21,7.0,1,0,1,17.9,17.9,36.0%,DEN,5,2023
9,Tyjae Spears,7,34,4.9,19,0,1,4,5,35,8.8,0,0,1,16.9,16.9,87.2%,TEN,5,2023
10,D'Andre Swift,17,70,4.1,17,0,0,6,6,38,6.3,0,0,1,16.8,16.8,94.7%,CHI,5,2023
11,Raheem Mostert,10,65,6.5,23,1,1,2,2,13,6.5,0,0,1,15.8,15.8,92.7%,MIA,5,2023
12,Christian McCaffrey,19,51,2.7,8,0,1,2,3,27,13.5,0,1,1,13.8,13.8,100.0%,SF,5,2023
13,AJ Dillon,20,76,3.8,11,0,1,0,1,0,0.0,0,0,1,13.6,13.6,1.9%,GB,5,2023
14,Isiah Pacheco,16,55,3.4,11,0,1,1,1,9,9.0,0,0,1,13.4,13.4,99.9%,KC,5,2023
15,Joe Mixon,25,81,3.2,10,0,0,4,4,13,3.3,0,0,1,13.4,13.4,99.1%,HOU,5,2023
16,Kendre Miller,12,37,3.1,8,0,0,4,4,53,13.3,0,0,1,13.0,13.0,15.5%,NO,5,2023
17,Jordan Mason,10,69,6.9,26,1,1,0,1,0,0.0,0,0,1,12.9,12.9,21.4%,SF,5,2023
18,Emari Demercado,10,45,4.5,11,0,1,1,3,12,12.0,0,0,1,12.7,12.7,0.2%,ARI,5,2023
19,Alexander Mattison,8,26,3.3,7,0,0,2,3,20,10.0,1,0,1,12.6,12.6,7.9%,LV,5,2023
20,Kyle Juszczyk,0,0,0.0,0,0,0,4,4,26,6.5,1,0,1,12.6,12.6,0.6%,SF,5,2023
21,Justice Hill,7,32,4.6,14,0,1,4,4,13,3.3,0,1,1,12.5,12.5,3.1%,BAL,5,2023
22,Bijan Robinson,14,46,3.3,13,0,0,2,2,12,6.0,1,1,1,11.8,11.8,100.0%,ATL,5,2023
23,Samaje Perine,6,22,3.7,8,0,0,4,5,73,18.3,0,1,1,11.5,11.5,2.1%,KC,5,2023
24,Craig Reynolds,7,52,7.4,19,0,1,0,0,0,0.0,0,0,1,11.2,11.2,0.3%,DET,5,2023
25,Jaylen Warren,9,40,4.4,16,0,0,3,3,39,13.0,0,0,1,10.9,10.9,87.9%,PIT,5,2023
26,Antonio Gibson,0,0,0.0,0,0,0,4,6,64,16.0,0,0,1,10.4,10.4,34.1%,NE,5,2023
27,Derrick Henry,13,43,3.3,8,0,0,3,3,19,6.3,0,0,1,9.2,9.2,99.9%,BAL,5,2023
28,Dameon Pierce,20,66,3.3,15,0,0,1,1,16,16.0,0,0,1,9.2,9.2,6.1%,HOU,5,2023
29,Tony Pollard,8,29,3.6,10,0,0,4,5,35,8.8,0,1,1,8.4,8.4,90.8%,TEN,5,2023
30,Brian Robinson Jr.,6,10,1.7,5,0,0,4,4,33,8.3,0,0,1,8.3,8.3,90.8%,WAS,5,2023
31,Ezekiel Elliott,8,21,2.6,8,0,0,4,4,17,4.3,0,0,1,7.8,7.8,81.8%,DAL,5,2023
32,Kyren Williams,13,53,4.1,11,0,0,2,2,4,2.0,0,0,1,7.7,7.7,99.9%,LAR,5,2023
33,Khalil Herbert,10,76,7.6,34,1,0,0,3,0,0.0,0,0,1,7.6,7.6,26.2%,CHI,5,2023
34,Tyler Allgeier,17,40,2.4,12,0,0,0,1,0,0.0,0,0,1,6.0,6.0,48.2%,ATL,5,2023
35,Michael Carter,1,8,8.0,8,0,0,3,3,14,4.7,0,0,1,5.2,5.2,0.3%,ARI,5,2023
36,James Cook,5,-4,-0.8,5,0,0,3,4,25,8.3,0,0,1,5.1,5.1,99.1%,BUF,5,2023
37,Najee Harris,14,37,2.6,8,0,0,1,1,3,3.0,0,0,1,5.0,5.0,93.3%,PIT,5,2023
38,Gus Edwards,12,48,4.0,11,0,0,0,0,0,0.0,0,0,1,4.8,4.8,78.0%,LAC,5,2023
39,James Conner,6,46,7.7,35,1,0,0,0,0,0.0,0,0,1,4.6,4.6,94.4%,ARI,5,2023
40,Chuba Hubbard,9,35,3.9,6,0,0,1,2,0,0.0,0,0,1,4.5,4.5,61.7%,CAR,5,2023
41,Jerick McKinnon,1,7,7.0,7,0,0,2,3,18,9.0,0,0,1,4.5,4.5,0.1%,FA,5,2023
42,Jonathan Taylor,6,18,3.0,5,0,0,1,1,16,16.0,0,0,1,4.4,4.4,99.9%,IND,5,2023
43,Cam Akers,5,15,3.0,6,0,0,2,2,3,1.5,0,0,1,3.8,3.8,1.5%,HOU,5,2023
44,Keith Smith,0,0,0.0,0,0,0,1,1,28,28.0,0,0,1,3.8,3.8,0.0%,FA,5,2023
45,Eric Gray,12,25,2.1,8,0,0,1,1,1,1.0,0,0,1,3.6,3.6,1.1%,NYG,5,2023
46,Matt Breida,9,21,2.3,8,0,0,1,1,3,3.0,0,0,1,3.4,3.4,0.0%,FA,5,2023
47,Kenneth Gainwell,7,17,2.4,4,0,0,1,2,7,7.0,0,0,1,3.4,3.4,3.0%,PHI,5,2023
48,Patrick Taylor Jr.,2,2,1.0,5,0,0,2,5,5,2.5,0,0,1,2.7,2.7,0.0%,SF,5,2023
49,Khari Blasingame,8,26,3.3,6,0,0,0,0,0,0.0,0,0,1,2.6,2.6,0.0%,CHI,5,2023
50,Ameer Abdullah,1,4,4.0,4,0,0,1,1,11,11.0,0,0,1,2.5,2.5,0.4%,LV,5,2023
51,Rhamondre Stevenson,8,24,3.0,8,0,0,0,2,0,0.0,0,0,1,2.4,2.4,95.2%,NE,5,2023
52,Dalvin Cook,6,23,3.8,9,0,0,0,0,0,0.0,0,0,1,2.3,2.3,12.7%,DAL,5,2023
53,Tyrion Davis-Price,6,21,3.5,15,0,0,0,0,0,0.0,0,0,1,2.1,2.1,0.0%,PHI,5,2023
54,Michael Burton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,2.0,2.0,0.0%,DEN,5,2023
