Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kyren Williams,20,87,4.4,28,1,3,2,2,14,7.0,0,0,1,30.1,30.1,99.9%,LAR,17,2023
2,Isiah Pacheco,18,130,7.2,37,2,0,7,7,35,5.0,1,0,1,29.5,29.5,99.9%,KC,17,2023
3,Breece Hall,13,84,6.5,25,1,0,9,9,42,4.7,1,0,1,27.6,27.6,100.0%,NYJ,17,2023
4,James Conner,26,128,4.9,22,1,1,1,1,5,5.0,1,0,1,26.3,26.3,94.4%,ARI,17,2023
5,Jerome Ford,12,64,5.3,16,0,0,2,3,57,28.5,2,0,1,26.1,26.1,80.4%,CLE,17,2023
6,Travis Etienne Jr.,16,102,6.4,62,1,2,2,2,16,8.0,0,0,1,25.8,25.8,99.9%,JAC,17,2023
7,Najee Harris,27,122,4.5,23,1,2,0,0,0,0.0,0,0,1,24.2,24.2,93.3%,PIT,17,2023
8,De'Von Achane,14,107,7.6,45,1,0,4,5,30,7.5,1,0,1,23.7,23.7,99.3%,MIA,17,2023
9,Justice Hill,3,48,16.0,41,1,0,5,5,64,12.8,1,0,1,22.2,22.2,3.1%,BAL,17,2023
10,Khalil Herbert,18,124,6.9,38,2,1,2,3,5,2.5,0,0,1,20.9,20.9,26.2%,CHI,17,2023
11,Jaylen Warren,13,75,5.8,23,1,1,4,4,23,5.8,0,0,1,19.8,19.8,87.9%,PIT,17,2023
12,Joe Mixon,21,65,3.1,14,0,0,4,4,22,5.5,1,0,1,18.7,18.7,99.1%,HOU,17,2023
13,Jonathan Taylor,21,96,4.6,15,0,1,1,1,8,8.0,0,0,1,17.4,17.4,99.9%,IND,17,2023
14,Kenneth Walker III,10,53,5.3,13,0,1,3,3,22,7.3,0,0,1,16.5,16.5,98.0%,SEA,17,2023
15,Tyler Allgeier,5,13,2.6,5,0,0,1,1,75,75.0,1,0,1,15.8,15.8,48.2%,ATL,17,2023
16,Zamir White,20,71,3.6,9,0,0,5,6,35,7.0,0,0,1,15.6,15.6,93.2%,LV,17,2023
17,Roschon Johnson,7,21,3.0,7,0,1,3,3,38,12.7,0,0,1,14.9,14.9,2.9%,CHI,17,2023
18,Elijah Mitchell,17,80,4.7,15,0,1,0,0,0,0.0,0,0,1,14.0,14.0,5.6%,SF,17,2023
19,Aaron Jones,20,120,6.0,25,1,0,1,1,10,10.0,0,0,1,14.0,14.0,96.1%,MIN,17,2023
20,Michael Carter,7,61,8.7,21,1,0,1,1,6,6.0,1,0,1,13.7,13.7,0.3%,ARI,17,2023
21,Christian McCaffrey,14,64,4.6,13,0,0,4,5,27,6.8,0,0,1,13.1,13.1,100.0%,SF,17,2023
22,David Montgomery,14,65,4.6,22,1,1,0,1,0,0.0,0,0,1,12.5,12.5,95.7%,DET,17,2023
23,Brian Robinson Jr.,9,44,4.9,12,0,0,4,4,32,8.0,0,0,1,11.6,11.6,90.8%,WAS,17,2023
24,Bijan Robinson,15,75,5.0,21,1,0,3,4,11,3.7,0,0,1,11.6,11.6,100.0%,ATL,17,2023
25,Devin Singletary,16,80,5.0,24,1,0,3,3,6,2.0,0,0,1,11.6,11.6,87.8%,NYG,17,2023
26,Ezekiel Elliott,14,39,2.8,9,0,1,1,2,6,6.0,0,0,1,11.5,11.5,81.8%,DAL,17,2023
27,Chuba Hubbard,11,45,4.1,7,0,0,4,5,26,6.5,0,0,1,11.1,11.1,61.7%,CAR,17,2023
28,Jamaal Williams,19,58,3.1,17,0,0,4,4,13,3.3,0,0,1,11.1,11.1,5.0%,NO,17,2023
29,Gus Edwards,16,68,4.3,12,0,1,0,0,0,0.0,0,1,1,10.8,10.8,78.0%,LAC,17,2023
30,Chase Edmonds,3,16,5.3,10,0,0,5,6,40,8.0,0,0,1,10.6,10.6,0.3%,TB,17,2023
31,Ty Chandler,10,40,4.0,9,0,0,3,3,24,8.0,0,0,1,9.4,9.4,43.5%,MIN,17,2023
32,Jaleel McLaughlin,8,44,5.5,11,0,0,3,3,18,6.0,0,0,1,9.2,9.2,36.0%,DEN,17,2023
33,Kareem Hunt,10,31,3.1,8,0,1,0,1,0,0.0,0,0,1,9.1,9.1,0.2%,FA,17,2023
34,Zach Charbonnet,2,2,1.0,4,0,0,5,5,39,7.8,0,0,1,9.1,9.1,56.2%,SEA,17,2023
35,Kevin Harris,2,15,7.5,15,0,0,2,2,54,27.0,0,0,1,8.9,8.9,0.0%,NE,17,2023
36,Javonte Williams,15,41,2.7,16,0,0,3,3,17,5.7,0,0,1,8.8,8.8,90.5%,DEN,17,2023
37,Saquon Barkley,12,39,3.3,13,0,0,3,6,19,6.3,0,0,1,8.8,8.8,100.0%,PHI,17,2023
38,Rachaad White,11,42,3.8,16,0,0,4,4,24,6.0,0,1,1,8.6,8.6,99.0%,TB,17,2023
39,D'Andre Swift,13,61,4.7,16,0,0,1,1,5,5.0,0,0,1,7.6,7.6,94.7%,CHI,17,2023
40,Patrick Ricard,0,0,0.0,0,0,0,1,1,4,4.0,1,0,1,7.4,7.4,0.1%,BAL,17,2023
41,Melvin Gordon III,6,10,1.7,7,0,1,0,0,0,0.0,0,0,1,7.0,7.0,0.0%,FA,17,2023
42,Tyjae Spears,6,0,0.0,5,0,0,4,6,29,7.3,0,0,1,6.9,6.9,87.2%,TEN,17,2023
43,Alvin Kamara,10,45,4.5,13,0,0,2,2,4,2.0,0,0,1,6.9,6.9,98.5%,NO,17,2023
