Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Breece Hall,20,95,4.8,36,1,2,12,16,96,8.0,0,0,1,43.1,43.1,100.0%,NYJ,16,2023
2,Christian McCaffrey,14,103,7.4,39,1,1,6,10,28,4.7,0,0,1,25.1,25.1,100.0%,SF,16,2023
3,Jahmyr Gibbs,15,80,5.3,18,0,2,4,7,20,5.0,0,1,1,24.0,24.0,99.9%,DET,16,2023
4,James Conner,12,45,3.8,16,0,0,5,5,67,13.4,1,0,1,22.2,22.2,94.4%,ARI,16,2023
5,Derrick Henry,19,88,4.6,12,0,1,1,1,11,11.0,0,0,1,21.4,21.4,99.9%,BAL,16,2023
6,Ezekiel Elliott,12,27,2.3,6,0,0,9,11,33,3.7,1,0,1,21.0,21.0,81.8%,DAL,16,2023
7,Rachaad White,20,39,2.0,11,0,1,6,7,38,6.3,0,0,1,19.7,19.7,99.0%,TB,16,2023
8,Chris Rodriguez Jr.,10,58,5.8,16,0,2,1,1,7,7.0,0,0,1,19.5,19.5,0.1%,WAS,16,2023
9,Saquon Barkley,23,80,3.5,12,0,1,3,6,4,1.3,0,0,1,19.4,19.4,100.0%,PHI,16,2023
10,Bijan Robinson,12,72,6.0,32,2,0,7,10,50,7.1,0,0,1,19.2,19.2,100.0%,ATL,16,2023
11,Khalil Herbert,20,112,5.6,15,0,1,1,2,9,9.0,0,0,1,19.1,19.1,26.2%,CHI,16,2023
12,Kyren Williams,22,104,4.7,10,0,1,0,0,0,0.0,0,0,1,16.4,16.4,99.9%,LAR,16,2023
13,Tyler Allgeier,9,69,7.7,31,1,1,1,1,19,19.0,0,0,1,15.8,15.8,48.2%,ATL,16,2023
14,D'Andre Swift,20,92,4.6,17,0,1,0,0,0,0.0,0,0,1,15.2,15.2,94.7%,CHI,16,2023
15,David Montgomery,17,55,3.2,11,0,1,2,2,14,7.0,0,0,1,14.9,14.9,95.7%,DET,16,2023
16,Aaron Jones,21,127,6.0,39,1,0,1,3,8,8.0,0,0,1,14.5,14.5,96.1%,MIN,16,2023
17,Zamir White,22,145,6.6,43,1,0,0,1,0,0.0,0,0,1,14.5,14.5,93.2%,LV,16,2023
18,Gus Edwards,9,31,3.4,13,0,1,1,1,39,39.0,0,0,1,14.0,14.0,78.0%,LAC,16,2023
19,Najee Harris,19,78,4.1,13,0,1,0,0,0,0.0,0,0,1,13.8,13.8,93.3%,PIT,16,2023
20,Chuba Hubbard,16,43,2.7,13,0,1,1,1,8,8.0,0,0,1,12.1,12.1,61.7%,CAR,16,2023
21,Raheem Mostert,11,46,4.2,15,0,0,1,1,4,4.0,1,0,1,12.0,12.0,92.7%,MIA,16,2023
22,Emari Demercado,2,10,5.0,7,0,0,7,8,40,5.7,0,0,1,12.0,12.0,0.2%,ARI,16,2023
23,Tyjae Spears,9,40,4.4,11,0,0,5,6,27,5.4,0,0,1,11.7,11.7,87.2%,TEN,16,2023
24,Austin Ekeler,15,65,4.3,10,0,0,3,4,21,7.0,0,0,1,11.6,11.6,87.4%,WAS,16,2023
25,Javonte Williams,11,24,2.2,9,0,1,3,3,-5,-1.7,0,1,1,10.9,10.9,90.5%,DEN,16,2023
26,Kenneth Gainwell,6,41,6.8,22,1,0,3,3,38,12.7,0,0,1,10.9,10.9,3.0%,PHI,16,2023
27,Jaleel McLaughlin,6,37,6.2,12,0,0,4,5,30,7.5,0,0,1,10.7,10.7,36.0%,DEN,16,2023
28,Isiah Pacheco,11,26,2.4,12,0,1,4,4,0,0.0,0,1,1,10.6,10.6,99.9%,KC,16,2023
29,Jaylen Warren,8,24,3.0,5,0,0,5,6,30,6.0,0,0,1,10.4,10.4,87.9%,PIT,16,2023
