Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kyren Williams,16,143,8.9,56,2,0,6,6,61,10.2,2,0,1,38.4,38.4,99.9%,LAR,12,2023
2,Christian McCaffrey,19,114,6.0,27,1,2,5,6,25,5.0,0,0,1,30.9,30.9,100.0%,SF,12,2023
3,Bijan Robinson,16,91,5.7,17,0,1,3,6,32,10.7,1,0,1,27.3,27.3,100.0%,ATL,12,2023
4,Isiah Pacheco,15,55,3.7,8,0,2,5,5,34,6.8,0,0,1,25.9,25.9,99.9%,KC,12,2023
5,Josh Jacobs,20,110,5.5,63,1,1,4,6,15,3.8,0,0,1,22.5,22.5,99.4%,GB,12,2023
6,Tony Pollard,13,79,6.1,27,1,1,6,6,24,4.0,0,0,1,22.3,22.3,90.8%,TEN,12,2023
7,Rhamondre Stevenson,21,98,4.7,15,0,1,5,5,9,1.8,0,0,1,21.7,21.7,95.2%,NE,12,2023
8,Raheem Mostert,20,94,4.7,34,1,2,0,1,0,0.0,0,0,1,21.4,21.4,92.7%,MIA,12,2023
9,Jonathan Taylor,15,91,6.1,17,0,2,0,0,0,0.0,0,0,1,21.1,21.1,99.9%,IND,12,2023
10,Derrick Henry,18,76,4.2,18,0,2,1,2,0,0.0,0,0,1,20.6,20.6,99.9%,BAL,12,2023
11,Chuba Hubbard,14,45,3.2,15,0,1,5,5,47,9.4,0,0,1,20.2,20.2,61.7%,CAR,12,2023
12,James Cook,16,43,2.7,11,0,0,6,7,57,9.5,0,0,1,16.0,16.0,99.1%,BUF,12,2023
13,Alvin Kamara,15,69,4.6,16,0,0,4,5,50,12.5,0,0,1,15.9,15.9,98.5%,NO,12,2023
14,Najee Harris,15,99,6.6,22,2,1,0,0,0,0.0,0,0,1,15.9,15.9,93.3%,PIT,12,2023
15,David Montgomery,15,71,4.7,15,0,1,0,1,0,0.0,0,0,1,15.1,15.1,95.7%,DET,12,2023
16,Royce Freeman,13,77,5.9,23,1,1,0,0,0,0.0,0,0,1,13.7,13.7,0.2%,FA,12,2023
17,Samaje Perine,7,55,7.9,24,1,1,1,1,11,11.0,0,0,1,13.6,13.6,2.1%,KC,12,2023
18,Devin Singletary,6,18,3.0,14,0,0,6,7,54,9.0,0,0,1,13.2,13.2,87.8%,NYG,12,2023
19,Rachaad White,15,100,6.7,38,1,0,2,2,10,5.0,0,0,1,13.0,13.0,99.0%,TB,12,2023
20,Travis Etienne Jr.,20,56,2.8,20,1,0,4,6,30,7.5,0,0,1,12.6,12.6,99.9%,JAC,12,2023
21,Roschon Johnson,10,35,3.5,7,0,0,5,5,40,8.0,0,0,1,12.5,12.5,2.9%,CHI,12,2023
22,Jerome Ford,9,65,7.2,19,0,0,4,7,14,3.5,0,0,1,11.9,11.9,80.4%,CLE,12,2023
23,Breece Hall,7,25,3.6,11,0,0,7,9,24,3.4,0,0,1,11.9,11.9,100.0%,NYJ,12,2023
24,Jahmyr Gibbs,11,54,4.9,23,1,0,4,8,19,4.8,0,0,1,11.3,11.3,99.9%,DET,12,2023
25,AJ Dillon,14,43,3.1,17,0,0,3,3,38,12.7,0,0,1,11.1,11.1,1.9%,GB,12,2023
26,Keaton Mitchell,9,64,7.1,29,1,0,2,2,25,12.5,0,0,1,10.9,10.9,8.5%,BAL,12,2023
27,Jeff Wilson Jr.,11,56,5.1,14,0,0,3,3,17,5.7,0,0,1,10.3,10.3,0.1%,MIA,12,2023
28,Javonte Williams,18,65,3.6,15,0,0,3,6,6,2.0,0,0,1,10.1,10.1,90.5%,DEN,12,2023
29,Zach Charbonnet,14,47,3.4,10,0,0,4,4,11,2.8,0,0,1,9.8,9.8,56.2%,SEA,12,2023
30,Rico Dowdle,3,11,3.7,7,0,0,1,1,15,15.0,1,0,1,9.6,9.6,41.2%,DAL,12,2023
31,D'Andre Swift,14,80,5.7,36,1,0,1,1,4,4.0,0,0,1,9.4,9.4,94.7%,CHI,12,2023
32,Austin Ekeler,10,32,3.2,6,0,0,5,6,32,6.4,0,1,1,9.4,9.4,87.4%,WAS,12,2023
33,Zack Moss,8,55,6.9,16,0,0,2,3,15,7.5,0,0,1,9.0,9.0,85.3%,CIN,12,2023
34,Brian Robinson Jr.,15,53,3.5,14,0,0,2,3,11,5.5,0,0,1,8.4,8.4,90.8%,WAS,12,2023
35,Alexander Mattison,10,52,5.2,21,1,0,2,2,11,5.5,0,0,1,8.3,8.3,7.9%,LV,12,2023
36,Joe Mixon,8,16,2.0,4,0,0,2,2,44,22.0,0,0,1,8.0,8.0,99.1%,HOU,12,2023
37,Latavius Murray,9,30,3.3,13,0,0,3,5,18,6.0,0,0,1,7.8,7.8,0.0%,FA,12,2023
38,Michael Carter,4,19,4.8,7,0,0,4,4,15,3.8,0,0,1,7.4,7.4,0.3%,ARI,12,2023
39,Ezekiel Elliott,9,46,5.1,13,0,0,2,2,6,3.0,0,0,1,7.2,7.2,81.8%,DAL,12,2023
40,James Conner,6,27,4.5,14,0,0,4,5,5,1.3,0,0,1,7.2,7.2,94.4%,ARI,12,2023
41,Jaylen Warren,13,49,3.8,9,0,0,3,3,13,4.3,0,1,1,7.2,7.2,87.9%,PIT,12,2023
42,D'Ernest Johnson,7,19,2.7,7,0,0,1,2,42,42.0,0,0,1,7.1,7.1,0.4%,JAC,12,2023
43,Antonio Gibson,6,21,3.5,6,0,0,3,4,16,5.3,0,0,1,6.7,6.7,34.1%,NE,12,2023
44,Tyler Allgeier,10,64,6.4,14,0,0,0,0,0,0.0,0,0,1,6.4,6.4,48.2%,ATL,12,2023
45,Saquon Barkley,12,46,3.8,19,0,0,1,3,6,6.0,0,0,1,6.2,6.2,100.0%,PHI,12,2023
46,Khalil Herbert,6,24,4.0,8,0,0,2,2,14,7.0,0,0,1,5.8,5.8,26.2%,CHI,12,2023
47,Kenneth Gainwell,2,26,13.0,23,1,0,2,3,10,5.0,0,0,1,5.6,5.6,3.0%,PHI,12,2023
48,Gus Edwards,8,26,3.3,5,0,0,1,1,11,11.0,0,0,1,4.7,4.7,78.0%,LAC,12,2023
49,Elijah Mitchell,7,39,5.6,13,0,0,1,1,-3,-3.0,0,0,1,4.6,4.6,5.6%,SF,12,2023
50,Cordarrelle Patterson,8,43,5.4,12,0,0,0,0,0,0.0,0,0,1,4.3,4.3,1.7%,PIT,12,2023
51,Dalvin Cook,1,2,2.0,2,0,0,2,3,19,9.5,0,0,1,4.1,4.1,12.7%,DAL,12,2023
52,Joshua Kelley,3,8,2.7,3,0,0,2,2,6,3.0,0,0,1,3.4,3.4,0.0%,FA,12,2023
