Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Raheem Mostert,17,115,6.8,49,1,2,3,3,17,5.7,1,0,1,34.2,34.2,92.7%,MIA,6,2023
2,Travis Etienne Jr.,18,55,3.1,22,1,2,3,3,28,9.3,0,0,1,23.3,23.3,99.9%,JAC,6,2023
3,Kyren Williams,20,158,7.9,31,2,1,0,0,0,0.0,0,0,1,21.8,21.8,99.9%,LAR,6,2023
4,Breece Hall,12,39,3.3,9,0,1,5,5,54,10.8,0,0,1,20.3,20.3,100.0%,NYJ,6,2023
5,Derrick Henry,12,97,8.1,63,1,1,2,2,16,8.0,0,0,1,19.3,19.3,99.9%,BAL,6,2023
6,Rhamondre Stevenson,10,46,4.6,15,0,1,5,6,24,4.8,0,0,1,18.0,18.0,95.2%,NE,6,2023
7,Zack Moss,7,21,3.0,9,0,1,6,7,38,6.3,0,0,1,17.9,17.9,85.3%,CIN,6,2023
8,Kenneth Walker III,19,62,3.3,21,1,1,3,3,27,9.0,0,0,1,17.9,17.9,98.0%,SEA,6,2023
9,D'Andre Swift,10,18,1.8,9,0,0,8,10,40,5.0,1,1,1,17.8,17.8,94.7%,CHI,6,2023
10,Alvin Kamara,19,68,3.6,13,0,0,7,8,36,5.1,0,0,1,17.4,17.4,98.5%,NO,6,2023
11,Tony Pollard,15,30,2.0,7,0,0,6,7,80,13.3,0,0,1,17.0,17.0,90.8%,TEN,6,2023
12,Kareem Hunt,12,47,3.9,16,0,1,3,3,24,8.0,0,0,1,16.1,16.1,0.2%,FA,6,2023
13,Chuba Hubbard,19,88,4.6,19,0,1,1,1,2,2.0,0,0,1,16.0,16.0,61.7%,CAR,6,2023
14,Isiah Pacheco,16,62,3.9,15,0,0,6,6,36,6.0,0,0,1,15.8,15.8,99.9%,KC,6,2023
15,Christian McCaffrey,11,43,3.9,27,1,0,3,3,9,3.0,1,0,1,14.2,14.2,100.0%,SF,6,2023
16,Saquon Barkley,24,93,3.9,34,1,0,4,5,5,1.3,0,0,1,13.8,13.8,100.0%,PHI,6,2023
17,Brian Robinson Jr.,10,31,3.1,9,0,0,2,2,25,12.5,1,0,1,13.6,13.6,90.8%,WAS,6,2023
18,Bijan Robinson,13,37,2.8,9,0,0,5,8,43,8.6,0,0,1,13.0,13.0,100.0%,ATL,6,2023
19,Salvon Ahmed,6,23,3.8,9,0,1,3,5,11,3.7,0,0,1,12.4,12.4,0.0%,FA,6,2023
20,Ezekiel Elliott,7,34,4.9,8,0,1,1,1,15,15.0,0,0,1,11.9,11.9,81.8%,DAL,6,2023
21,Jonathan Taylor,8,19,2.4,5,0,0,5,6,46,9.2,0,0,1,11.5,11.5,99.9%,IND,6,2023
22,Josh Jacobs,25,77,3.1,18,0,0,2,5,16,8.0,0,0,1,11.3,11.3,99.4%,GB,6,2023
23,Alexander Mattison,18,44,2.4,8,0,0,4,7,28,7.0,0,0,1,11.2,11.2,7.9%,LV,6,2023
24,Jerome Ford,17,84,4.9,22,1,0,2,2,7,3.5,0,0,1,11.1,11.1,80.4%,CLE,6,2023
25,Austin Ekeler,14,27,1.9,6,0,0,4,6,35,8.8,0,0,1,10.2,10.2,87.4%,WAS,6,2023
26,Joe Mixon,12,38,3.2,5,0,0,3,4,24,8.0,0,0,1,9.2,9.2,99.1%,HOU,6,2023
27,Jordan Mason,5,27,5.4,10,0,1,0,0,0,0.0,0,0,1,8.7,8.7,21.4%,SF,6,2023
28,Antonio Gibson,3,15,5.0,9,0,0,1,1,1,1.0,1,0,1,8.6,8.6,34.1%,NE,6,2023
29,D'Onta Foreman,15,65,4.3,10,0,0,1,1,2,2.0,0,0,1,7.7,7.7,2.4%,CLE,6,2023
30,Tyjae Spears,4,15,3.8,12,0,0,1,1,48,48.0,0,0,1,7.3,7.3,87.2%,TEN,6,2023
31,Devin Singletary,12,58,4.8,17,0,0,1,2,4,4.0,0,0,1,7.2,7.2,87.8%,NYG,6,2023
32,Javonte Williams,10,52,5.2,18,0,0,0,0,0,0.0,0,0,1,7.2,7.2,90.5%,DEN,6,2023
33,James Cook,14,71,5.1,14,0,0,0,0,0,0.0,0,0,1,7.1,7.1,99.1%,BUF,6,2023
34,Keaontay Ingram,10,40,4.0,12,0,0,2,2,11,5.5,0,0,1,7.1,7.1,0.1%,KC,6,2023
35,Rachaad White,7,26,3.7,8,0,0,3,4,12,4.0,0,0,1,6.8,6.8,99.0%,TB,6,2023
36,Justice Hill,8,35,4.4,10,0,0,3,3,0,0.0,0,0,1,6.5,6.5,3.1%,BAL,6,2023
37,Gus Edwards,16,41,2.6,8,0,0,1,1,12,12.0,0,0,1,6.3,6.3,78.0%,LAC,6,2023
38,Craig Reynolds,10,15,1.5,8,0,0,2,2,28,14.0,0,0,1,6.3,6.3,0.3%,DET,6,2023
39,Jaleel McLaughlin,7,30,4.3,9,0,0,2,2,12,6.0,0,0,1,6.2,6.2,36.0%,DEN,6,2023
40,Damien Williams,8,36,4.5,9,0,0,1,1,8,8.0,0,0,1,5.4,5.4,0.0%,FA,6,2023
41,Tyler Allgeier,13,51,3.9,11,0,0,0,1,0,0.0,0,0,1,5.1,5.1,48.2%,ATL,6,2023
42,Jerick McKinnon,0,0,0.0,0,0,0,3,5,20,6.7,0,0,1,5.0,5.0,0.1%,FA,6,2023
43,Latavius Murray,12,45,3.8,12,0,0,0,0,0,0.0,0,0,1,4.5,4.5,0.0%,FA,6,2023
44,Darrynton Evans,9,32,3.6,12,0,0,1,1,2,2.0,0,0,1,4.4,4.4,0.0%,BUF,6,2023
45,David Montgomery,6,14,2.3,6,0,0,1,1,19,19.0,0,0,1,4.3,4.3,95.7%,DET,6,2023
46,Zach Charbonnet,2,5,2.5,3,0,0,2,2,14,7.0,0,0,1,3.9,3.9,56.2%,SEA,6,2023
47,Dameon Pierce,13,34,2.6,8,0,0,0,0,0,0.0,0,0,1,3.4,3.4,6.1%,HOU,6,2023
48,Raheem Blackshear,5,18,3.6,9,0,0,1,1,4,4.0,0,0,1,3.2,3.2,0.2%,CAR,6,2023
49,Zamir White,2,2,1.0,1,0,0,2,2,7,3.5,0,0,1,2.9,2.9,93.2%,LV,6,2023
50,Chris Brooks,6,28,4.7,28,1,0,0,0,0,0.0,0,0,1,2.8,2.8,0.1%,FA,6,2023
51,Kenneth Gainwell,2,13,6.5,12,0,0,1,2,4,4.0,0,0,1,2.7,2.7,3.0%,PHI,6,2023
52,Emari Demercado,2,11,5.5,6,0,0,1,1,6,6.0,0,0,1,2.7,2.7,0.2%,ARI,6,2023
53,Boston Scott,2,2,1.0,9,0,0,1,1,14,14.0,0,0,1,2.6,2.6,0.0%,PIT,6,2023
54,Clyde Edwards-Helaire,2,7,3.5,7,0,0,1,1,9,9.0,0,0,1,2.6,2.6,7.3%,KC,6,2023
55,Cam Akers,1,8,8.0,8,0,0,1,1,7,7.0,0,0,1,2.5,2.5,1.5%,HOU,6,2023
56,Dalvin Cook,3,12,4.0,8,0,0,1,1,2,2.0,0,0,1,2.4,2.4,12.7%,DAL,6,2023
57,Ronnie Rivers,3,9,3.0,6,0,0,1,1,4,4.0,0,0,1,2.3,2.3,0.1%,LAR,6,2023
58,Chris Rodriguez Jr.,4,23,5.8,13,0,0,0,0,0,0.0,0,0,1,2.3,2.3,0.1%,WAS,6,2023
59,Devine Ozigbo,3,5,1.7,4,0,0,1,1,8,8.0,0,0,1,2.3,2.3,0.0%,FA,6,2023
60,Trayveon Williams,0,0,0.0,0,0,0,2,2,3,1.5,0,0,1,2.3,2.3,0.3%,CIN,6,2023
61,Chase Brown,1,4,4.0,4,0,0,1,1,8,8.0,0,0,1,2.2,2.2,80.4%,CIN,6,2023
62,Kendre Miller,2,-1,-0.5,3,0,0,1,2,13,13.0,0,0,1,2.2,2.2,15.5%,NO,6,2023
