RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Kendall Fuller (WAS),9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,21.5,21.5,2.9%,6.0
2,Josh Metellus (MIN),4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21.3,21.3,17.8%,6.0
3,Cam Taylor-Britt (CIN),7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,20.0,20.0,10.1%,6.0
4,Justin Reid (KC),4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.8,19.8,12.6%,6.0
5,Taron Johnson (BUF),9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.5,19.5,8.7%,6.0
6,Ja'Quan McMillian (DEN),7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.5,19.5,0.3%,6.0
7,Tony Adams (NYJ),5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,18.0,1.2%,6.0
8,Kamren Curl (WAS),8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,37.2%,6.0
9,Martin Emerson Jr. (CLE),6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,0.5%,6.0
10,Julius Brents (IND),5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,1.1%,6.0
11,CJ Henderson (CAR),8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,1.1%,6.0
12,Christian Benford (BUF),8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,0.4%,6.0
13,Justin Simmons (DEN),5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,16.5,16.5,12.4%,6.0
14,Byron Murphy Jr. (MIN),2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,16.5,16.5,2.0%,6.0
15,Benjamin St-Juste (WAS),5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,16.3,16.3,7.1%,6.0
16,Troy Hill (CAR),2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.3,16.3,0.1%,6.0
17,Kenny Moore II (IND),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,24.6%,6.0
18,Mike Hilton (CIN),4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.8,15.8,3.3%,6.0
19,Rayshawn Jenkins (JAC),3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,20.6%,6.0
20,Steven Nelson (HOU),5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,0.2%,6.0
21,Andre Cisco (JAC),5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,1.6%,6.0
22,Camryn Bynum (MIN),9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,46.6%,6.0
23,Dax Hill (CIN),5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,23.7%,6.0
24,Kevin Byard (PHI),8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,19.5%,6.0
25,Jabrill Peppers (NE),7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,5.5%,6.0
26,Deommodore Lenoir (SF),4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.3,13.3,10.5%,6.0
27,Akayleb Evans (MIN),5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,3.2%,6.0
28,Rodney McLeod Jr. (CLE),7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.2%,6.0
29,Jaquan Brisker (CHI),3.0,3.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,12.8,12.8,22.3%,6.0
30,Amik Robertson (LV),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,0.1%,6.0
31,Darious Williams (JAC),3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,12.5,12.5,8.7%,6.0
32,Amani Hooker (TEN),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,9.5%,6.0
33,Quandre Diggs (SEA),8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,1.9%,6.0
34,Marshon Lattimore (NO),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,4.5%,6.0
35,Stephon Gilmore (DAL),3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,3.0%,6.0
36,Will Harris (DET),2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,0.2%,6.0
37,Bryce Hall (NYJ),1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,0.6%,6.0
38,Sean Murphy-Bunting (TEN),3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,1.9%,6.0
39,Tre'von Moehrig (LV),3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,4.9%,6.0
40,Charvarius Ward (SF),4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.8,10.8,10.4%,6.0
41,Reed Blankenship (PHI),4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,29.7%,6.0
42,Devon Witherspoon (SEA),4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,24.2%,6.0
43,Markquese Bell (DAL),5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,1.7%,6.0
44,Pat Surtain II (DEN),7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,4.4%,6.0
45,Tracy Walker III (DET),5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,4.8%,6.0
46,James Bradberry (PHI),4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,1.1%,6.0
47,Tre Brown (SEA),1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,9.5,9.5,0.7%,6.0
48,Jalen Pitre (HOU),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,42.7%,6.0
49,Kerby Joseph (DET),4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,9.3%,6.0
50,Kader Kohou (MIA),4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,2.5%,6.0
51,Jayron Kearse (DAL),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,2.1%,6.0
52,Talanoa Hufanga (SF),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,14.4%,6.0
53,Michael Davis (LAC),4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,4.1%,6.0
54,Adoree' Jackson (NYG),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,3.7%,6.0
55,Eli Apple (MIA),4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.2%,6.0
56,Geno Stone (BAL),1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.8,8.8,2.4%,6.0
57,Julian Blackmon (IND),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,9.7%,6.0
58,Jamal Adams (SEA),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,3.5%,6.0
59,Ahkello Witherspoon (LAR),3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.5%,6.0
60,Quentin Lake (LAR),3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.5,8.5,0.1%,6.0
61,Dean Marlowe (LAC),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.1%,6.0
62,Grant Delpit (CLE),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,17.9%,6.0
63,Xavier McKinney (NYG),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,15.8%,6.0
64,Tyler Hall (LV),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.0%,6.0
65,Asante Samuel Jr. (LAC),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,2.5%,6.0
66,Michael Carter II (NYJ),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.0%,6.0
67,Christian Izien (TB),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.2%,6.0
68,Jonathan Jones (NE),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,1.2%,6.0
69,Marco Wilson (ARI),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,4.0%,6.0
70,Shaquill Griffin (HOU),4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.3%,6.0
71,Jordan Whitehead (NYJ),3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,13.7%,6.0
72,Trent McDuffie (KC),2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,7.0,9.8%,6.0
73,Jordan Fuller (LAR),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.3%,6.0
74,Tyrique Stevenson (CHI),3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.4%,6.0
75,Kareem Jackson (DEN),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,1.1%,6.0
76,Xavien Howard (MIA),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,1.2%,6.0
77,Matthias Farley (FA),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,4.0%,6.0
78,Jamel Dean (TB),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,2.8%,6.0
79,Josh Jobe (PHI),2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.1%,6.0
80,Micah Hyde (BUF),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,1.3%,6.0
81,Ryan Neal (TB),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.4%,6.0
82,Donovan Wilson (DAL),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,3.3%,6.0
83,Kristian Fulton (TEN),3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,1.8%,6.0
84,Cameron Sutton (DET),3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.3%,6.0
85,DeShon Elliott (MIA),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,8.8%,6.0
86,DaRon Bland (DAL),2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,27.9%,6.0
87,Jessie Bates III (ATL),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,24.5%,6.0
88,Donte Jackson (CAR),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.6%,6.0
