RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Jalen Thompson (ARI),8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,25.0,25.0,6.8%,11.0
2,Trent McDuffie (KC),4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,24.5,24.5,9.8%,11.0
3,Rasul Douglas (BUF),2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,23.0,23.0,3.8%,11.0
4,Xavier McKinney (NYG),8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.3,22.3,15.8%,11.0
5,Kevin Byard (PHI),8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,20.0,20.0,19.5%,11.0
6,Antoine Winfield Jr. (TB),9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.8,18.8,34.6%,11.0
7,Nate Hobbs (LV),6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,18.5,18.5,11.0%,11.0
8,D.J. Reed Jr. (NYJ),9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,3.8%,11.0
9,Charvarius Ward (SF),8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,10.4%,11.0
10,Devon Witherspoon (SEA),5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.8,17.8,24.2%,11.0
11,DaRon Bland (DAL),2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,17.8,17.8,27.9%,11.0
12,Brian Branch (DET),4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,7.4%,11.0
13,Quandre Diggs (SEA),8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,1.9%,11.0
14,Jordan Battle (CIN),10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,0.8%,11.0
15,Troy Hill (CAR),3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,0.1%,11.0
16,Derek Stingley Jr. (HOU),3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,1.2%,11.0
17,Isaiah Pola-Mao (LV),4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,0.0%,11.0
18,Antonio Hamilton Sr. (ARI),3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,0.6%,11.0
19,Xavien Howard (MIA),6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,1.2%,11.0
20,Jalen Ramsey (MIA),1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,14.5,14.5,10.0%,11.0
21,Derion Kendrick (LAR),3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,0.3%,11.0
22,Ji'Ayir Brown (SF),2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,0.7%,11.0
23,Alohi Gilman (LAC),6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,2.7%,11.0
24,Mike Hilton (CIN),4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.3,13.3,3.3%,11.0
25,Cameron Sutton (DET),4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.3,13.3,0.3%,11.0
26,Justin Reid (KC),7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,12.6%,11.0
27,Ja'Quan McMillian (DEN),1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,12.8,12.8,0.3%,11.0
28,Tre'von Moehrig (LV),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,4.9%,11.0
29,Keisean Nixon (GB),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,18.6%,11.0
30,Dax Hill (CIN),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,23.7%,11.0
31,Markquese Bell (DAL),6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,1.7%,11.0
32,Marcus Williams (BAL),5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,2.2%,11.0
33,Terrell Edmunds (TEN),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,0.9%,11.0
34,Riq Woolen (SEA),2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,11.8,11.8,2.0%,11.0
35,L'Jarius Sneed (KC),2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,11.8,11.8,38.7%,11.0
36,Bradley Roby (PHI),5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.5,11.5,0.1%,11.0
37,Mekhi Blackmon (MIN),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,0.1%,11.0
38,Grant Delpit (CLE),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,17.9%,11.0
39,Kareem Jackson (DEN),6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,1.1%,11.0
40,Quentin Lake (LAR),7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,0.1%,11.0
41,Trenton Thompson (PIT),5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,0.0%,11.0
42,Jordan Whitehead (NYJ),6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,13.7%,11.0
43,Darnay Holmes (NYG),3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,0.1%,11.0
44,Jourdan Lewis (DAL),4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.8,10.8,0.1%,11.0
45,Tyrique Stevenson (CHI),2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.3,10.3,6.4%,11.0
46,Chandon Sullivan (PIT),1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,10.3,10.3,0.1%,11.0
47,Jalen Pitre (HOU),4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,42.7%,11.0
48,Reed Blankenship (PHI),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,29.7%,11.0
