RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Jason Pinnock (NYG),4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,22.5,22.5,10.0%,5.0
2,K'Von Wallace (TEN),7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21.8,21.8,1.7%,5.0
3,Jalen Pitre (HOU),8.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,21.3,21.3,42.7%,5.0
4,Greg Stroman Jr. (CHI),4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,21.3,21.3,0.0%,5.0
5,Darious Williams (JAC),7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,21.0,21.0,8.7%,5.0
6,Roger McCreary (TEN),7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.3,19.3,2.6%,5.0
7,Will Harris (DET),7.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.5,17.5,0.2%,5.0
8,Rudy Ford (GB),5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,6.0%,5.0
9,Xavier McKinney (NYG),7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,16.8,16.8,15.8%,5.0
10,Justin Reid (KC),7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,16.8,16.8,12.6%,5.0
11,Eli Apple (MIA),8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,0.2%,5.0
12,Bryce Hall (NYJ),4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,16.0,0.6%,5.0
13,Jordan Fuller (LAR),7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,6.3%,5.0
14,Cam Taylor-Britt (CIN),1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,15.5,15.5,10.1%,5.0
15,CJ Henderson (CAR),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,1.1%,5.0
16,Jayron Kearse (DAL),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,2.1%,5.0
17,Terell Smith (CHI),3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.8,14.8,0.1%,5.0
18,Kaiir Elam (BUF),8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,0.2%,5.0
19,Marco Wilson (ARI),8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,4.0%,5.0
20,Derion Kendrick (LAR),7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,0.3%,5.0
21,Trent McDuffie (KC),6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,9.8%,5.0
22,Myles Bryant (NE),4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.3,13.3,3.5%,5.0
23,Julian Blackmon (IND),4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.3,13.3,9.7%,5.0
24,Tyrann Mathieu (NO),0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,13.3,13.3,5.1%,5.0
25,Pat Surtain II (DEN),4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.3,13.3,4.4%,5.0
26,Dee Alford (ATL),4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.2%,5.0
27,L'Jarius Sneed (KC),6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,38.7%,5.0
28,Camryn Bynum (MIN),7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,46.6%,5.0
29,Ahkello Witherspoon (LAR),4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12.5,12.5,0.5%,5.0
30,Jerry Jacobs (DET),4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12.5,12.5,16.1%,5.0
31,Damarri Mathis (DEN),5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,1.3%,5.0
32,Kader Kohou (MIA),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,2.5%,5.0
33,Harrison Smith (MIN),6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,27.0%,5.0
34,Dane Jackson (BUF),6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.7%,5.0
35,Minkah Fitzpatrick (PIT),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,26.0%,5.0
36,Kareem Jackson (DEN),6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,1.1%,5.0
37,Tyrique Stevenson (CHI),5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,6.4%,5.0
