RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Tre Brown (SEA),4.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,30.5,30.5,0.7%,2.0
2,Jason Pinnock (NYG),10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.8,24.8,10.0%,2.0
3,Julian Love (SEA),10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.3,21.3,7.6%,2.0
4,Deommodore Lenoir (SF),8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,20.0,10.5%,2.0
5,L'Jarius Sneed (KC),6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,19.3,19.3,38.7%,2.0
6,Geno Stone (BAL),7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18.5,18.5,2.4%,2.0
7,Camryn Bynum (MIN),6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,46.6%,2.0
8,Jalen Thompson (ARI),5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,18.0,6.8%,2.0
9,Grant Delpit (CLE),4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,18.0,17.9%,2.0
10,Dax Hill (CIN),9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,23.7%,2.0
11,Jevon Holland (MIA),6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,18.5%,2.0
12,M.J. Stewart Jr. (HOU),6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,16.0,2.1%,2.0
13,Xavien Howard (MIA),6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.5,15.5,1.2%,2.0
14,Myles Bryant (NE),6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,3.5%,2.0
15,Christian Gonzalez (NE),6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.5,15.5,1.5%,2.0
16,Tre Avery (TEN),7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,0.0%,2.0
17,Charvarius Ward (SF),8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,10.4%,2.0
18,Vonn Bell (CAR),3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,2.3%,2.0
19,Darious Williams (JAC),4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,14.8,14.8,8.7%,2.0
20,Jordan Whitehead (NYJ),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,13.7%,2.0
21,Denzel Ward (CLE),5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.5,14.5,2.8%,2.0
22,Kevin Byard (PHI),7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,19.5%,2.0
23,Rasul Douglas (BUF),4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,3.8%,2.0
24,Alontae Taylor (NO),5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.2%,2.0
25,Tre Herndon (JAC),4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.8,13.8,0.1%,2.0
26,Marcus Maye (NO),6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,2.8%,2.0
27,Derwin James Jr. (LAC),7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,65.4%,2.0
28,Christian Izien (TB),2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.5,13.5,0.2%,2.0
29,Rayshawn Jenkins (JAC),6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,20.6%,2.0
30,Isaiah Oliver (SF),3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.3,13.3,0.3%,2.0
31,Sauce Gardner (NYJ),4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,10.3%,2.0
32,Damontae Kazee (PIT),6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,13.0,0.8%,2.0
33,Julian Blackmon (IND),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,9.7%,2.0
34,Justin Simmons (DEN),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,12.4%,2.0
35,Emmanuel Forbes (WAS),3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,12.5,12.5,0.9%,2.0
36,Theo Jackson (MIN),4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12.5,12.5,0.0%,2.0
37,Terrell Edmunds (TEN),5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.3,12.3,0.9%,2.0
38,Xavier Woods (CAR),4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.9%,2.0
39,Kerby Joseph (DET),6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,9.3%,2.0
40,Ryan Neal (TB),4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,6.4%,2.0
41,Greg Stroman Jr. (CHI),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,0.0%,2.0
42,Damarri Mathis (DEN),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,1.3%,2.0
43,Jordan Fuller (LAR),3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.5,11.5,6.3%,2.0
44,Minkah Fitzpatrick (PIT),5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,26.0%,2.0
45,Xavier McKinney (NYG),6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,15.8%,2.0
46,Jamel Dean (TB),7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,2.8%,2.0
47,Josh Metellus (MIN),6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,17.8%,2.0
48,C.J. Gardner-Johnson (DET),7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,3.5%,2.0
