RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Kyle Hamilton (BAL),7.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,34.5,34.5,31.0%,3.0
2,Brian Branch (DET),11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,27.0,27.0,7.4%,3.0
3,Alontae Taylor (NO),5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,1.2%,3.0
4,Levi Wallace (PIT),4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,23.5,23.5,0.7%,3.0
5,Jevon Holland (MIA),7.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,20.8,20.8,18.5%,3.0
6,Dax Hill (CIN),7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,23.7%,3.0
7,Jessie Bates III (ATL),6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,19.3,19.3,24.5%,3.0
8,Reed Blankenship (PHI),6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18.8,18.8,29.7%,3.0
9,Roger McCreary (TEN),5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.8,17.8,2.6%,3.0
10,Akayleb Evans (MIN),7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.5,17.5,3.2%,3.0
11,Byron Murphy Jr. (MIN),9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,2.0%,3.0
12,Devon Witherspoon (SEA),8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,24.2%,3.0
13,Brandon Stephens (BAL),8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,7.4%,3.0
14,Kendall Fuller (WAS),2.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,2.9%,3.0
15,Sean Murphy-Bunting (TEN),6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,17.0,1.9%,3.0
16,Terell Smith (CHI),7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,0.1%,3.0
17,Kei'Trel Clark (ARI),8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,0.2%,3.0
18,Julian Blackmon (IND),6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,9.7%,3.0
19,Jordan Whitehead (NYJ),9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,13.7%,3.0
20,Alohi Gilman (LAC),3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,15.5,15.5,2.7%,3.0
21,Ryan Neal (TB),6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,6.4%,3.0
22,Amani Hooker (TEN),9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,9.5%,3.0
23,Kristian Fulton (TEN),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,1.8%,3.0
24,Delarrin Turner-Yell (DEN),8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,0.1%,3.0
25,Julius Brents (IND),4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0,14.0,1.1%,3.0
26,Michael Davis (LAC),8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,4.1%,3.0
27,Minkah Fitzpatrick (PIT),7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,26.0%,3.0
28,Patrick Peterson (PIT),4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.3,13.3,0.9%,3.0
29,Kyle Dugger (NE),5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,15.3%,3.0
30,Rudy Ford (GB),6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,6.0%,3.0
31,Shaquill Griffin (HOU),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,0.3%,3.0
32,Camryn Bynum (MIN),5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,46.6%,3.0
33,Jabrill Peppers (NE),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,5.5%,3.0
34,Rayshawn Jenkins (JAC),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,20.6%,3.0
35,Antoine Winfield Jr. (TB),5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,34.6%,3.0
36,Vonn Bell (CAR),8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,2.3%,3.0
37,Asante Samuel Jr. (LAC),6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,2.5%,3.0
38,Isaac Yiadom (NO),2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,0.0%,3.0
39,Jalen Thompson (ARI),5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,6.8%,3.0
40,Adrian Amos (NYJ),6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,0.7%,3.0
41,Tre'Davious White (BUF),3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,2.2%,3.0
42,Denzel Ward (CLE),3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,2.8%,3.0
43,Taron Johnson (BUF),4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.8,10.8,8.7%,3.0
44,Marcus Peters (LV),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,4.5%,3.0
45,Benjamin St-Juste (WAS),5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,7.1%,3.0
46,Jerry Jacobs (DET),7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,16.1%,3.0
47,Michael Jackson Sr. (SEA),6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,0.1%,3.0
48,Dee Delaney (TB),2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.3,10.3,0.1%,3.0
49,Trent McDuffie (KC),3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,9.8%,3.0
50,Kader Kohou (MIA),1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,2.5%,3.0
51,Eric Murray (HOU),3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,0.1%,3.0
52,Kamren Curl (WAS),4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,37.2%,3.0
53,Xavier McKinney (NYG),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,15.8%,3.0
54,Nate Hobbs (LV),3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,11.0%,3.0
55,Julian Love (SEA),4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,7.6%,3.0
56,Marshon Lattimore (NO),4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,4.5%,3.0
57,Derion Kendrick (LAR),3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,0.3%,3.0
58,K'Von Wallace (TEN),4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,1.7%,3.0
59,Justin Bethel (MIA),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,0.0%,3.0
60,Jaylon Jones (CHI),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,0.0%,3.0
61,DeShon Elliott (MIA),3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,8.8%,3.0
62,Zyon McCollum (TB),4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.1%,3.0
63,Tracy Walker III (DET),4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,4.8%,3.0
64,Kareem Jackson (DEN),4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.1%,3.0
65,Charvarius Ward (SF),4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,10.4%,3.0
66,Derwin James Jr. (LAC),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,65.4%,3.0
67,Darrick Forrest (WAS),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.6%,3.0
68,Geno Stone (BAL),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,2.4%,3.0
69,Micah Hyde (BUF),1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.8,8.8,1.3%,3.0
70,Martin Emerson Jr. (CLE),3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.5%,3.0
71,Harrison Smith (MIN),2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.5,8.5,27.0%,3.0
72,Ifeatu Melifonwu (DET),3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.0%,3.0
73,Christian Izien (TB),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.2%,3.0
74,Daryl Worley (BAL),4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.0%,3.0
75,DaRon Bland (DAL),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,27.9%,3.0
76,Jayron Kearse (DAL),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,2.1%,3.0
77,Jaquan Brisker (CHI),4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,22.3%,3.0
78,Andre Cisco (JAC),4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,1.6%,3.0
79,Darnell Savage Jr. (GB),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.6%,3.0
80,Cam Taylor-Britt (CIN),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,10.1%,3.0
81,Talanoa Hufanga (SF),1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,8.0,14.4%,3.0
82,Donovan Wilson (DAL),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,3.3%,3.0
83,A.J. Terrell (ATL),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,2.0%,3.0
84,Corey Ballentine (GB),4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,1.0%,3.0
85,Tre Flowers (ATL),4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.1%,3.0
86,Steven Nelson (HOU),4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.2%,3.0
87,Artie Burns (SEA),3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.0%,3.0
88,Lonnie Johnson Jr. (NO),0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.3,7.3,0.0%,3.0
89,Mike Edwards (KC),0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.3,7.3,0.3%,3.0
90,Quindell Johnson (CHI),0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.3,7.3,0.0%,3.0
91,Elijah Molden (TEN),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.9%,3.0
92,Donte Jackson (CAR),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.6%,3.0
93,Emmanuel Forbes (WAS),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.9%,3.0
94,Christian Benford (BUF),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.4%,3.0
95,Jaylon Johnson (CHI),2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.6%,3.0
96,Deommodore Lenoir (SF),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,10.5%,3.0
97,Marco Wilson (ARI),2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,4.0%,3.0
98,Damarri Mathis (DEN),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,1.3%,3.0
99,Russ Yeast (LAR),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.4%,3.0
100,Rodney Thomas II (IND),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.3%,3.0
101,Mekhi Blackmon (MIN),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.1%,3.0
102,Myles Bryant (NE),3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,3.5%,3.0
103,Dallis Flowers (IND),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,1.1%,3.0
104,Pat Surtain II (DEN),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,4.4%,3.0
105,Tashaun Gipson Sr. (SF),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.4%,3.0
106,Ahkello Witherspoon (LAR),0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.5,6.5,0.5%,3.0
107,Jourdan Lewis (DAL),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,0.1%,3.0
108,Jordan Poyer (BUF),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,24.6%,3.0
109,Tyrann Mathieu (NO),2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.1%,3.0
110,Malik Hooker (DAL),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.4%,3.0
111,Michael Carter II (NYJ),3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0%,3.0
112,D.J. Reed Jr. (NYJ),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,3.8%,3.0
113,Kenny Moore II (IND),2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,24.6%,3.0
114,Richie Grant (ATL),2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,18.3%,3.0
115,Jason Pinnock (NYG),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,10.0%,3.0
116,Grayland Arnold (HOU),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0%,3.0
117,Josh Metellus (MIN),2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,17.8%,3.0
118,Keisean Nixon (GB),3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,18.6%,3.0
119,Josh Jobe (PHI),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.1%,3.0
120,Tre Hawkins III (NYG),2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.1%,3.0
121,Darnay Holmes (NYG),1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,0.1%,3.0
122,James Bradberry (PHI),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5,5.5,1.1%,3.0
123,Jordan Fuller (LAR),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,6.3%,3.0
124,Jeremy Chinn (CAR),2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,3.7%,3.0
125,Bryan Cook (KC),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.4%,3.0
126,Tre'von Moehrig (LV),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,4.9%,3.0
127,Christian Gonzalez (NE),2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,1.5%,3.0
128,Dee Alford (ATL),2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.2%,3.0
129,Isaiah Oliver (SF),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.3%,3.0
130,Adoree' Jackson (NYG),2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,3.7%,3.0
131,Stephon Gilmore (DAL),2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,3.0%,3.0
132,Ronald Darby (BAL),2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.1%,3.0
133,Troy Hill (CAR),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.1%,3.0
134,Quandre Diggs (SEA),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,1.9%,3.0
135,Deonte Banks (NYG),2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,1.2%,3.0
136,Ja'Sir Taylor (LAC),2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.1%,3.0
137,Chidobe Awuzie (CIN),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,3.0%,3.0
138,Joshua Williams (KC),2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.1%,3.0
139,Jamel Dean (TB),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,2.8%,3.0
140,Greg Stroman Jr. (CHI),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.0%,3.0
141,Keanu Neal (PIT),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,1.5%,3.0
