RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Kenny Moore II (IND),7.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,36.3,36.3,24.6%,9.0
2,Paulson Adebo (NO),5.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,31.5,31.5,7.4%,9.0
3,Trent McDuffie (KC),8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.3,18.3,9.8%,9.0
4,Grant Delpit (CLE),8.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,17.9%,9.0
5,Tavierre Thomas (HOU),5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,17.0,1.4%,9.0
6,Jonathan Owens (GB),4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,17.0,4.1%,9.0
7,Jordan Poyer (BUF),8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,24.6%,9.0
8,Derwin James Jr. (LAC),7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.8,16.8,65.4%,9.0
9,Amik Robertson (LV),3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,16.5,16.5,0.1%,9.0
10,Alohi Gilman (LAC),4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,15.5,15.5,2.7%,9.0
11,Reed Blankenship (PHI),4.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,15.3,15.3,29.7%,9.0
12,Jaire Alexander (GB),6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,2.4%,9.0
13,Byron Murphy Jr. (MIN),3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,15.0,15.0,2.0%,9.0
14,Mike Hilton (CIN),10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,3.3%,9.0
15,Kyle Dugger (NE),5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,15.3%,9.0
16,Tre'von Moehrig (LV),5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,4.9%,9.0
17,Nate Hobbs (LV),3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,11.0%,9.0
18,Akayleb Evans (MIN),5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,3.2%,9.0
19,Xavier McKinney (NYG),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,15.8%,9.0
20,Jaylen Watson (KC),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,0.1%,9.0
21,Josh Metellus (MIN),3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.5,12.5,17.8%,9.0
22,Richie Grant (ATL),4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,18.3%,9.0
23,Denzel Ward (CLE),2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,11.8,11.8,2.8%,9.0
24,Jalen Pitre (HOU),4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,42.7%,9.0
25,Jessie Bates III (ATL),5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,24.5%,9.0
26,Darius Slay (PHI),5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,8.1%,9.0
27,Marcus Maye (NO),3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,2.8%,9.0
28,Malik Hooker (DAL),3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.8,10.8,0.4%,9.0
29,Kristian Fulton (TEN),4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,1.8%,9.0
30,Ahkello Witherspoon (LAR),3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.8,10.8,0.5%,9.0
31,Jordan Fuller (LAR),2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.8,10.8,6.3%,9.0
32,Bryan Cook (KC),2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.5,10.5,0.4%,9.0
33,James Bradberry (PHI),6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,1.1%,9.0
34,Budda Baker (ARI),4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,30.6%,9.0
35,Kevin Byard (PHI),5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,19.5%,9.0
36,Markquese Bell (DAL),6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,1.7%,9.0
37,Alex Cook (CAR),3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0%,9.0
38,Taron Johnson (BUF),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,8.7%,9.0
39,Duke Shelley (LAR),4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,0.1%,9.0
40,Zyon McCollum (TB),5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,0.1%,9.0
41,Myles Bryant (NE),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,3.5%,9.0
42,Deonte Banks (NYG),4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,1.2%,9.0
43,Amani Hooker (TEN),6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,9.5%,9.0
44,Tyrann Mathieu (NO),5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,5.1%,9.0
45,Anthony Johnson Jr. (GB),1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,9.5,9.5,0.1%,9.0
46,Geno Stone (BAL),1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,9.5,9.5,2.4%,9.0
47,A.J. Terrell (ATL),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,2.0%,9.0
48,Dean Marlowe (LAC),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,0.1%,9.0
49,Nick Scott (CIN),3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.3,9.3,1.9%,9.0
50,Riq Woolen (SEA),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,2.0%,9.0
51,Benjamin St-Juste (WAS),3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,7.1%,9.0
