RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Harrison Smith (MIN),8.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,37.5,37.5,27.0%,4.0
2,Devon Witherspoon (SEA),6.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,35.3,35.3,24.2%,4.0
3,Antoine Winfield Jr. (TB),6.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,29.8,29.8,34.6%,4.0
4,DaRon Bland (DAL),3.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,25.8,25.8,27.9%,4.0
5,Jerry Jacobs (DET),5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,23.5,23.5,16.1%,4.0
6,Kyle Dugger (NE),12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.8,22.8,15.3%,4.0
7,Kamren Curl (WAS),9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.3,22.3,37.2%,4.0
8,Darious Williams (JAC),4.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,22.3,22.3,8.7%,4.0
9,Myles Bryant (NE),6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,20.0,3.5%,4.0
10,Camryn Bynum (MIN),9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.8,19.8,46.6%,4.0
11,Kenny Moore II (IND),5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,17.8,17.8,24.6%,4.0
12,Rudy Ford (GB),7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.8,17.8,6.0%,4.0
13,Nick Scott (CIN),9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5,17.5,1.9%,4.0
14,Kareem Jackson (DEN),6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,1.1%,4.0
15,Tre'von Moehrig (LV),6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,4.9%,4.0
16,Isaac Yiadom (NO),5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,16.3,16.3,0.0%,4.0
17,Jessie Bates III (ATL),5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.3,16.3,24.5%,4.0
18,Darius Slay (PHI),10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,8.1%,4.0
19,Asante Samuel Jr. (LAC),6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.5,15.5,2.5%,4.0
20,Jeremy Chinn (CAR),6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,3.7%,4.0
21,Andre Cisco (JAC),4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,15.0,1.6%,4.0
22,Emmanuel Forbes (WAS),7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.9%,4.0
23,Delarrin Turner-Yell (DEN),9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.1%,4.0
24,Richie Grant (ATL),9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,18.3%,4.0
25,Dax Hill (CIN),3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,23.7%,4.0
26,Kyle Hamilton (BAL),5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,31.0%,4.0
27,Mike Edwards (KC),4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,0.3%,4.0
28,Julian Love (SEA),6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,7.6%,4.0
29,Reed Blankenship (PHI),4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,29.7%,4.0
30,Minkah Fitzpatrick (PIT),7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,26.0%,4.0
31,Micah Hyde (BUF),4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.3,13.3,1.3%,4.0
32,Kevin Byard (PHI),6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,13.0,19.5%,4.0
33,Julius Brents (IND),8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,1.1%,4.0
34,Jabrill Peppers (NE),5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,5.5%,4.0
35,Julian Blackmon (IND),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,9.7%,4.0
36,Michael Davis (LAC),8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,4.1%,4.0
37,Steven Nelson (HOU),3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.8,11.8,0.2%,4.0
38,Cam Taylor-Britt (CIN),4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.5,11.5,10.1%,4.0
39,Tyson Campbell (JAC),5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,1.6%,4.0
40,Dee Delaney (TB),3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,0.1%,4.0
41,Quandre Diggs (SEA),3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,1.9%,4.0
42,Josh Metellus (MIN),2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,17.8%,4.0
43,Dallis Flowers (IND),3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,1.1%,4.0
44,Amani Hooker (TEN),4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,9.5%,4.0
45,Taron Johnson (BUF),3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.8,10.8,8.7%,4.0
46,Benjamin St-Juste (WAS),4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.8,10.8,7.1%,4.0
