RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Kenny Moore II (IND),7.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,26.3,26.3,24.6%,7.0
2,Camryn Bynum (MIN),7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,25.0,25.0,46.6%,7.0
3,Jaylon Johnson (CHI),2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,22.8,22.8,0.6%,7.0
4,Julian Blackmon (IND),4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,19.8,19.8,9.7%,7.0
5,Jamel Dean (TB),9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.3,18.3,2.8%,7.0
6,Dean Marlowe (LAC),10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,0.1%,7.0
7,Darius Slay (PHI),4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,16.5,16.5,8.1%,7.0
8,Richie Grant (ATL),5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,16.3,16.3,18.3%,7.0
9,Arthur Maulet (BAL),6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,0.1%,7.0
10,Jordan Poyer (BUF),4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,24.6%,7.0
11,Paulson Adebo (NO),5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,16.0,16.0,7.4%,7.0
12,Jaquan Brisker (CHI),9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,22.3%,7.0
13,Jabrill Peppers (NE),4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.5,15.5,5.5%,7.0
14,Deonte Banks (NYG),5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.5,15.5,1.2%,7.0
15,Grant Delpit (CLE),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,17.9%,7.0
