Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dalvin Cook,20,154,7.7,75,1,1,3,3,37,12.3,0,0,1,28.1,28.1,12.7%,DAL,2,2019
2,Aaron Jones,23,116,5.0,15,0,1,4,6,34,8.5,0,0,1,25.0,25.0,96.1%,MIN,2,2019
3,Raheem Mostert,13,83,6.4,20,1,0,3,4,68,22.7,1,0,1,24.1,24.1,92.7%,MIA,2,2019
4,Austin Ekeler,17,66,3.9,12,0,1,6,6,67,11.2,0,1,1,23.3,23.3,87.4%,WAS,2,2019
5,Saquon Barkley,18,107,5.9,27,1,1,3,7,28,9.3,0,0,1,22.5,22.5,100.0%,PHI,2,2019
6,Le'Veon Bell,21,68,3.2,8,0,0,10,10,61,6.1,0,1,1,20.9,20.9,0.2%,FA,2,2019
7,Ezekiel Elliott,23,111,4.8,27,1,1,2,2,9,4.5,0,0,1,20.0,20.0,81.8%,DAL,2,2019
8,Nick Chubb,18,62,3.4,19,0,1,4,4,36,9.0,0,0,1,19.8,19.8,83.5%,CLE,2,2019
9,Derrick Henry,15,82,5.5,18,0,1,2,3,12,6.0,0,0,1,17.4,17.4,99.9%,BAL,2,2019
10,Kerryon Johnson,12,41,3.4,9,0,0,2,3,47,23.5,1,0,1,16.8,16.8,0.0%,FA,2,2019
11,Frank Gore,19,68,3.6,9,0,1,2,2,15,7.5,0,0,1,16.3,16.3,12.1%,FA,2,2019
12,Peyton Barber,23,82,3.6,16,0,1,1,1,7,7.0,0,0,1,15.9,15.9,1.0%,FA,2,2019
13,Todd Gurley II,16,63,3.9,20,1,1,3,4,4,1.3,0,0,1,15.7,15.7,0.1%,FA,2,2019
14,Jeff Wilson Jr.,10,34,3.4,14,0,2,0,0,0,0.0,0,0,1,15.4,15.4,0.1%,MIA,2,2019
15,Royce Freeman,11,54,4.9,14,0,0,5,7,48,9.6,0,0,1,15.2,15.2,0.2%,FA,2,2019
16,Matt Breida,12,121,10.1,34,1,0,1,1,11,11.0,0,0,1,14.2,14.2,0.0%,FA,2,2019
17,David Montgomery,18,62,3.4,12,0,1,1,3,6,6.0,0,0,1,13.8,13.8,95.7%,DET,2,2019
18,Rashaad Penny,10,62,6.2,37,1,1,1,1,3,3.0,0,0,1,13.5,13.5,0.0%,FA,2,2019
19,James Conner,11,33,3.0,14,0,1,3,4,12,4.0,0,0,1,13.5,13.5,94.4%,ARI,2,2019
20,Jamaal Williams,9,28,3.1,10,0,0,3,4,13,4.3,1,0,1,13.1,13.1,5.0%,NO,2,2019
21,Leonard Fournette,15,47,3.1,14,0,0,4,6,40,10.0,0,0,1,12.7,12.7,2.1%,FA,2,2019
22,Sony Michel,21,83,4.0,12,0,1,0,0,0,0.0,0,1,1,12.3,12.3,0.0%,FA,2,2019
23,James White,3,10,3.3,5,0,0,3,4,19,6.3,1,0,1,11.9,11.9,0.1%,FA,2,2019
24,Devin Singletary,6,57,9.5,20,1,1,0,0,0,0.0,0,0,1,11.7,11.7,87.8%,NYG,2,2019
25,Adrian Peterson,10,25,2.5,10,0,1,2,2,7,3.5,0,0,1,11.2,11.2,2.4%,FA,2,2019
26,Phillip Lindsay,13,36,2.8,9,0,0,4,7,30,7.5,0,0,1,10.6,10.6,0.0%,FA,2,2019
27,Chris Thompson,2,3,1.5,2,0,0,5,8,48,9.6,0,0,1,10.1,10.1,0.0%,FA,2,2019
28,Josh Jacobs,12,99,8.3,51,1,0,0,0,0,0.0,0,0,1,9.9,9.9,99.4%,GB,2,2019
29,Kenyan Drake,6,19,3.2,9,0,0,5,6,29,5.8,0,0,1,9.8,9.8,0.0%,FA,2,2019
30,Mark Ingram II,13,47,3.6,16,0,0,2,2,30,15.0,0,0,1,9.7,9.7,0.1%,FA,2,2019
31,Chris Carson,15,60,4.0,21,1,0,3,3,27,9.0,0,1,1,9.7,9.7,0.3%,FA,2,2019
32,Jordan Wilkins,5,82,16.4,55,1,0,1,1,4,4.0,0,0,1,9.6,9.6,0.0%,FA,2,2019
33,Devonta Freeman,11,22,2.0,9,0,0,3,4,42,14.0,0,0,1,9.4,9.4,0.0%,FA,2,2019
34,Carlos Hyde,20,90,4.5,14,0,0,0,0,0,0.0,0,0,1,9.0,9.0,0.0%,FA,2,2019
35,Rex Burkhead,5,21,4.2,12,0,0,2,2,47,23.5,0,0,1,8.8,8.8,10.0%,FA,2,2019
36,Damien Williams,9,8,0.9,5,0,0,3,5,48,16.0,0,0,1,8.6,8.6,0.0%,FA,2,2019
37,David Johnson,7,14,2.0,4,0,1,1,1,0,0.0,0,0,1,8.4,8.4,0.0%,FA,2,2019
38,Marlon Mack,20,51,2.6,10,0,0,2,3,12,6.0,0,0,1,8.3,8.3,0.0%,FA,2,2019
39,D'Ernest Johnson,3,8,2.7,6,0,0,3,4,42,14.0,0,0,1,8.0,8.0,0.4%,JAC,2,2019
