Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Christian McCaffrey,24,146,6.1,58,1,2,3,3,20,6.7,1,0,1,37.6,37.6,100.0%,SF,9,2019
2,Kenyan Drake,15,110,7.3,36,1,1,4,4,52,13.0,0,0,1,28.2,28.2,0.0%,FA,9,2019
3,Melvin Gordon III,20,80,4.0,16,0,2,3,4,29,9.7,0,0,1,25.9,25.9,0.0%,FA,9,2019
4,Derrick Henry,13,63,4.8,12,0,1,3,3,36,12.0,1,0,1,24.9,24.9,99.9%,BAL,9,2019
5,Josh Jacobs,28,120,4.3,17,0,2,0,2,0,0.0,0,0,1,24.0,24.0,99.4%,GB,9,2019
6,Devin Singletary,20,95,4.8,17,0,1,3,4,45,15.0,0,0,1,23.0,23.0,87.8%,NYG,9,2019
7,David Montgomery,14,40,2.9,17,0,2,3,4,36,12.0,0,0,1,22.6,22.6,95.7%,DET,9,2019
8,Damien Williams,12,125,10.4,91,1,1,2,2,3,1.5,0,0,1,20.8,20.8,0.0%,FA,9,2019
9,Le'Veon Bell,17,66,3.9,14,0,0,8,9,55,6.9,0,0,1,20.1,20.1,0.2%,FA,9,2019
10,Jaylen Samuels,8,10,1.3,6,0,0,13,13,73,5.6,0,1,1,19.3,19.3,0.0%,FA,9,2019
11,Duke Johnson Jr.,7,13,1.9,4,0,1,5,5,68,13.6,0,0,1,19.1,19.1,0.0%,FA,9,2019
12,Jamaal Williams,2,10,5.0,5,0,0,6,6,39,6.5,1,0,1,16.9,16.9,5.0%,NO,9,2019
13,James White,9,38,4.2,8,0,1,2,3,46,23.0,0,0,1,16.4,16.4,0.1%,FA,9,2019
14,J.D. McKissic,4,32,8.0,13,0,0,3,4,40,13.3,1,0,1,16.2,16.2,0.0%,FA,9,2019
15,Ronald Jones II,18,67,3.7,15,0,1,2,2,15,7.5,0,0,1,16.2,16.2,0.0%,FA,9,2019
16,Dalvin Cook,21,71,3.4,12,0,0,4,7,45,11.3,0,0,1,15.6,15.6,12.7%,DAL,9,2019
17,Saquon Barkley,14,28,2.0,8,0,0,6,8,67,11.2,0,0,1,15.5,15.5,100.0%,PHI,9,2019
18,Jordan Howard,19,82,4.3,17,0,1,1,1,1,1.0,0,0,1,15.3,15.3,0.0%,FA,9,2019
19,Phillip Lindsay,9,92,10.2,40,2,1,0,0,0,0.0,0,0,1,15.2,15.2,0.0%,FA,9,2019
