Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,James White,14,79,5.6,32,1,0,8,11,98,12.3,2,0,1,37.7,37.7,0.1%,FA,13,2019
2,Derrius Guice,10,129,12.9,60,2,2,2,2,8,4.0,0,0,1,27.7,27.7,1.1%,FA,13,2019
3,Rashaad Penny,15,74,4.9,13,0,1,4,5,33,8.3,1,0,1,26.7,26.7,0.0%,FA,13,2019
4,Derrick Henry,26,149,5.7,34,1,1,3,3,17,5.7,0,1,1,23.6,23.6,99.9%,BAL,13,2019
5,Raheem Mostert,19,146,7.7,40,1,1,2,2,8,4.0,0,0,1,23.4,23.4,92.7%,MIA,13,2019
6,Miles Sanders,17,83,4.9,13,0,0,5,5,22,4.4,1,0,1,21.5,21.5,8.5%,CAR,13,2019
7,Ezekiel Elliott,12,71,5.9,30,1,0,7,10,66,9.4,0,0,1,20.7,20.7,81.8%,DAL,13,2019
8,Duke Johnson Jr.,9,36,4.0,13,0,0,5,6,54,10.8,1,0,1,20.0,20.0,0.0%,FA,13,2019
9,Devin Singletary,14,63,4.5,26,1,0,3,4,38,12.7,1,0,1,19.1,19.1,87.8%,NYG,13,2019
10,Todd Gurley II,19,95,5.0,11,0,1,1,1,20,20.0,0,0,1,18.5,18.5,0.1%,FA,13,2019
11,Peyton Barber,17,44,2.6,15,0,2,0,0,0,0.0,0,0,1,18.4,18.4,1.0%,FA,13,2019
12,Leonard Fournette,14,38,2.7,10,0,0,9,11,53,5.9,0,0,1,18.1,18.1,2.1%,FA,13,2019
13,Chris Carson,23,102,4.4,25,1,1,1,2,7,7.0,0,0,1,17.9,17.9,0.3%,FA,13,2019
14,Kareem Hunt,7,46,6.6,16,0,0,5,5,19,3.8,1,0,1,17.5,17.5,0.2%,FA,13,2019
15,Christian McCaffrey,14,44,3.1,12,0,0,7,12,58,8.3,0,0,1,17.2,17.2,100.0%,SF,13,2019
16,Joe Mixon,19,44,2.3,9,0,1,4,4,26,6.5,0,0,1,17.0,17.0,99.1%,HOU,13,2019
17,Patrick Laird,10,5,0.5,4,0,1,4,5,43,10.8,0,0,1,16.8,16.8,0.0%,FA,13,2019
18,David Montgomery,16,75,4.7,14,0,0,2,2,12,6.0,1,0,1,16.7,16.7,95.7%,DET,13,2019
19,Austin Ekeler,9,16,1.8,8,0,0,4,5,51,12.8,1,0,1,16.7,16.7,87.4%,WAS,13,2019
20,Adrian Peterson,13,99,7.6,22,2,1,0,1,0,0.0,0,0,1,15.9,15.9,2.4%,FA,13,2019
21,Saquon Barkley,19,83,4.4,16,0,0,3,7,32,10.7,0,0,1,14.5,14.5,100.0%,PHI,13,2019
22,Benny Snell Jr.,16,63,3.9,14,0,1,1,1,4,4.0,0,0,1,13.7,13.7,0.0%,FA,13,2019
23,Dalvin Cook,9,29,3.2,9,0,1,3,4,35,11.7,0,1,1,13.4,13.4,12.7%,DAL,13,2019
24,Melvin Gordon III,20,99,5.0,19,0,0,2,3,11,5.5,0,0,1,13.0,13.0,0.0%,FA,13,2019
25,Alvin Kamara,11,61,5.5,24,1,0,4,8,23,5.8,0,0,1,12.4,12.4,98.5%,NO,13,2019
26,Nyheim Hines,4,22,5.5,14,0,1,2,2,18,9.0,0,0,1,12.0,12.0,0.3%,CLE,13,2019
27,LeSean McCoy,5,10,2.0,6,0,1,3,3,20,6.7,0,0,1,12.0,12.0,2.0%,FA,13,2019
28,Alexander Mattison,4,22,5.5,15,0,0,4,5,51,12.8,0,0,1,11.3,11.3,7.9%,LV,13,2019
29,Le'Veon Bell,10,32,3.2,7,0,0,4,5,35,8.8,0,0,1,10.7,10.7,0.2%,FA,13,2019
30,Jamaal Williams,10,41,4.1,9,0,0,4,4,26,6.5,0,0,1,10.7,10.7,5.0%,NO,13,2019
31,Darwin Thompson,11,44,4.0,9,0,1,0,0,0,0.0,0,0,1,10.4,10.4,0.0%,FA,13,2019
32,Josh Jacobs,17,104,6.1,35,1,0,0,0,0,0.0,0,0,1,10.4,10.4,99.4%,GB,13,2019
33,Devonta Freeman,17,51,3.0,6,0,0,4,5,13,3.3,0,0,1,10.4,10.4,0.0%,FA,13,2019
34,Phillip Lindsay,17,58,3.4,15,0,0,3,3,4,1.3,0,0,1,9.2,9.2,0.0%,FA,13,2019
35,Nick Chubb,16,58,3.6,12,0,0,1,2,21,21.0,0,0,1,8.9,8.9,83.5%,CLE,13,2019
36,Darrel Williams,6,13,2.2,15,0,0,1,2,3,3.0,1,0,1,8.6,8.6,0.0%,FA,13,2019
