Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Austin Ekeler,8,101,12.6,35,3,0,4,5,112,28.0,1,0,1,31.3,31.3,87.4%,WAS,14,2019
2,Aaron Jones,16,134,8.4,42,2,1,6,7,58,9.7,0,0,1,31.2,31.2,96.1%,MIN,14,2019
3,Joe Mixon,23,146,6.3,26,1,1,3,4,40,13.3,0,0,1,27.6,27.6,99.1%,HOU,14,2019
4,Raheem Mostert,10,69,6.9,19,0,1,2,2,40,20.0,1,0,1,24.9,24.9,92.7%,MIA,14,2019
5,Boston Scott,10,59,5.9,25,1,1,6,6,69,11.5,0,0,1,24.8,24.8,0.0%,PIT,14,2019
6,Christian McCaffrey,11,53,4.8,11,0,0,11,12,82,7.5,0,0,1,24.5,24.5,100.0%,SF,14,2019
7,Derrick Henry,18,103,5.7,24,1,2,1,1,6,6.0,0,0,1,23.9,23.9,99.9%,BAL,14,2019
8,Ezekiel Elliott,19,81,4.3,31,1,2,2,5,12,6.0,0,0,1,23.3,23.3,81.8%,DAL,14,2019
9,DeAndre Washington,14,53,3.8,14,0,1,6,7,43,7.2,0,0,1,21.6,21.6,11.0%,FA,14,2019
10,Todd Gurley II,23,79,3.4,23,1,1,4,4,34,8.5,0,0,1,21.3,21.3,0.1%,FA,14,2019
11,Melvin Gordon III,12,55,4.6,17,0,1,5,5,29,5.8,0,0,1,19.4,19.4,0.0%,FA,14,2019
12,Devonta Freeman,17,84,4.9,13,0,1,4,4,10,2.5,0,0,1,19.4,19.4,0.0%,FA,14,2019
13,Devin Singletary,17,89,5.2,38,1,0,6,8,29,4.8,0,0,1,17.8,17.8,87.8%,NYG,14,2019
14,Dalvin Cook,18,62,3.4,9,0,1,2,2,13,6.5,0,0,1,15.5,15.5,12.7%,DAL,14,2019
15,Kareem Hunt,9,28,3.1,7,0,1,2,2,40,20.0,0,0,1,14.8,14.8,0.2%,FA,14,2019
16,Adrian Peterson,20,76,3.8,13,0,1,0,0,0,0.0,0,0,1,13.6,13.6,2.4%,FA,14,2019
17,Phillip Lindsay,16,51,3.2,8,0,1,2,2,4,2.0,0,0,1,13.5,13.5,0.0%,FA,14,2019
18,David Johnson,3,19,6.3,9,0,0,2,2,34,17.0,1,0,1,13.3,13.3,0.0%,FA,14,2019
19,Nick Chubb,15,106,7.1,57,1,0,1,1,11,11.0,0,0,1,12.7,12.7,83.5%,CLE,14,2019
20,Patrick Laird,15,48,3.2,16,0,0,4,5,38,9.5,0,0,1,12.6,12.6,0.0%,FA,14,2019
21,James White,6,33,5.5,19,0,0,5,7,27,5.4,0,0,1,12.4,12.4,0.1%,FA,14,2019
22,Brian Hill,9,62,6.9,27,1,1,0,0,0,0.0,0,0,1,12.2,12.2,0.0%,FA,14,2019
23,Chris Carson,15,76,5.1,13,0,0,3,4,15,5.0,0,0,1,12.1,12.1,0.3%,FA,14,2019
24,Latavius Murray,7,69,9.9,18,0,0,2,3,25,12.5,0,0,1,11.4,11.4,0.0%,FA,14,2019
25,Chris Thompson,0,0,0.0,0,0,0,7,8,43,6.1,0,0,1,11.3,11.3,0.0%,FA,14,2019
26,Royce Freeman,8,24,3.0,11,0,0,2,2,8,4.0,1,0,1,11.2,11.2,0.2%,FA,14,2019
27,Mark Ingram II,15,50,3.3,9,0,0,3,3,29,9.7,0,0,1,10.9,10.9,0.1%,FA,14,2019
28,Miles Sanders,15,45,3.0,10,0,0,4,5,24,6.0,0,0,1,10.9,10.9,8.5%,CAR,14,2019
29,Bilal Powell,19,74,3.9,11,0,0,2,3,14,7.0,0,0,1,10.8,10.8,0.0%,FA,14,2019
30,Duke Johnson Jr.,1,5,5.0,5,0,0,6,8,40,6.7,0,0,1,10.5,10.5,0.0%,FA,14,2019
31,Ronald Jones II,11,36,3.3,10,0,0,4,5,23,5.8,0,0,1,9.9,9.9,0.0%,FA,14,2019
32,Marlon Mack,13,38,2.9,13,0,1,0,0,0,0.0,0,0,1,9.8,9.8,0.0%,FA,14,2019
33,Carlos Hyde,14,73,5.2,13,0,0,2,3,5,2.5,0,0,1,9.8,9.8,0.0%,FA,14,2019
34,Saquon Barkley,17,66,3.9,11,0,0,3,4,1,0.3,0,0,1,9.7,9.7,100.0%,PHI,14,2019
35,Kenyan Drake,11,37,3.4,10,0,0,3,3,30,10.0,0,0,1,9.7,9.7,0.0%,FA,14,2019
36,Leonard Fournette,15,50,3.3,11,0,0,3,6,13,4.3,0,0,1,9.3,9.3,2.1%,FA,14,2019
37,Ty Montgomery II,9,31,3.4,9,0,0,3,3,30,10.0,0,0,1,9.1,9.1,0.0%,FA,14,2019
38,Tarik Cohen,3,7,2.3,6,0,0,6,6,24,4.0,0,0,1,9.1,9.1,0.0%,FA,14,2019
39,Alexander Mattison,14,46,3.3,9,0,0,2,2,18,9.0,0,0,1,8.4,8.4,7.9%,LV,14,2019
40,Darwin Thompson,4,7,1.8,4,0,0,4,5,36,9.0,0,0,1,8.3,8.3,0.0%,FA,14,2019
41,Malcolm Brown,5,21,4.2,17,0,1,0,0,0,0.0,0,0,1,8.1,8.1,0.0%,FA,14,2019
42,Bo Scarbrough,19,65,3.4,7,0,0,1,3,5,5.0,0,0,1,8.0,8.0,0.0%,FA,14,2019
43,Dare Ogunbowale,0,0,0.0,0,0,0,5,5,48,9.6,0,1,1,7.8,7.8,0.2%,HOU,14,2019
44,Peyton Barber,11,34,3.1,11,0,0,2,2,19,9.5,0,0,1,7.3,7.3,1.0%,FA,14,2019
45,Brandon Bolden,1,10,10.0,10,0,1,0,0,0,0.0,0,0,1,7.0,7.0,0.0%,FA,14,2019
46,Matt Breida,6,54,9.0,28,1,0,1,1,4,4.0,0,0,1,6.8,6.8,0.0%,FA,14,2019
47,Khari Blasingame,0,0,0.0,0,0,0,2,2,47,23.5,0,0,1,6.7,6.7,0.0%,CHI,14,2019
48,David Montgomery,20,86,4.3,20,1,0,0,1,0,0.0,0,1,1,6.6,6.6,95.7%,DET,14,2019
49,Giovani Bernard,4,15,3.8,13,0,0,2,3,31,15.5,0,0,1,6.6,6.6,0.0%,FA,14,2019
50,Jalen Richard,7,28,4.0,10,0,0,2,3,18,9.0,0,0,1,6.6,6.6,1.0%,FA,14,2019
