Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Leonard Fournette,24,97,4.0,16,0,2,9,12,62,6.9,0,0,1,36.9,36.9,2.1%,FA,12,2019
2,Christian McCaffrey,22,64,2.9,9,0,1,9,9,69,7.7,1,0,1,34.3,34.3,100.0%,SF,12,2019
3,Derrick Henry,19,159,8.4,74,1,2,1,1,16,16.0,0,1,1,28.5,28.5,99.9%,BAL,12,2019
4,Nick Chubb,21,106,5.0,17,0,1,3,3,58,19.3,0,0,1,25.4,25.4,83.5%,CLE,12,2019
5,Mark Ingram II,15,111,7.4,25,1,1,1,1,7,7.0,1,0,1,24.8,24.8,0.1%,FA,12,2019
6,Jonathan Williams,26,104,4.0,13,0,1,3,3,17,5.7,0,0,1,21.1,21.1,0.0%,FA,12,2019
7,Alvin Kamara,11,54,4.9,30,1,0,9,9,48,5.3,0,0,1,19.2,19.2,98.5%,NO,12,2019
8,Rashaad Penny,14,129,9.2,58,3,1,0,1,0,0.0,0,0,1,18.9,18.9,0.0%,FA,12,2019
9,Ezekiel Elliott,21,86,4.1,12,0,0,4,4,40,10.0,0,0,1,16.6,16.6,81.8%,DAL,12,2019
10,Le'Veon Bell,12,49,4.1,12,0,0,5,5,59,11.8,0,0,1,15.8,15.8,0.2%,FA,12,2019
11,Ronald Jones II,12,51,4.3,25,1,1,3,3,16,5.3,0,0,1,15.7,15.7,0.0%,FA,12,2019
12,Jamaal Williams,11,45,4.1,12,0,0,7,8,35,5.0,0,0,1,15.0,15.0,5.0%,NO,12,2019
13,Raheem Mostert,6,45,7.5,15,0,1,1,3,22,22.0,0,0,1,13.7,13.7,92.7%,MIA,12,2019
14,Tevin Coleman,11,39,3.5,11,0,1,2,4,10,5.0,0,0,1,12.9,12.9,0.0%,FA,12,2019
15,Kareem Hunt,8,37,4.6,9,0,1,2,3,9,4.5,0,0,1,12.6,12.6,0.2%,FA,12,2019
16,Devin Singletary,21,106,5.0,11,0,0,1,2,8,8.0,0,0,1,12.4,12.4,87.8%,NYG,12,2019
17,Latavius Murray,7,64,9.1,26,1,1,0,0,0,0.0,0,0,1,12.4,12.4,0.0%,FA,12,2019
18,Tarik Cohen,6,25,4.2,13,0,0,7,9,29,4.1,0,0,1,12.4,12.4,0.0%,FA,12,2019
19,Miles Sanders,12,63,5.3,14,0,0,3,5,23,7.7,0,0,1,11.6,11.6,8.5%,CAR,12,2019
