Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Aaron Jones,13,67,5.2,9,0,0,7,8,159,22.7,2,0,1,41.6,41.6,96.1%,MIN,8,2019
2,Tevin Coleman,11,105,9.5,48,2,3,2,2,13,6.5,1,0,1,37.8,37.8,0.0%,FA,8,2019
3,Latavius Murray,21,102,4.9,28,1,1,9,12,55,6.1,1,0,1,36.7,36.7,0.0%,FA,8,2019
4,Saquon Barkley,19,64,3.4,13,0,0,8,10,79,9.9,1,0,1,28.3,28.3,100.0%,PHI,8,2019
5,Dalvin Cook,23,98,4.3,11,0,1,5,6,73,14.6,0,0,1,28.1,28.1,12.7%,DAL,8,2019
6,Christian McCaffrey,14,117,8.4,40,2,1,4,5,38,9.5,0,0,1,27.5,27.5,100.0%,SF,8,2019
7,David Montgomery,27,135,5.0,55,1,1,4,5,12,3.0,0,0,1,24.7,24.7,95.7%,DET,8,2019
8,James Conner,23,145,6.3,25,1,1,3,4,5,1.7,0,0,1,24.0,24.0,94.4%,ARI,8,2019
9,Miles Sanders,3,74,24.7,65,1,1,3,3,44,14.7,0,0,1,22.8,22.8,8.5%,CAR,8,2019
10,Leonard Fournette,19,76,4.0,66,1,0,7,7,60,8.6,0,0,1,20.6,20.6,2.1%,FA,8,2019
11,Jamaal Williams,7,22,3.1,14,0,1,3,3,14,4.7,1,0,1,18.6,18.6,5.0%,NO,8,2019
12,Jordan Howard,23,96,4.2,20,1,1,1,2,15,15.0,0,0,1,18.1,18.1,0.0%,FA,8,2019
13,Joe Mixon,17,66,3.9,13,0,0,4,4,11,2.8,1,0,1,17.7,17.7,99.1%,HOU,8,2019
14,Devonta Freeman,13,39,3.0,12,0,0,8,8,63,7.9,0,1,1,16.2,16.2,0.0%,FA,8,2019
15,Marlon Mack,19,76,4.0,16,0,1,1,1,14,14.0,0,0,1,16.0,16.0,0.0%,FA,8,2019
16,Chris Carson,20,90,4.5,19,0,1,0,1,0,0.0,0,0,1,15.0,15.0,0.3%,FA,8,2019
17,Devin Singletary,3,19,6.3,16,0,0,4,6,30,7.5,1,0,1,14.9,14.9,87.8%,NYG,8,2019
18,Duke Johnson Jr.,3,1,0.3,4,0,0,4,5,33,8.3,1,0,1,13.4,13.4,0.0%,FA,8,2019
19,Phillip Lindsay,14,59,4.2,11,0,0,5,5,17,3.4,0,0,1,12.6,12.6,0.0%,FA,8,2019
20,Adrian Peterson,14,76,5.4,29,1,0,2,2,27,13.5,0,0,1,12.3,12.3,2.4%,FA,8,2019
21,Raheem Mostert,9,60,6.7,41,1,1,0,0,0,0.0,0,0,1,12.0,12.0,92.7%,MIA,8,2019
22,James White,2,4,2.0,3,0,0,4,5,75,18.8,0,0,1,11.9,11.9,0.1%,FA,8,2019
23,Royce Freeman,12,40,3.3,10,0,1,1,2,5,5.0,0,0,1,11.5,11.5,0.2%,FA,8,2019
24,Melvin Gordon III,8,31,3.9,19,0,1,2,3,3,1.5,0,0,1,11.4,11.4,0.0%,FA,8,2019
25,Nick Chubb,20,131,6.6,44,1,0,1,1,7,7.0,0,2,1,10.8,10.8,83.5%,CLE,8,2019
26,Todd Gurley II,10,44,4.4,20,1,1,0,1,0,0.0,0,0,1,10.4,10.4,0.1%,FA,8,2019
27,Austin Ekeler,3,3,1.0,3,0,0,2,3,19,9.5,1,0,1,10.2,10.2,87.4%,WAS,8,2019
28,Josh Jacobs,15,66,4.4,23,1,0,2,2,15,7.5,0,0,1,10.1,10.1,99.4%,GB,8,2019
29,Damien Williams,7,30,4.3,9,0,1,0,0,0,0.0,0,0,1,9.0,9.0,0.0%,FA,8,2019
30,Darrell Henderson Jr.,11,49,4.5,15,0,0,2,3,20,10.0,0,0,1,8.9,8.9,5.0%,FA,8,2019
31,Brian Hill,3,29,9.7,23,1,1,0,0,0,0.0,0,0,1,8.9,8.9,0.0%,FA,8,2019
32,Alexander Mattison,13,61,4.7,28,1,0,2,2,3,1.5,0,0,1,8.4,8.4,7.9%,LV,8,2019
33,Carlos Hyde,19,83,4.4,20,1,0,0,1,0,0.0,0,0,1,8.3,8.3,0.0%,FA,8,2019
34,LeSean McCoy,9,40,4.4,9,0,0,4,4,23,5.8,0,1,1,8.3,8.3,2.0%,FA,8,2019
35,Nyheim Hines,4,12,3.0,11,0,0,3,3,34,11.3,0,0,1,7.6,7.6,0.3%,CLE,8,2019
36,Tarik Cohen,4,9,2.3,6,0,0,3,3,37,12.3,0,0,1,7.6,7.6,0.0%,FA,8,2019
37,Dontrell Hilliard,1,10,10.0,10,0,0,4,4,24,6.0,0,0,1,7.4,7.4,0.0%,FA,8,2019
38,Sony Michel,21,74,3.5,16,0,0,0,0,0,0.0,0,0,1,7.4,7.4,0.0%,FA,8,2019
39,Derrick Henry,16,75,4.7,34,1,0,1,1,8,8.0,0,1,1,7.3,7.3,99.9%,BAL,8,2019
40,Giovani Bernard,3,31,10.3,25,1,0,2,2,14,7.0,0,0,1,6.5,6.5,0.0%,FA,8,2019
41,Le'Veon Bell,8,23,2.9,5,0,0,3,5,12,4.0,0,0,1,6.5,6.5,0.2%,FA,8,2019
42,Mark Walton,11,35,3.2,9,0,0,3,6,19,6.3,0,1,1,6.4,6.4,2.0%,FA,8,2019
43,Ronald Jones II,11,35,3.2,7,0,0,1,3,17,17.0,0,0,1,6.2,6.2,0.0%,FA,8,2019
44,Matt Breida,11,35,3.2,17,0,0,1,1,15,15.0,0,0,1,6.0,6.0,0.0%,FA,8,2019
45,Rashaad Penny,8,55,6.9,17,0,0,0,0,0,0.0,0,0,1,5.5,5.5,0.0%,FA,8,2019
46,Ty Johnson,7,25,3.6,14,0,0,1,4,13,13.0,0,0,1,4.8,4.8,0.9%,BUF,8,2019
47,Jalen Richard,1,3,3.0,3,0,0,2,3,24,12.0,0,0,1,4.7,4.7,1.0%,FA,8,2019
48,Boston Scott,5,6,1.2,5,0,1,0,0,0,0.0,0,1,1,4.6,4.6,0.0%,PIT,8,2019
49,Dwayne Washington,3,38,12.7,31,1,0,0,0,0,0.0,0,0,1,3.8,3.8,0.0%,FA,8,2019
50,Peyton Barber,10,20,2.0,5,0,0,1,3,8,8.0,0,0,1,3.8,3.8,1.0%,FA,8,2019
51,DeAndre Washington,5,23,4.6,6,0,0,1,1,4,4.0,0,0,1,3.7,3.7,11.0%,FA,8,2019
52,Tra Carson,12,34,2.8,12,0,0,0,0,0,0.0,0,0,1,3.4,3.4,0.0%,FA,8,2019
53,Frank Gore,9,34,3.8,8,0,0,0,0,0,0.0,0,0,1,3.4,3.4,12.1%,FA,8,2019
54,Chase Edmonds,7,8,1.1,3,0,0,2,4,5,2.5,0,0,1,3.3,3.3,0.3%,TB,8,2019
55,J.D. McKissic,1,-1,-1.0,0,0,0,3,3,2,0.7,0,0,1,3.1,3.1,0.0%,FA,8,2019
56,Wayne Gallman Jr.,0,0,0.0,0,0,0,1,1,20,20.0,0,0,1,3.0,3.0,0.0%,FA,8,2019
57,Wendell Smallwood,2,9,4.5,11,0,0,1,2,11,11.0,0,0,1,3.0,3.0,0.0%,FA,8,2019
58,Andy Janovich,0,0,0.0,0,0,0,2,2,9,4.5,0,0,1,2.9,2.9,0.0%,FA,8,2019
59,Zach Line,2,8,4.0,4,0,0,1,2,11,11.0,0,0,1,2.9,2.9,0.0%,FA,8,2019
60,Kalen Ballage,3,8,2.7,4,0,0,1,1,11,11.0,0,0,1,2.9,2.9,0.0%,FA,8,2019
61,Roosevelt Nix,0,0,0.0,0,0,0,2,2,4,2.0,0,0,1,2.4,2.4,0.0%,FA,8,2019
62,Zach Zenner,1,0,0.0,0,0,0,1,1,13,13.0,0,0,1,2.3,2.3,0.0%,FA,8,2019
63,Rex Burkhead,3,4,1.3,3,0,0,1,1,9,9.0,0,0,1,2.3,2.3,10.0%,FA,8,2019
64,Mike Davis,2,3,1.5,3,0,0,1,1,5,5.0,0,0,1,1.8,1.8,1.0%,FA,8,2019
65,Reggie Bonnafon,1,4,4.0,4,0,0,1,3,3,3.0,0,0,1,1.7,1.7,0.0%,FA,8,2019
66,Benny Snell Jr.,5,13,2.6,5,0,0,0,0,0,0.0,0,0,1,1.3,1.3,0.0%,FA,8,2019
67,Dion Lewis,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,2.0%,FA,8,2019
68,Dare Ogunbowale,1,-2,-2.0,0,0,0,1,3,3,3.0,0,0,1,1.1,1.1,0.2%,HOU,8,2019
69,Bilal Powell,4,11,2.8,5,0,0,0,0,0,0.0,0,0,1,1.1,1.1,0.0%,FA,8,2019
70,Darrel Williams,2,10,5.0,8,0,0,0,0,0,0.0,0,0,1,1.0,1.0,0.0%,FA,8,2019
71,Darwin Thompson,0,0,0.0,0,0,0,1,1,-1,-1.0,0,0,1,0.9,0.9,0.0%,FA,8,2019
72,Jordan Scarlett,4,9,2.3,6,0,0,0,0,0,0.0,0,0,1,0.9,0.9,0.0%,FA,8,2019
73,Ryquell Armstead,6,7,1.2,6,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.2%,FA,8,2019
74,Jeff Wilson Jr.,2,6,3.0,4,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.1%,MIA,8,2019
75,Jordan Wilkins,2,5,2.5,4,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.0%,FA,8,2019
76,Paul Perkins,3,4,1.3,2,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,8,2019
77,Elijhaa Penny,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,8,2019
78,Derek Watt,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,8,2019
79,Alec Ingold,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.1%,MIA,8,2019
80,Kenjon Barner,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%,FA,8,2019
81,Andrew Beck,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,GB,8,2019
82,Cullen Gillaspia,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,8,2019
83,Chandler Cox,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,8,2019
84,D'Ernest Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.4%,JAC,8,2019
