Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Aaron Jones,19,107,5.6,18,0,4,7,8,75,10.7,0,0,1,49.2,49.2,96.1%,MIN,5,2019
2,Christian McCaffrey,19,176,9.3,84,1,2,6,8,61,10.2,1,0,1,47.7,47.7,100.0%,SF,5,2019
3,Josh Jacobs,26,123,4.7,21,1,2,3,3,20,6.7,0,0,1,29.3,29.3,99.4%,GB,5,2019
4,Matt Breida,11,114,10.4,83,1,1,3,3,15,5.0,1,0,1,27.9,27.9,0.0%,FA,5,2019
5,Dalvin Cook,21,132,6.3,41,1,0,6,6,86,14.3,0,1,1,25.8,25.8,12.7%,DAL,5,2019
6,Phillip Lindsay,15,114,7.6,32,2,1,4,4,33,8.3,0,0,1,24.7,24.7,0.0%,FA,5,2019
7,Leonard Fournette,23,108,4.7,48,1,1,4,7,29,7.3,0,0,1,23.7,23.7,2.1%,FA,5,2019
8,Austin Ekeler,3,7,2.3,4,0,0,15,16,86,5.7,0,1,1,22.3,22.3,87.4%,WAS,5,2019
9,Sony Michel,16,91,5.7,25,1,1,3,3,32,10.7,0,0,1,21.3,21.3,0.0%,FA,5,2019
10,Chris Carson,27,118,4.4,14,0,0,1,2,5,5.0,1,0,1,19.3,19.3,0.3%,FA,5,2019
11,Todd Gurley II,15,51,3.4,12,0,2,3,5,6,2.0,0,1,1,18.7,18.7,0.1%,FA,5,2019
12,David Johnson,17,91,5.4,17,0,0,3,5,65,21.7,0,0,1,18.6,18.6,0.0%,FA,5,2019
13,Devonta Freeman,11,30,2.7,21,1,0,5,5,40,8.0,1,0,1,18.0,18.0,0.0%,FA,5,2019
14,Marlon Mack,29,132,4.6,30,1,0,3,3,16,5.3,0,0,1,17.8,17.8,0.0%,FA,5,2019
15,Chase Edmonds,8,68,8.5,37,1,1,3,4,18,6.0,0,0,1,17.6,17.6,0.3%,TB,5,2019
16,Ezekiel Elliott,12,62,5.2,14,0,1,2,3,29,14.5,0,0,1,17.1,17.1,81.8%,DAL,5,2019
17,Alvin Kamara,16,62,3.9,16,0,0,6,7,42,7.0,0,0,1,16.9,16.9,98.5%,NO,5,2019
18,Le'Veon Bell,15,43,2.9,13,0,0,7,9,45,6.4,0,0,1,15.8,15.8,0.2%,FA,5,2019
19,Tevin Coleman,16,97,6.1,19,0,1,0,0,0,0.0,0,0,1,15.7,15.7,0.0%,FA,5,2019
20,Reggie Bonnafon,5,80,16.0,59,1,1,0,1,0,0.0,0,0,1,14.0,14.0,0.0%,FA,5,2019
21,Derrick Henry,20,78,3.9,24,1,1,0,0,0,0.0,0,0,1,13.8,13.8,99.9%,BAL,5,2019
22,James White,6,26,4.3,7,0,0,6,9,46,7.7,0,0,1,13.2,13.2,0.1%,FA,5,2019
23,Mark Ingram II,19,44,2.3,14,0,1,2,2,5,2.5,0,0,1,12.9,12.9,0.1%,FA,5,2019
24,DeAndre Washington,6,17,2.8,5,0,1,3,3,19,6.3,0,0,1,12.6,12.6,11.0%,FA,5,2019
25,Ito Smith,5,19,3.8,11,0,0,6,6,45,7.5,0,0,1,12.4,12.4,0.0%,FA,5,2019
26,Jordan Howard,13,62,4.8,15,0,1,0,0,0,0.0,0,0,1,12.2,12.2,0.0%,FA,5,2019
27,Carlos Hyde,21,60,2.9,14,0,1,0,1,0,0.0,0,0,1,12.0,12.0,0.0%,FA,5,2019
28,Joe Mixon,19,93,4.9,18,0,0,1,1,16,16.0,0,0,1,11.9,11.9,99.1%,HOU,5,2019
29,James Conner,14,55,3.9,12,0,1,0,0,0,0.0,0,0,1,11.5,11.5,94.4%,ARI,5,2019
30,Brandon Bolden,5,13,2.6,5,0,0,1,1,29,29.0,1,0,1,11.2,11.2,0.0%,FA,5,2019
31,Nick Chubb,16,87,5.4,37,1,0,1,1,12,12.0,0,0,1,10.9,10.9,83.5%,CLE,5,2019
32,Tarik Cohen,4,10,2.5,4,0,0,6,7,39,6.5,0,0,1,10.9,10.9,0.0%,FA,5,2019
33,David Montgomery,11,25,2.3,6,0,1,1,1,11,11.0,0,0,1,10.6,10.6,95.7%,DET,5,2019
34,Miles Sanders,9,15,1.7,8,0,0,4,5,49,12.3,0,0,1,10.4,10.4,8.5%,CAR,5,2019
35,Peyton Barber,8,32,4.0,8,0,1,1,1,-1,-1.0,0,0,1,10.1,10.1,1.0%,FA,5,2019
36,Frank Gore,14,60,4.3,19,0,0,2,2,9,4.5,0,0,1,8.9,8.9,12.1%,FA,5,2019
37,Chris Thompson,4,21,5.3,12,0,0,5,7,17,3.4,0,0,1,8.8,8.8,0.0%,FA,5,2019
38,Royce Freeman,13,61,4.7,11,0,0,2,2,6,3.0,0,0,1,8.7,8.7,0.2%,FA,5,2019
39,Nyheim Hines,2,-1,-0.5,3,0,0,4,5,46,11.5,0,0,1,8.5,8.5,0.3%,CLE,5,2019
40,Melvin Gordon III,12,31,2.6,7,0,0,4,6,7,1.8,0,0,1,7.8,7.8,0.0%,FA,5,2019
41,Duke Johnson Jr.,9,59,6.6,24,1,0,1,1,8,8.0,0,0,1,7.7,7.7,0.0%,FA,5,2019
42,Ronald Jones II,9,35,3.9,14,0,0,2,3,21,10.5,0,0,1,7.6,7.6,0.0%,FA,5,2019
43,Tra Carson,6,14,2.3,7,0,0,4,4,18,4.5,0,0,1,7.2,7.2,0.0%,FA,5,2019
44,Rashaad Penny,6,18,3.0,8,0,0,2,2,31,15.5,0,0,1,6.9,6.9,0.0%,FA,5,2019
45,Damien Williams,9,23,2.6,6,0,0,3,4,15,5.0,0,0,1,6.8,6.8,0.0%,FA,5,2019
46,T.J. Yeldon,2,15,7.5,11,0,0,4,4,13,3.3,0,0,1,6.8,6.8,0.0%,FA,5,2019
47,Giovani Bernard,2,10,5.0,9,0,0,3,3,16,5.3,0,0,1,5.6,5.6,0.0%,FA,5,2019
48,Latavius Murray,7,28,4.0,12,0,0,2,2,6,3.0,0,0,1,5.4,5.4,0.0%,FA,5,2019
49,Alexander Mattison,7,52,7.4,19,0,0,0,0,0,0.0,0,0,1,5.2,5.2,7.9%,LV,5,2019
50,Jalen Richard,2,14,7.0,9,0,0,2,2,18,9.0,0,0,1,5.2,5.2,1.0%,FA,5,2019
51,Dion Lewis,2,11,5.5,9,0,0,2,4,19,9.5,0,0,1,5.0,5.0,2.0%,FA,5,2019
52,Dare Ogunbowale,1,-4,-4.0,0,0,0,2,3,27,13.5,0,0,1,4.3,4.3,0.2%,HOU,5,2019
53,Kyle Juszczyk,0,0,0.0,0,0,0,2,3,20,10.0,0,0,1,4.0,4.0,0.6%,SF,5,2019
54,Jaylen Samuels,3,2,0.7,6,0,0,3,4,11,3.7,0,0,1,3.5,3.5,0.0%,FA,5,2019
55,Elijhaa Penny,3,15,5.0,6,0,0,1,1,9,9.0,0,0,1,3.4,3.4,0.0%,FA,5,2019
56,Jon Hilliman,9,20,2.2,6,0,0,1,2,4,4.0,0,0,1,3.4,3.4,0.0%,FA,5,2019
57,Raheem Mostert,7,34,4.9,8,0,0,0,0,0,0.0,0,0,1,3.4,3.4,92.7%,MIA,5,2019
58,Gus Edwards,5,17,3.4,7,0,0,1,1,6,6.0,0,0,1,3.3,3.3,78.0%,LAC,5,2019
59,Jordan Wilkins,7,28,4.0,10,0,0,0,0,0,0.0,0,0,1,2.8,2.8,0.0%,FA,5,2019
60,Wendell Smallwood,6,27,4.5,12,0,0,0,0,0,0.0,0,0,1,2.7,2.7,0.0%,FA,5,2019
61,Ameer Abdullah,3,24,8.0,15,0,0,0,0,0,0.0,0,0,1,2.4,2.4,0.4%,LV,5,2019
62,LeSean McCoy,0,0,0.0,0,0,0,2,2,23,11.5,0,1,1,2.3,2.3,2.0%,FA,5,2019
63,Tony Pollard,4,19,4.8,7,0,0,0,0,0,0.0,0,0,1,1.9,1.9,90.8%,TEN,5,2019
64,Danny Vitale,0,0,0.0,0,0,0,1,1,9,9.0,0,0,1,1.9,1.9,0.0%,FA,5,2019
65,Derek Watt,0,0,0.0,0,0,0,1,1,8,8.0,0,0,1,1.8,1.8,0.0%,FA,5,2019
66,Adrian Peterson,7,18,2.6,7,0,0,0,0,0,0.0,0,0,1,1.8,1.8,2.4%,FA,5,2019
67,Ryquell Armstead,1,-1,-1.0,0,0,0,1,1,7,7.0,0,0,1,1.6,1.6,0.2%,FA,5,2019
68,D'Ernest Johnson,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,0.4%,JAC,5,2019
69,Jakob Johnson,0,0,0.0,0,0,0,1,2,5,5.0,0,0,1,1.5,1.5,0.0%,FA,5,2019
70,Alex Armah Jr.,0,0,0.0,0,0,0,1,1,4,4.0,0,0,1,1.4,1.4,0.0%,FA,5,2019
71,Wayne Gallman Jr.,2,14,7.0,11,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.0%,FA,5,2019
72,C.J. Ham,0,0,0.0,0,0,0,1,1,-1,-1.0,0,0,1,0.9,0.9,0.1%,MIN,5,2019
73,Justice Hill,2,7,3.5,4,0,0,0,0,0,0.0,0,0,1,0.7,0.7,3.1%,BAL,5,2019
74,Darren Sproles,3,4,1.3,5,0,0,0,1,0,0.0,0,0,1,0.4,0.4,0.1%,FA,5,2019
75,Bilal Powell,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,5,2019
76,Malcolm Brown,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,5,2019
77,Alec Ingold,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.1%,MIA,5,2019
78,Anthony Sherman,1,2,2.0,2,0,0,0,1,0,0.0,0,0,1,0.2,0.2,0.0%,FA,5,2019
79,Ty Montgomery II,2,1,0.5,4,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%,FA,5,2019
80,Andrew Beck,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1,0.0,0.0,0.0%,GB,5,2019
81,Cullen Gillaspia,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
82,Devine Ozigbo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
83,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,WAS,5,2019
84,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
85,Patrick DiMarco,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
86,Zach Line,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
87,Jamize Olawale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
88,Cordarrelle Patterson,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.7%,PIT,5,2019
89,Patrick Ricard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,BAL,5,2019
90,J.P. Holtz,0,0,0.0,0,0,0,1,2,16,16.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
91,Troymaine Pope,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
92,Cethan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
93,T.J. Logan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
94,Brian Hill,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2019
95,Samaje Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.1%,KC,5,2019
96,Travis Homer,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,CHI,5,2019
