Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Alvin Kamara,16,69,4.3,16,0,1,9,10,92,10.2,1,0,1,37.1,37.1,98.5%,NO,3,2019
2,Mark Ingram II,16,103,6.4,21,1,3,4,4,32,8.0,0,0,1,35.5,35.5,0.1%,FA,3,2019
3,Phillip Lindsay,21,81,3.9,9,0,2,4,5,49,12.3,0,0,1,29.0,29.0,0.0%,FA,3,2019
4,Christian McCaffrey,24,153,6.4,76,1,1,3,4,35,11.7,0,0,1,27.8,27.8,100.0%,SF,3,2019
5,Dalvin Cook,16,110,6.9,25,1,1,4,5,33,8.3,0,0,1,24.3,24.3,12.7%,DAL,3,2019
6,LeSean McCoy,8,54,6.8,25,1,1,3,3,26,8.7,1,0,1,23.0,23.0,2.0%,FA,3,2019
7,Tony Pollard,13,103,7.9,28,1,1,3,3,25,8.3,0,0,1,21.8,21.8,90.8%,TEN,3,2019
8,Rex Burkhead,11,47,4.3,8,0,1,6,7,22,3.7,0,0,1,18.9,18.9,10.0%,FA,3,2019
9,David Johnson,11,37,3.4,15,0,0,6,9,28,4.7,1,0,1,18.5,18.5,0.0%,FA,3,2019
10,Joe Mixon,15,60,4.0,14,0,0,2,2,34,17.0,1,0,1,17.4,17.4,99.1%,HOU,3,2019
11,Nick Chubb,23,96,4.2,13,0,0,4,7,35,8.8,0,0,1,17.1,17.1,83.5%,CLE,3,2019
12,Frank Gore,14,76,5.4,22,1,1,2,2,13,6.5,0,0,1,16.9,16.9,12.1%,FA,3,2019
13,Marlon Mack,16,74,4.6,26,1,1,2,3,14,7.0,0,0,1,16.8,16.8,0.0%,FA,3,2019
14,Darrel Williams,9,62,6.9,41,1,0,5,5,47,9.4,0,0,1,15.9,15.9,0.0%,FA,3,2019
15,Ezekiel Elliott,19,125,6.6,18,0,0,2,3,14,7.0,0,0,1,15.9,15.9,81.8%,DAL,3,2019
16,Aaron Jones,10,19,1.9,7,0,2,1,1,4,4.0,0,0,1,15.3,15.3,96.1%,MIN,3,2019
17,Leonard Fournette,15,66,4.4,69,1,0,6,8,26,4.3,0,0,1,15.2,15.2,2.1%,FA,3,2019
18,Austin Ekeler,9,36,4.0,11,0,0,7,7,45,6.4,0,0,1,15.1,15.1,87.4%,WAS,3,2019
19,Chris Thompson,7,29,4.1,11,0,0,4,5,79,19.8,0,0,1,14.8,14.8,0.0%,FA,3,2019
20,Jeff Wilson Jr.,8,18,2.3,5,0,2,0,1,0,0.0,0,0,1,13.8,13.8,0.1%,MIA,3,2019
21,Ronald Jones II,14,80,5.7,25,1,0,1,1,41,41.0,0,0,1,13.1,13.1,0.0%,FA,3,2019
22,Miles Sanders,13,53,4.1,14,0,0,2,4,73,36.5,0,1,1,12.6,12.6,8.5%,CAR,3,2019
23,Devonta Freeman,16,88,5.5,28,2,0,3,4,7,2.3,0,0,1,12.5,12.5,0.0%,FA,3,2019
24,Alexander Mattison,12,58,4.8,21,1,1,0,0,0,0.0,0,0,1,11.8,11.8,7.9%,LV,3,2019
25,Derrick Henry,17,44,2.6,11,0,1,1,2,2,2.0,0,0,1,11.6,11.6,99.9%,BAL,3,2019
26,Kerryon Johnson,20,36,1.8,11,0,1,1,1,7,7.0,0,0,1,11.3,11.3,0.0%,FA,3,2019
27,Royce Freeman,15,63,4.2,13,0,0,4,5,10,2.5,0,0,1,11.3,11.3,0.2%,FA,3,2019
28,David Montgomery,13,67,5.2,25,1,0,3,3,14,4.7,0,0,1,11.1,11.1,95.7%,DET,3,2019
29,Matt Breida,14,68,4.9,10,0,0,2,3,20,10.0,0,0,1,10.8,10.8,0.0%,FA,3,2019
30,Le'Veon Bell,18,35,1.9,8,0,0,4,4,28,7.0,0,0,1,10.3,10.3,0.2%,FA,3,2019
31,Jamaal Williams,12,55,4.6,12,0,0,2,2,27,13.5,0,0,1,10.2,10.2,5.0%,NO,3,2019
32,Jordan Howard,11,37,3.4,11,0,1,0,1,0,0.0,0,0,1,9.7,9.7,0.0%,FA,3,2019
33,C.J. Prosise,4,5,1.3,2,0,0,5,5,38,7.6,0,0,1,9.3,9.3,0.0%,FA,3,2019
34,Gus Edwards,7,53,7.6,15,0,0,2,2,15,7.5,0,0,1,8.8,8.8,78.0%,LAC,3,2019
35,Kenyan Drake,12,38,3.2,8,0,0,3,6,34,11.3,0,1,1,8.2,8.2,0.0%,FA,3,2019
36,Kyle Juszczyk,0,0,0.0,0,0,0,3,3,51,17.0,0,0,1,8.1,8.1,0.6%,SF,3,2019
37,Carlos Hyde,10,19,1.9,10,0,1,0,0,0,0.0,0,0,1,7.9,7.9,0.0%,FA,3,2019
38,James Conner,13,43,3.3,10,0,0,4,4,14,3.5,0,1,1,7.7,7.7,94.4%,ARI,3,2019
39,Saquon Barkley,8,10,1.3,6,0,0,4,5,27,6.8,0,0,1,7.7,7.7,100.0%,PHI,3,2019
40,Peyton Barber,13,48,3.7,8,0,0,2,2,7,3.5,0,0,1,7.5,7.5,1.0%,FA,3,2019
41,Sony Michel,9,11,1.2,5,0,1,0,1,0,0.0,0,0,1,7.1,7.1,0.0%,FA,3,2019
42,Justin Jackson,5,26,5.2,10,0,0,4,4,4,1.0,0,0,1,7.0,7.0,0.0%,FA,3,2019
43,Nyheim Hines,2,3,1.5,2,0,0,3,4,26,8.7,0,0,1,5.9,5.9,0.3%,CLE,3,2019
44,Raheem Mostert,12,79,6.6,19,0,0,0,1,0,0.0,0,1,1,5.9,5.9,92.7%,MIA,3,2019
45,Jalen Richard,2,15,7.5,11,0,0,3,3,14,4.7,0,0,1,5.9,5.9,1.0%,FA,3,2019
46,Dare Ogunbowale,0,0,0.0,0,0,0,3,3,23,7.7,0,0,1,5.3,5.3,0.2%,HOU,3,2019
47,T.J. Yeldon,8,30,3.8,10,0,0,2,3,19,9.5,0,1,1,4.9,4.9,0.0%,FA,3,2019
48,Tarik Cohen,4,-2,-0.5,1,0,0,2,4,26,13.0,0,0,1,4.4,4.4,0.0%,FA,3,2019
49,Adrian Peterson,12,37,3.1,7,0,0,1,3,-3,-3.0,0,0,1,4.4,4.4,2.4%,FA,3,2019
50,Duke Johnson Jr.,2,2,1.0,1,0,0,2,3,22,11.0,0,0,1,4.4,4.4,0.0%,FA,3,2019
51,J.D. McKissic,1,44,44.0,44,1,0,0,0,0,0.0,0,0,1,4.4,4.4,0.0%,FA,3,2019
52,Josh Jacobs,10,44,4.4,18,0,0,0,2,0,0.0,0,0,1,4.4,4.4,99.4%,GB,3,2019
53,Todd Gurley II,14,43,3.1,9,0,0,0,1,0,0.0,0,0,1,4.3,4.3,0.1%,FA,3,2019
54,Chris Carson,15,52,3.5,22,1,0,1,1,-2,-2.0,0,1,1,4.0,4.0,0.3%,FA,3,2019
55,Brandon Bolden,2,-2,-1.0,3,0,0,2,3,21,10.5,0,0,1,3.9,3.9,0.0%,FA,3,2019
