Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Nick Chubb,20,165,8.3,88,1,3,3,4,18,6.0,0,0,1,39.3,39.3,83.5%,CLE,4,2019
2,Christian McCaffrey,27,93,3.4,13,0,1,10,10,86,8.6,0,0,1,33.9,33.9,100.0%,SF,4,2019
3,Jordan Howard,15,87,5.8,19,0,2,3,4,28,9.3,1,0,1,32.5,32.5,0.0%,FA,4,2019
4,Austin Ekeler,18,60,3.3,9,0,1,5,5,62,12.4,1,0,1,29.2,29.2,87.4%,WAS,4,2019
5,Wayne Gallman Jr.,18,63,3.5,22,1,1,6,7,55,9.2,1,1,1,27.8,27.8,0.0%,FA,4,2019
6,James Conner,10,42,4.2,21,1,0,8,8,83,10.4,1,0,1,26.5,26.5,94.4%,ARI,4,2019
7,Leonard Fournette,29,225,7.8,81,2,0,2,3,20,10.0,0,0,1,26.5,26.5,2.1%,FA,4,2019
8,Todd Gurley II,5,16,3.2,13,0,2,7,11,54,7.7,0,0,1,26.0,26.0,0.1%,FA,4,2019
9,Jaylen Samuels,10,26,2.6,13,0,1,8,8,57,7.1,0,0,1,23.5,23.5,0.0%,FA,4,2019
10,David Johnson,11,40,3.6,14,0,0,8,11,99,12.4,0,0,1,21.9,21.9,0.0%,FA,4,2019
11,Dalvin Cook,14,35,2.5,9,0,1,6,8,35,5.8,0,0,1,19.0,19.0,12.7%,DAL,4,2019
12,Darrel Williams,8,13,1.6,8,0,2,3,4,43,14.3,0,1,1,18.6,18.6,0.0%,FA,4,2019
13,Chris Carson,22,104,4.7,12,0,0,4,4,41,10.3,0,0,1,18.5,18.5,0.3%,FA,4,2019
14,Devonta Freeman,12,28,2.3,8,0,0,8,9,72,9.0,0,0,1,18.0,18.0,0.0%,FA,4,2019
15,Aaron Jones,13,21,1.6,7,0,1,6,7,37,6.2,0,0,1,17.8,17.8,96.1%,MIN,4,2019
16,LeSean McCoy,11,56,5.1,39,1,1,2,4,33,16.5,0,0,1,16.9,16.9,2.0%,FA,4,2019
17,Ezekiel Elliott,18,35,1.9,6,0,1,6,7,30,5.0,0,1,1,16.5,16.5,81.8%,DAL,4,2019
18,Kerryon Johnson,26,125,4.8,14,0,0,2,3,32,16.0,0,1,1,15.7,15.7,0.0%,FA,4,2019
19,Ronald Jones II,19,70,3.7,24,1,1,1,1,12,12.0,0,0,1,15.2,15.2,0.0%,FA,4,2019
20,James White,1,1,1.0,1,0,0,8,10,57,7.1,0,0,1,13.8,13.8,0.1%,FA,4,2019
21,Dontrell Hilliard,6,27,4.5,11,0,1,2,3,27,13.5,0,0,1,13.4,13.4,0.0%,FA,4,2019
22,Josh Jacobs,17,79,4.6,16,0,0,2,2,29,14.5,0,0,1,12.8,12.8,99.4%,GB,4,2019
23,Alvin Kamara,17,69,4.1,13,0,0,3,3,20,6.7,0,0,1,11.9,11.9,98.5%,NO,4,2019
24,Ryquell Armstead,8,42,5.3,16,0,0,1,1,7,7.0,1,0,1,11.9,11.9,0.2%,FA,4,2019
25,Derrick Henry,27,100,3.7,16,0,0,1,1,8,8.0,0,0,1,11.8,11.8,99.9%,BAL,4,2019
26,Troymaine Pope,10,20,2.0,8,0,0,2,2,14,7.0,1,0,1,11.4,11.4,0.0%,FA,4,2019
27,Ito Smith,2,11,5.5,10,0,1,2,4,20,10.0,0,0,1,11.1,11.1,0.0%,FA,4,2019
28,Frank Gore,17,109,6.4,41,2,0,0,1,0,0.0,0,0,1,10.9,10.9,12.1%,FA,4,2019
29,T.J. Yeldon,0,0,0.0,0,0,0,4,4,68,17.0,0,0,1,10.8,10.8,0.0%,FA,4,2019
30,Nyheim Hines,3,6,2.0,4,0,0,6,6,39,6.5,0,0,1,10.5,10.5,0.3%,CLE,4,2019
31,Carlos Hyde,12,58,4.8,25,1,0,4,5,6,1.5,0,0,1,10.4,10.4,0.0%,FA,4,2019
32,Joe Mixon,15,62,4.1,15,0,0,4,5,1,0.3,0,0,1,10.3,10.3,99.1%,HOU,4,2019
33,Kenyan Drake,9,44,4.9,10,0,0,3,5,29,9.7,0,0,1,10.3,10.3,0.0%,FA,4,2019
34,Chris Thompson,4,4,1.0,3,0,0,4,5,56,14.0,0,0,1,10.0,10.0,0.0%,FA,4,2019
35,Tarik Cohen,5,11,2.2,6,0,0,2,5,7,3.5,1,0,1,9.8,9.8,0.0%,FA,4,2019
36,Duke Johnson Jr.,6,56,9.3,40,1,0,2,3,22,11.0,0,0,1,9.8,9.8,0.0%,FA,4,2019
