Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,James Conner,16,41,2.6,12,0,1,7,7,78,11.1,1,0,1,30.9,30.9,94.4%,ARI,6,2019
2,Nick Chubb,20,122,6.1,52,2,2,5,6,17,3.4,0,1,1,28.9,28.9,83.5%,CLE,6,2019
3,David Johnson,12,34,2.8,17,0,1,6,8,68,11.3,1,0,1,28.2,28.2,0.0%,FA,6,2019
4,Devonta Freeman,19,88,4.6,15,0,0,3,3,30,10.0,2,0,1,26.8,26.8,0.0%,FA,6,2019
5,Ezekiel Elliott,28,105,3.8,13,0,1,5,6,48,9.6,0,0,1,26.3,26.3,81.8%,DAL,6,2019
6,Chris Carson,24,124,5.2,25,2,1,4,4,35,8.8,0,0,1,25.9,25.9,0.3%,FA,6,2019
7,Jamaal Williams,14,104,7.4,45,1,0,4,5,32,8.0,1,0,1,23.6,23.6,5.0%,NO,6,2019
8,Christian McCaffrey,22,31,1.4,10,0,1,4,5,26,6.5,1,0,1,21.7,21.7,100.0%,SF,6,2019
9,Miles Sanders,3,6,2.0,3,0,0,3,3,86,28.7,1,0,1,18.2,18.2,8.5%,CAR,6,2019
10,Carlos Hyde,26,116,4.5,26,1,1,1,1,14,14.0,0,1,1,18.0,18.0,0.0%,FA,6,2019
11,Leonard Fournette,20,72,3.6,16,0,0,6,6,46,7.7,0,0,1,17.8,17.8,2.1%,FA,6,2019
12,Adrian Peterson,23,118,5.1,25,1,0,2,2,18,9.0,0,0,1,15.6,15.6,2.4%,FA,6,2019
13,Phillip Lindsay,15,70,4.7,30,1,1,2,3,5,2.5,0,0,1,15.5,15.5,0.0%,FA,6,2019
14,Mark Ingram II,13,52,4.0,12,0,1,2,2,22,11.0,0,0,1,15.4,15.4,0.1%,FA,6,2019
15,Chase Edmonds,5,34,6.8,15,0,0,2,2,33,16.5,1,0,1,14.7,14.7,0.3%,TB,6,2019
16,Kerryon Johnson,13,34,2.6,8,0,1,2,4,27,13.5,0,0,1,14.1,14.1,0.0%,FA,6,2019
17,Tevin Coleman,18,45,2.5,9,0,1,2,3,16,8.0,0,0,1,14.1,14.1,0.0%,FA,6,2019
18,Alvin Kamara,11,31,2.8,7,0,0,7,8,35,5.0,0,0,1,13.6,13.6,98.5%,NO,6,2019
19,James White,2,-1,-0.5,1,0,0,9,9,46,5.1,0,0,1,13.5,13.5,0.1%,FA,6,2019
20,Dalvin Cook,16,41,2.6,14,0,1,2,2,13,6.5,0,0,1,13.4,13.4,12.7%,DAL,6,2019
21,Duke Johnson Jr.,5,34,6.8,15,0,0,2,4,20,10.0,1,0,1,13.4,13.4,0.0%,FA,6,2019
22,Sony Michel,22,86,3.9,26,1,0,2,3,27,13.5,0,0,1,13.3,13.3,0.0%,FA,6,2019
23,Kenyan Drake,10,40,4.0,9,0,0,6,9,30,5.0,0,0,1,13.0,13.0,0.0%,FA,6,2019
24,Royce Freeman,11,34,3.1,8,0,0,5,5,42,8.4,0,0,1,12.6,12.6,0.2%,FA,6,2019
25,Mark Walton,6,32,5.3,14,0,0,5,6,43,8.6,0,0,1,12.5,12.5,2.0%,FA,6,2019
26,Brandon Bolden,3,23,7.7,21,1,1,2,2,22,11.0,0,0,1,12.5,12.5,0.0%,FA,6,2019
27,Le'Veon Bell,14,50,3.6,13,0,1,1,1,3,3.0,0,0,1,12.3,12.3,0.2%,FA,6,2019
28,Dare Ogunbowale,1,3,3.0,3,0,1,3,5,22,7.3,0,0,1,11.5,11.5,0.2%,HOU,6,2019
29,Latavius Murray,8,44,5.5,15,0,0,3,3,35,11.7,0,0,1,10.9,10.9,0.0%,FA,6,2019
30,Matt Breida,13,36,2.8,9,0,0,4,4,27,6.8,0,0,1,10.3,10.3,0.0%,FA,6,2019
31,Benny Snell Jr.,17,75,4.4,20,1,0,1,1,14,14.0,0,0,1,9.9,9.9,0.0%,FA,6,2019
32,Damien Williams,1,6,6.0,6,0,0,1,1,14,14.0,1,0,1,9.0,9.0,0.0%,FA,6,2019
33,Aaron Jones,11,47,4.3,9,0,0,4,7,13,3.3,0,1,1,8.0,8.0,96.1%,MIN,6,2019
34,Melvin Gordon III,8,18,2.3,7,0,0,3,4,30,10.0,0,0,1,7.8,7.8,0.0%,FA,6,2019
35,Ronald Jones II,4,10,2.5,5,0,1,0,0,0,0.0,0,0,1,7.0,7.0,0.0%,FA,6,2019
36,Kalen Ballage,3,7,2.3,6,0,1,0,0,0,0.0,0,0,1,6.7,6.7,0.0%,FA,6,2019
37,LeSean McCoy,8,44,5.5,17,0,0,2,2,0,0.0,0,0,1,6.4,6.4,2.0%,FA,6,2019
38,Darrel Williams,0,0,0.0,0,0,0,1,2,52,52.0,0,0,1,6.2,6.2,0.0%,FA,6,2019
39,Joe Mixon,8,10,1.3,3,0,0,2,3,29,14.5,0,0,1,5.9,5.9,99.1%,HOU,6,2019
40,Austin Ekeler,5,14,2.8,11,0,0,3,4,14,4.7,0,0,1,5.8,5.8,87.4%,WAS,6,2019
41,Darrell Henderson Jr.,6,39,6.5,22,1,0,1,2,9,9.0,0,0,1,5.8,5.8,5.0%,FA,6,2019
42,Dion Lewis,1,-1,-1.0,0,0,0,3,3,20,6.7,0,0,1,4.9,4.9,2.0%,FA,6,2019
43,Jordan Howard,13,49,3.8,12,0,0,0,0,0,0.0,0,0,1,4.9,4.9,0.0%,FA,6,2019
44,Ty Montgomery II,0,0,0.0,0,0,0,3,3,17,5.7,0,0,1,4.7,4.7,0.0%,FA,6,2019
45,Giovani Bernard,4,4,1.0,2,0,0,2,3,20,10.0,0,0,1,4.4,4.4,0.0%,FA,6,2019
46,Derrick Henry,15,28,1.9,6,0,0,1,3,5,5.0,0,0,1,4.3,4.3,99.9%,BAL,6,2019
47,Alexander Mattison,14,63,4.5,35,1,0,0,0,0,0.0,0,1,1,4.3,4.3,7.9%,LV,6,2019
48,Malcolm Brown,11,40,3.6,10,0,0,0,0,0,0.0,0,0,1,4.0,4.0,0.0%,FA,6,2019
49,Chris Thompson,3,12,4.0,8,0,0,2,3,8,4.0,0,0,1,4.0,4.0,0.0%,FA,6,2019
50,Dontrell Hilliard,0,0,0.0,0,0,0,2,3,17,8.5,0,0,1,3.7,3.7,0.0%,FA,6,2019
51,Jon Hilliman,11,38,3.5,10,0,0,2,2,-3,-1.5,0,1,1,3.5,3.5,0.0%,FA,6,2019
52,Gus Edwards,6,34,5.7,25,1,0,0,0,0,0.0,0,0,1,3.4,3.4,78.0%,LAC,6,2019
53,J.D. McKissic,3,4,1.3,2,0,0,2,3,7,3.5,0,0,1,3.1,3.1,0.0%,FA,6,2019
54,Justice Hill,5,31,6.2,12,0,0,0,0,0,0.0,0,0,1,3.1,3.1,3.1%,BAL,6,2019
55,Boston Scott,4,30,7.5,15,0,0,0,0,0,0.0,0,0,1,3.0,3.0,0.0%,PIT,6,2019
56,Peyton Barber,8,28,3.5,5,0,0,0,0,0,0.0,0,0,1,2.8,2.8,1.0%,FA,6,2019
57,Andy Janovich,0,0,0.0,0,0,0,1,1,8,8.0,0,0,1,1.8,1.8,0.0%,FA,6,2019
58,Patrick Ricard,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,0.1%,BAL,6,2019
59,Elijhaa Penny,3,6,2.0,3,0,0,1,2,0,0.0,0,0,1,1.6,1.6,0.0%,FA,6,2019
60,Tony Pollard,3,13,4.3,10,0,0,0,0,0,0.0,0,0,1,1.3,1.3,90.8%,TEN,6,2019
61,C.J. Prosise,3,8,2.7,5,0,0,1,3,15,15.0,0,1,1,1.3,1.3,0.0%,FA,6,2019
62,Raheem Mostert,4,13,3.3,8,0,0,0,0,0,0.0,0,0,1,1.3,1.3,92.7%,MIA,6,2019
63,Ito Smith,3,6,2.0,3,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.0%,FA,6,2019
64,Bilal Powell,1,5,5.0,5,0,0,0,1,0,0.0,0,0,1,0.5,0.5,0.0%,FA,6,2019
