Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Christian McCaffrey,19,128,6.7,23,1,2,10,11,81,8.1,0,0,1,42.9,42.9,100.0%,SF,1,2019
2,Austin Ekeler,12,58,4.8,19,0,1,6,7,96,16.0,2,0,1,39.4,39.4,87.4%,WAS,1,2019
3,Derrick Henry,19,84,4.4,18,0,1,1,2,75,75.0,1,0,1,28.9,28.9,99.9%,BAL,1,2019
4,Dalvin Cook,21,111,5.3,22,2,2,2,2,9,4.5,0,0,1,26.0,26.0,12.7%,DAL,1,2019
5,David Johnson,18,82,4.6,18,0,0,6,7,55,9.2,1,0,1,25.7,25.7,0.0%,FA,1,2019
6,Marlon Mack,25,174,7.0,63,2,1,0,0,0,0.0,0,0,1,25.4,25.4,0.0%,FA,1,2019
7,Josh Jacobs,23,85,3.7,13,0,2,1,1,28,28.0,0,0,1,24.3,24.3,99.4%,GB,1,2019
8,Chris Carson,15,46,3.1,21,1,1,6,7,34,5.7,1,1,1,24.0,24.0,0.3%,FA,1,2019
9,Alvin Kamara,13,97,7.5,28,2,0,7,8,72,10.3,0,0,1,23.9,23.9,98.5%,NO,1,2019
10,Le'Veon Bell,17,60,3.5,12,0,0,6,9,32,5.3,1,0,1,23.2,23.2,0.2%,FA,1,2019
11,Mark Ingram II,14,107,7.6,49,1,2,0,0,0,0.0,0,0,1,22.7,22.7,0.1%,FA,1,2019
12,Damien Williams,13,26,2.0,6,0,1,6,6,39,6.5,0,0,1,18.5,18.5,0.0%,FA,1,2019
13,Saquon Barkley,11,120,10.9,59,1,0,4,6,19,4.8,0,0,1,17.9,17.9,100.0%,PHI,1,2019
14,Malcolm Brown,11,53,4.8,17,0,2,0,0,0,0.0,0,0,1,17.3,17.3,0.0%,FA,1,2019
15,Devin Singletary,4,70,17.5,23,2,0,5,6,28,5.6,0,0,1,14.8,14.8,87.8%,NYG,1,2019
16,Chris Thompson,3,10,3.3,7,0,0,7,10,68,9.7,0,0,1,14.8,14.8,0.0%,FA,1,2019
17,Rex Burkhead,8,44,5.5,11,0,0,5,8,41,8.2,0,0,1,13.5,13.5,10.0%,FA,1,2019
18,Ezekiel Elliott,13,53,4.1,10,0,1,1,2,10,10.0,0,0,1,13.3,13.3,81.8%,DAL,1,2019
19,James White,4,26,6.5,9,0,0,5,7,56,11.2,0,0,1,13.2,13.2,0.1%,FA,1,2019
20,Wayne Gallman Jr.,2,17,8.5,15,0,1,3,3,24,8.0,0,0,1,13.1,13.1,0.0%,FA,1,2019
21,Duke Johnson Jr.,9,57,6.3,32,1,0,4,5,33,8.3,0,0,1,13.0,13.0,0.0%,FA,1,2019
22,Tarik Cohen,0,0,0.0,0,0,0,8,10,49,6.1,0,0,1,12.9,12.9,0.0%,FA,1,2019
23,Latavius Murray,6,43,7.2,30,1,1,2,3,4,2.0,0,0,1,12.7,12.7,0.0%,FA,1,2019
24,Nick Chubb,17,75,4.4,15,0,0,3,4,10,3.3,0,0,1,11.5,11.5,83.5%,CLE,1,2019
25,Leonard Fournette,13,66,5.1,14,0,0,4,6,28,7.0,0,1,1,11.4,11.4,2.1%,FA,1,2019
26,Darren Sproles,9,47,5.2,17,0,0,3,3,16,5.3,0,0,1,11.3,11.3,0.1%,FA,1,2019
27,Todd Gurley II,14,97,6.9,25,1,0,1,1,4,4.0,0,0,1,11.1,11.1,0.1%,FA,1,2019
28,Phillip Lindsay,11,43,3.9,9,0,0,4,6,23,5.8,0,0,1,10.6,10.6,0.0%,FA,1,2019
29,James Conner,10,21,2.1,5,0,0,4,4,44,11.0,0,0,1,10.5,10.5,94.4%,ARI,1,2019
30,Ronald Jones II,13,75,5.8,16,0,0,1,1,18,18.0,0,0,1,10.3,10.3,0.0%,FA,1,2019
31,LeSean McCoy,10,81,8.1,31,1,0,1,1,12,12.0,0,0,1,10.3,10.3,2.0%,FA,1,2019
32,Mike Davis,5,19,3.8,8,0,0,6,7,17,2.8,0,0,1,9.6,9.6,1.0%,FA,1,2019
33,Carlos Hyde,10,83,8.3,20,1,0,1,1,2,2.0,0,0,1,9.5,9.5,0.0%,FA,1,2019
34,Dontrell Hilliard,1,4,4.0,4,0,1,1,2,14,14.0,0,0,1,8.8,8.8,0.0%,FA,1,2019
35,Giovani Bernard,7,21,3.0,11,0,0,2,3,42,21.0,0,0,1,8.3,8.3,0.0%,FA,1,2019
36,Kerryon Johnson,16,49,3.1,9,0,0,2,2,13,6.5,0,0,1,8.2,8.2,0.0%,FA,1,2019
37,Tevin Coleman,6,23,3.8,12,0,0,2,3,33,16.5,0,0,1,7.6,7.6,0.0%,FA,1,2019
38,Jordan Howard,6,44,7.3,17,0,0,2,3,11,5.5,0,0,1,7.5,7.5,0.0%,FA,1,2019
39,Dare Ogunbowale,0,0,0.0,0,0,0,4,5,33,8.3,0,0,1,7.3,7.3,0.2%,HOU,1,2019
40,Justin Jackson,6,57,9.5,24,2,0,1,3,4,4.0,0,0,1,7.1,7.1,0.0%,FA,1,2019
41,Royce Freeman,10,56,5.6,26,1,0,1,1,5,5.0,0,0,1,7.1,7.1,0.2%,FA,1,2019
42,Patrick Ricard,0,0,0.0,0,0,0,1,1,1,1.0,1,0,1,7.1,7.1,0.1%,BAL,1,2019
43,Derrius Guice,10,18,1.8,5,0,0,3,3,20,6.7,0,0,1,6.8,6.8,1.1%,FA,1,2019
44,Peyton Barber,8,33,4.1,14,0,0,2,4,12,6.0,0,0,1,6.5,6.5,1.0%,FA,1,2019
45,Alex Armah Jr.,1,1,1.0,1,0,1,0,0,0,0.0,0,0,1,6.1,6.1,0.0%,FA,1,2019
46,Nyheim Hines,4,13,3.3,6,0,0,4,4,4,1.0,0,0,1,5.7,5.7,0.3%,CLE,1,2019
47,D'Ernest Johnson,1,13,13.0,13,0,0,2,2,23,11.5,0,0,1,5.6,5.6,0.4%,JAC,1,2019
48,Gus Edwards,17,56,3.3,11,0,0,0,0,0,0.0,0,0,1,5.6,5.6,78.0%,LAC,1,2019
49,David Montgomery,6,18,3.0,6,0,0,1,1,27,27.0,0,0,1,5.5,5.5,95.7%,DET,1,2019
50,Raheem Mostert,9,40,4.4,18,0,0,1,1,0,0.0,0,0,1,5.0,5.0,92.7%,MIA,1,2019
51,Ito Smith,6,31,5.2,16,0,0,1,1,9,9.0,0,0,1,5.0,5.0,0.0%,FA,1,2019
52,Aaron Jones,13,39,3.0,9,0,0,1,1,0,0.0,0,0,1,4.9,4.9,96.1%,MIN,1,2019
53,Alexander Mattison,9,49,5.4,23,1,0,0,0,0,0.0,0,0,1,4.9,4.9,7.9%,LV,1,2019
54,Kenyan Drake,4,12,3.0,9,0,0,2,3,15,7.5,0,0,1,4.7,4.7,0.0%,FA,1,2019
55,J.D. McKissic,0,0,0.0,0,0,0,2,2,24,12.0,0,0,1,4.4,4.4,0.0%,FA,1,2019
56,Dion Lewis,3,7,2.3,6,0,0,3,4,6,2.0,0,0,1,4.3,4.3,2.0%,FA,1,2019
57,Devonta Freeman,8,19,2.4,5,0,0,3,4,12,4.0,0,1,1,4.1,4.1,0.0%,FA,1,2019
58,Joe Mixon,6,10,1.7,6,0,0,2,3,7,3.5,0,0,1,3.7,3.7,99.1%,HOU,1,2019
59,Matt Breida,15,37,2.5,13,0,0,0,1,0,0.0,0,0,1,3.7,3.7,0.0%,FA,1,2019
60,Miles Sanders,11,25,2.3,19,0,0,1,2,2,2.0,0,0,1,3.7,3.7,8.5%,CAR,1,2019
61,C.J. Anderson,11,35,3.2,9,0,0,0,0,0,0.0,0,0,1,3.5,3.5,1.0%,FA,1,2019
62,Jamaal Williams,5,0,0.0,5,0,0,2,2,15,7.5,0,0,1,3.5,3.5,5.0%,NO,1,2019
63,Patrick DiMarco,0,0,0.0,0,0,0,2,2,9,4.5,0,0,1,2.9,2.9,0.0%,FA,1,2019
64,Justice Hill,7,27,3.9,13,0,0,0,0,0,0.0,0,0,1,2.7,2.7,3.1%,BAL,1,2019
65,Anthony Sherman,0,0,0.0,0,0,0,1,1,15,15.0,0,0,1,2.5,2.5,0.0%,FA,1,2019
66,Tony Pollard,13,24,1.8,6,0,0,0,0,0,0.0,0,0,1,2.4,2.4,90.8%,TEN,1,2019
67,Kalen Ballage,5,-1,-0.2,6,0,0,1,1,13,13.0,0,0,1,2.2,2.2,0.0%,FA,1,2019
68,Frank Gore,11,20,1.8,9,0,0,0,0,0,0.0,0,0,1,2.0,2.0,12.1%,FA,1,2019
69,Rashaad Penny,6,18,3.0,5,0,0,0,0,0,0.0,0,0,1,1.8,1.8,0.0%,FA,1,2019
70,Jaylen Samuels,2,4,2.0,2,0,0,1,2,2,2.0,0,0,1,1.6,1.6,0.0%,FA,1,2019
71,Sony Michel,15,14,0.9,5,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.0%,FA,1,2019
72,Darwin Thompson,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,1.3,1.3,0.0%,FA,1,2019
73,Nick Bawden,0,0,0.0,0,0,0,1,1,0,0.0,0,0,1,1.0,1.0,0.0%,FA,1,2019
74,Ameer Abdullah,2,8,4.0,6,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.4%,LV,1,2019
