Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kenyan Drake,22,137,6.2,21,1,4,1,1,9,9.0,0,0,1,39.6,39.6,0.0%,FA,15,2019
2,Christian McCaffrey,19,87,4.6,15,0,2,8,10,88,11.0,0,0,1,37.5,37.5,100.0%,SF,15,2019
3,Miles Sanders,19,122,6.4,56,1,1,6,6,50,8.3,1,0,1,35.2,35.2,8.5%,CAR,15,2019
4,Ezekiel Elliott,24,117,4.9,15,0,2,3,4,43,14.3,0,0,1,31.0,31.0,81.8%,DAL,15,2019
5,Saquon Barkley,24,112,4.7,12,0,2,4,5,31,7.8,0,0,1,30.3,30.3,100.0%,PHI,15,2019
6,Chris Carson,24,133,5.5,23,1,2,1,2,4,4.0,0,0,1,26.7,26.7,0.3%,FA,15,2019
7,Nick Chubb,17,127,7.5,33,2,1,3,3,21,7.0,0,0,1,23.8,23.8,83.5%,CLE,15,2019
8,Mark Ingram II,13,76,5.8,29,1,1,1,2,10,10.0,1,0,1,23.6,23.6,0.1%,FA,15,2019
9,Tony Pollard,12,131,10.9,44,3,1,2,2,12,6.0,0,0,1,22.3,22.3,90.8%,TEN,15,2019
10,Todd Gurley II,11,20,1.8,8,0,1,3,6,18,6.0,1,0,1,20.8,20.8,0.1%,FA,15,2019
11,Joe Mixon,25,136,5.4,29,1,0,3,3,20,6.7,0,0,1,18.6,18.6,99.1%,HOU,15,2019
12,Adrian Peterson,16,66,4.1,14,0,1,3,3,25,8.3,0,0,1,18.1,18.1,2.4%,FA,15,2019
13,Mike Boone,13,56,4.3,10,0,2,0,0,0,0.0,0,0,1,17.6,17.6,0.0%,CAR,15,2019
14,Aaron Jones,13,51,3.9,21,1,2,0,0,0,0.0,0,0,1,17.1,17.1,96.1%,MIN,15,2019
15,Carlos Hyde,26,104,4.0,11,0,1,0,0,0,0.0,0,0,1,16.4,16.4,0.0%,FA,15,2019
16,Wes Hills,10,21,2.1,15,0,2,2,2,1,0.5,0,0,1,16.2,16.2,0.0%,FA,15,2019
17,Kareem Hunt,4,14,3.5,6,0,0,8,9,62,7.8,0,0,1,15.6,15.6,0.2%,FA,15,2019
18,Tarik Cohen,8,28,3.5,8,0,0,7,10,57,8.1,0,0,1,15.5,15.5,0.0%,FA,15,2019
19,James White,3,13,4.3,13,0,0,3,4,49,16.3,1,0,1,15.2,15.2,0.1%,FA,15,2019
20,James Conner,8,42,5.3,17,0,0,4,5,9,2.3,1,0,1,15.1,15.1,94.4%,ARI,15,2019
21,Alvin Kamara,14,66,4.7,15,0,0,5,5,23,4.6,0,0,1,13.9,13.9,98.5%,NO,15,2019
22,Rex Burkhead,6,53,8.8,33,1,1,2,2,6,3.0,0,0,1,13.9,13.9,10.0%,FA,15,2019
23,Boston Scott,6,26,4.3,6,0,0,7,7,39,5.6,0,0,1,13.5,13.5,0.0%,PIT,15,2019
24,Austin Ekeler,7,19,2.7,11,0,0,5,7,62,12.4,0,0,1,13.1,13.1,87.4%,WAS,15,2019
25,Josh Jacobs,24,89,3.7,9,0,0,2,3,20,10.0,0,0,1,12.9,12.9,99.4%,GB,15,2019
26,Leonard Fournette,15,42,2.8,17,0,0,5,7,31,6.2,0,0,1,12.3,12.3,2.1%,FA,15,2019
27,Sony Michel,19,89,4.7,12,0,0,1,2,14,14.0,0,0,1,11.3,11.3,0.0%,FA,15,2019
28,Raheem Mostert,14,54,3.9,8,0,1,1,2,5,5.0,0,1,1,10.9,10.9,92.7%,MIA,15,2019
29,Le'Veon Bell,21,87,4.1,15,0,0,2,2,1,0.5,0,0,1,10.8,10.8,0.2%,FA,15,2019
