Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Derrick Henry,32,211,6.6,53,2,3,0,0,0,0.0,0,0,1,39.1,39.1,99.9%,BAL,18,2019
2,Boston Scott,19,54,2.8,15,0,3,4,6,84,21.0,0,0,1,35.8,35.8,0.0%,PIT,18,2019
3,Damien Williams,12,124,10.3,84,1,2,4,7,30,7.5,0,0,1,31.4,31.4,0.0%,FA,18,2019
4,Joe Mixon,26,162,6.2,41,3,2,1,1,14,14.0,0,0,1,30.6,30.6,99.1%,HOU,18,2019
5,Ezekiel Elliott,18,122,6.8,33,1,1,3,5,2,0.7,1,0,1,27.4,27.4,81.8%,DAL,18,2019
6,Melvin Gordon III,14,46,3.3,15,0,1,6,7,76,12.7,0,0,1,24.2,24.2,0.0%,FA,18,2019
7,Mike Boone,17,148,8.7,59,2,1,2,3,12,6.0,0,0,1,24.0,24.0,0.0%,CAR,18,2019
8,Christian McCaffrey,9,26,2.9,10,0,1,7,10,72,10.3,0,0,1,22.8,22.8,100.0%,SF,18,2019
9,DeAndre Washington,17,77,4.5,36,1,0,8,9,55,6.9,0,0,1,21.2,21.2,11.0%,FA,18,2019
10,Saquon Barkley,17,92,5.4,68,1,1,3,4,25,8.3,0,0,1,20.7,20.7,100.0%,PHI,18,2019
11,Raheem Mostert,10,57,5.7,17,0,2,1,2,16,16.0,0,0,1,20.3,20.3,92.7%,MIA,18,2019
12,Alvin Kamara,8,39,4.9,15,0,2,2,3,18,9.0,0,0,1,19.7,19.7,98.5%,NO,18,2019
13,Marlon Mack,15,77,5.1,20,1,2,0,1,0,0.0,0,0,1,19.7,19.7,0.0%,FA,18,2019
14,Ryquell Armstead,10,33,3.3,9,0,0,5,9,52,10.4,1,0,1,19.5,19.5,0.2%,FA,18,2019
15,Austin Ekeler,9,46,5.1,22,1,0,9,11,43,4.8,0,0,1,17.9,17.9,87.4%,WAS,18,2019
16,Kenyan Drake,12,60,5.0,24,1,1,3,4,23,7.7,0,0,1,17.3,17.3,0.0%,FA,18,2019
17,David Montgomery,23,113,4.9,14,0,1,0,0,0,0.0,0,0,1,17.3,17.3,95.7%,DET,18,2019
18,Duke Johnson Jr.,4,12,3.0,8,0,1,5,6,45,9.0,0,0,1,16.7,16.7,0.0%,FA,18,2019
19,Aaron Jones,25,100,4.0,14,0,0,2,6,43,21.5,0,0,1,16.3,16.3,96.1%,MIN,18,2019
20,Tarik Cohen,4,20,5.0,19,0,0,9,10,44,4.9,0,0,1,15.4,15.4,0.0%,FA,18,2019
21,Benny Snell Jr.,18,91,5.1,19,0,1,0,0,0,0.0,0,0,1,15.1,15.1,0.0%,FA,18,2019
22,Travis Homer,10,62,6.2,13,0,0,5,5,30,6.0,0,0,1,14.2,14.2,0.0%,CHI,18,2019
23,Sony Michel,18,74,4.1,9,0,1,0,0,0,0.0,0,0,1,13.4,13.4,0.0%,FA,18,2019
24,Le'Veon Bell,16,41,2.6,12,0,0,5,5,36,7.2,0,0,1,12.7,12.7,0.2%,FA,18,2019
25,Gus Edwards,21,130,6.2,38,1,0,1,1,2,2.0,0,1,1,12.2,12.2,78.0%,LAC,18,2019
26,Justice Hill,10,39,3.9,13,0,1,1,2,10,10.0,0,0,1,11.9,11.9,3.1%,BAL,18,2019
27,Ronald Jones II,11,106,9.6,33,2,0,2,2,10,5.0,0,1,1,11.6,11.6,0.0%,FA,18,2019
28,Kerryon Johnson,11,53,4.8,20,1,1,0,0,0,0.0,0,0,1,11.3,11.3,0.0%,FA,18,2019
29,Patrick Laird,11,21,1.9,4,0,0,4,5,48,12.0,0,0,1,10.9,10.9,0.0%,FA,18,2019
30,Todd Gurley II,20,68,3.4,14,0,0,2,2,21,10.5,0,0,1,10.9,10.9,0.1%,FA,18,2019
31,James White,2,4,2.0,7,0,0,3,3,33,11.0,1,1,1,10.7,10.7,0.1%,FA,18,2019
32,Malcolm Brown,9,26,2.9,15,0,1,1,1,6,6.0,0,0,1,10.2,10.2,0.0%,FA,18,2019
33,Marshawn Lynch,12,34,2.8,15,0,1,0,0,0,0.0,0,0,1,9.4,9.4,0.3%,FA,18,2019
34,Devonta Freeman,18,58,3.2,12,0,0,2,4,15,7.5,0,0,1,9.3,9.3,0.0%,FA,18,2019
35,Nyheim Hines,7,34,4.9,15,0,0,3,5,22,7.3,0,0,1,8.6,8.6,0.3%,CLE,18,2019
36,Latavius Murray,17,61,3.6,13,0,0,1,1,14,14.0,0,0,1,8.5,8.5,0.0%,FA,18,2019
37,Miles Sanders,9,52,5.8,21,1,0,3,5,-1,-0.3,0,0,1,8.1,8.1,8.5%,CAR,18,2019
38,Devine Ozigbo,9,27,3.0,9,0,0,3,5,23,7.7,0,0,1,8.0,8.0,0.0%,FA,18,2019
39,Jalen Richard,3,20,6.7,9,0,0,2,2,39,19.5,0,0,1,7.9,7.9,1.0%,FA,18,2019
40,Tony Pollard,14,60,4.3,11,0,0,1,2,5,5.0,0,0,1,7.5,7.5,90.8%,TEN,18,2019
41,Frank Gore,6,26,4.3,12,0,0,3,4,16,5.3,0,0,1,7.2,7.2,12.1%,FA,18,2019
42,T.J. Yeldon,7,18,2.6,12,0,0,3,4,24,8.0,0,0,1,7.2,7.2,0.0%,FA,18,2019
43,Adrian Peterson,13,78,6.0,32,1,0,1,4,0,0.0,0,1,1,6.8,6.8,2.4%,FA,18,2019
44,Kareem Hunt,3,4,1.3,5,0,0,3,4,32,10.7,0,0,1,6.6,6.6,0.2%,FA,18,2019
45,Ameer Abdullah,6,22,3.7,11,0,0,3,4,14,4.7,0,0,1,6.6,6.6,0.4%,LV,18,2019
46,Ty Johnson,3,65,21.7,40,1,0,0,2,0,0.0,0,0,1,6.5,6.5,0.9%,BUF,18,2019
47,Rex Burkhead,6,48,8.0,14,0,0,1,1,6,6.0,0,0,1,6.4,6.4,10.0%,FA,18,2019
48,Reggie Bonnafon,2,3,1.5,2,0,0,2,2,39,19.5,0,0,1,6.2,6.2,0.0%,FA,18,2019
49,Taiwan Jones,9,40,4.4,11,0,0,1,1,9,9.0,0,0,1,5.9,5.9,0.0%,FA,18,2019
50,Kyle Juszczyk,0,0,0.0,0,0,0,1,1,49,49.0,0,0,1,5.9,5.9,0.6%,SF,18,2019
51,Peyton Barber,6,10,1.7,6,0,0,2,4,25,12.5,0,0,1,5.5,5.5,1.0%,FA,18,2019
52,Phillip Lindsay,18,53,2.9,8,0,0,0,1,0,0.0,0,0,1,5.3,5.3,0.0%,FA,18,2019
53,Nick Chubb,13,41,3.2,8,0,0,1,2,1,1.0,0,0,1,5.2,5.2,83.5%,CLE,18,2019
54,Bo Scarbrough,9,42,4.7,15,0,0,0,0,0,0.0,0,0,1,4.2,4.2,0.0%,FA,18,2019
55,Devontae Booker,0,0,0.0,0,0,0,2,2,17,8.5,0,0,1,3.7,3.7,0.0%,FA,18,2019
56,Tevin Coleman,5,11,2.2,5,0,0,1,2,7,7.0,0,0,1,2.8,2.8,0.0%,FA,18,2019
