Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Josh Allen,32,43,74.4,358,8.3,4,0,0,4,9,1,0,1,37.2,37.2,100.0%,BUF,3,2021
2,Justin Herbert,26,38,68.4,281,7.4,4,0,1,4,16,0,0,1,30.8,30.8,65.1%,LAC,3,2021
3,Matthew Stafford,27,38,71.1,343,9.0,4,0,1,2,-2,0,0,1,29.5,29.5,49.9%,LAR,3,2021
4,Tom Brady,41,55,74.5,432,7.9,1,0,3,3,14,1,0,1,28.7,28.7,2.7%,FA,3,2021
5,Sam Darnold,23,34,67.6,304,8.9,0,0,3,8,11,2,0,1,25.3,25.3,6.3%,MIN,3,2021
6,Kirk Cousins,30,38,78.9,323,8.5,3,0,1,1,2,0,0,1,25.1,25.1,64.2%,ATL,3,2021
7,Patrick Mahomes II,27,44,61.4,260,5.9,3,2,2,4,45,0,0,1,24.9,24.9,99.9%,KC,3,2021
8,Ryan Tannehill,18,27,66.7,197,7.3,3,2,1,5,56,0,0,1,23.5,23.5,0.1%,FA,3,2021
9,Taylor Heinicke,14,24,58.3,212,8.8,2,2,1,8,21,1,0,1,23.4,23.4,0.0%,LAC,3,2021
10,Jalen Hurts,25,39,64.1,326,8.4,2,2,2,9,35,0,0,1,22.5,22.5,99.9%,PHI,3,2021
11,Derek Carr,26,43,60.5,386,9.0,2,1,3,2,-2,0,0,1,22.2,22.2,7.1%,NO,3,2021
12,Lamar Jackson,16,31,51.6,287,9.3,1,1,4,8,58,0,0,1,20.3,20.3,99.9%,BAL,3,2021
13,Jacoby Brissett,32,49,65.3,215,4.4,0,0,2,7,37,1,0,1,20.3,20.3,0.9%,NE,3,2021
14,Dak Prescott,21,26,80.8,238,9.2,3,0,4,9,6,0,1,1,20.1,20.1,96.3%,DAL,3,2021
15,Kyler Murray,28,34,82.4,316,9.3,0,1,0,7,19,1,0,1,19.5,19.5,94.7%,ARI,3,2021
16,Aaron Rodgers,23,33,69.7,261,7.9,2,0,1,0,0,0,0,1,19.0,19.0,72.2%,NYJ,3,2021
17,Joe Burrow,14,18,77.8,172,9.6,3,1,0,5,7,0,0,1,18.6,18.6,98.2%,CIN,3,2021
18,Baker Mayfield,19,31,61.3,246,7.9,1,0,5,4,31,0,0,1,16.9,16.9,31.7%,TB,3,2021
19,Russell Wilson,23,32,71.9,298,9.3,1,0,2,3,7,0,0,1,16.6,16.6,6.9%,PIT,3,2021
20,Daniel Jones,24,35,68.6,266,7.6,0,0,2,8,39,0,0,1,16.5,16.5,7.4%,NYG,3,2021
21,Jimmy Garoppolo,25,40,62.5,257,6.4,2,1,4,1,4,0,1,1,15.7,15.7,0.1%,LAR,3,2021
22,Matt Ryan,27,36,75.0,243,6.8,2,0,3,1,-1,0,1,1,15.6,15.6,0.1%,FA,3,2021
23,Ben Roethlisberger,38,58,65.5,318,5.5,1,2,4,1,5,0,0,1,15.2,15.2,13.6%,FA,3,2021
24,Mac Jones,30,51,58.8,270,5.3,1,3,2,6,28,0,0,1,14.6,14.6,0.1%,JAC,3,2021
25,Jameis Winston,13,21,61.9,128,6.1,2,0,3,5,4,0,0,1,13.5,13.5,0.6%,CLE,3,2021
26,Teddy Bridgewater,19,25,76.0,235,9.4,0,0,2,4,24,0,0,1,11.8,11.8,0.0%,FA,3,2021
27,Davis Mills,19,28,67.9,168,6.0,1,0,4,1,0,0,0,1,10.7,10.7,0.1%,HOU,3,2021
28,Trevor Lawrence,22,34,64.7,219,6.4,1,2,3,6,27,0,2,1,9.5,9.5,66.9%,JAC,3,2021
29,Taysom Hill,0,0,0.0,0,0.0,0,0,0,6,32,1,0,1,9.2,9.2,45.9%,NO,3,2021
30,Jared Goff,22,30,73.3,217,7.2,0,0,2,1,4,0,0,1,9.1,9.1,73.4%,DET,3,2021
31,Carson Wentz,19,37,51.4,194,5.2,0,0,2,0,0,0,0,1,7.8,7.8,0.2%,KC,3,2021
32,Trey Lance,0,0,0.0,0,0.0,0,0,0,1,1,1,0,1,6.1,6.1,0.1%,DAL,3,2021
33,Zach Wilson,19,35,54.3,160,4.6,0,2,5,1,2,0,0,1,4.6,4.6,0.1%,DEN,3,2021
34,Justin Fields,6,20,30.0,68,3.4,0,0,9,3,12,0,0,1,3.9,3.9,6.0%,PIT,3,2021
35,Mitchell Trubisky,1,1,100.0,1,1.0,0,0,0,4,19,0,0,1,1.9,1.9,0.1%,BUF,3,2021
36,Case Keenum,0,0,0.0,0,0.0,0,0,0,3,0,0,0,1,0.0,0.0,0.0%,HOU,3,2021
