Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Josh Allen,29,42,69.0,249,5.9,2,0,0,8,55,1,0,1,29.5,29.5,100.0%,BUF,8,2021
2,Mike White,37,45,82.2,405,9.0,3,2,2,5,-1,0,0,1,28.1,28.1,0.1%,BUF,8,2021
3,Jimmy Garoppolo,17,28,60.7,322,11.5,0,0,0,5,4,2,0,1,27.3,27.3,0.1%,LAR,8,2021
4,Tom Brady,28,40,70.0,375,9.4,4,2,3,1,2,0,1,1,27.2,27.2,2.7%,FA,8,2021
5,Justin Fields,19,27,70.4,175,6.5,1,1,4,10,103,1,0,1,26.3,26.3,6.0%,PIT,8,2021
6,Matthew Stafford,21,32,65.6,305,9.5,3,0,0,0,0,0,0,1,24.2,24.2,49.9%,LAR,8,2021
7,Ryan Tannehill,23,33,69.7,265,8.0,3,2,3,2,26,0,0,1,23.2,23.2,0.1%,FA,8,2021
8,Geno Smith,20,24,83.3,195,8.1,2,0,3,2,8,1,0,1,22.6,22.6,21.9%,SEA,8,2021
9,Davis Mills,29,38,76.3,310,8.2,2,1,5,0,0,0,0,1,21.4,21.4,0.1%,HOU,8,2021
10,Joe Burrow,21,34,61.8,259,7.6,3,1,3,1,-1,0,0,1,21.3,21.3,98.2%,CIN,8,2021
11,Carson Wentz,27,51,52.9,231,4.5,3,2,1,3,11,0,0,1,20.3,20.3,0.2%,KC,8,2021
12,Cooper Rush,24,40,60.0,325,8.1,2,1,3,1,2,0,1,1,18.2,18.2,0.1%,DAL,8,2021
13,Daniel Jones,22,32,68.8,222,6.9,2,1,3,5,12,0,0,1,17.1,17.1,7.4%,NYG,8,2021
14,Tua Tagovailoa,21,39,53.8,205,5.3,0,1,2,4,10,1,0,1,16.2,16.2,80.1%,MIA,8,2021
15,Justin Herbert,18,35,51.4,223,6.4,2,2,3,2,9,0,0,1,15.8,15.8,65.1%,LAC,8,2021
16,Aaron Rodgers,22,37,59.5,184,5.0,2,0,1,2,3,0,0,1,15.7,15.7,72.2%,NYJ,8,2021
17,Patrick Mahomes II,29,48,60.4,275,5.7,1,1,2,3,10,0,0,1,15.0,15.0,99.9%,KC,8,2021
18,Ben Roethlisberger,22,34,64.7,266,7.8,1,0,2,1,0,0,0,1,14.6,14.6,13.6%,FA,8,2021
19,Taylor Heinicke,24,39,61.5,270,6.9,1,2,5,1,10,0,0,1,13.8,13.8,0.0%,LAC,8,2021
20,Trevor Lawrence,32,54,59.3,238,4.4,1,1,1,3,11,0,0,1,13.6,13.6,66.9%,JAC,8,2021
21,Kirk Cousins,23,35,65.7,184,5.3,1,0,1,3,18,0,0,1,13.2,13.2,64.2%,ATL,8,2021
22,Teddy Bridgewater,19,26,73.1,213,8.2,1,0,4,1,1,0,0,1,12.6,12.6,0.0%,FA,8,2021
23,Sam Darnold,13,24,54.2,129,5.4,0,0,0,8,66,0,0,1,11.8,11.8,6.3%,MIN,8,2021
24,Mac Jones,18,35,51.4,217,6.2,0,0,1,4,10,0,0,1,11.7,11.7,0.1%,JAC,8,2021
25,Jalen Hurts,9,14,64.3,103,7.4,0,0,0,7,71,0,0,1,11.2,11.2,99.9%,PHI,8,2021
26,Kyler Murray,22,33,66.7,274,8.3,0,2,2,6,21,0,0,1,11.1,11.1,94.7%,ARI,8,2021
27,Trevor Siemian,16,29,55.2,159,5.5,1,0,1,2,2,0,0,1,10.6,10.6,0.0%,FA,8,2021
28,Jameis Winston,6,10,60.0,56,5.6,1,0,0,4,40,0,0,1,10.2,10.2,0.6%,CLE,8,2021
29,Baker Mayfield,20,31,64.5,225,7.3,0,0,4,1,5,0,0,1,9.5,9.5,31.7%,TB,8,2021
30,Jared Goff,25,34,73.5,222,6.5,0,0,5,0,0,0,0,1,8.9,8.9,73.4%,DET,8,2021
31,Matt Ryan,20,27,74.1,146,5.4,1,2,3,2,3,0,0,1,8.1,8.1,0.1%,FA,8,2021
32,Josh Johnson,2,4,50.0,17,4.3,0,0,0,0,0,0,0,1,0.7,0.7,0.1%,BAL,8,2021
33,David Blough,0,0,0.0,0,0.0,0,0,1,1,6,0,0,1,0.6,0.6,0.0%,FA,8,2021
34,Gardner Minshew II,2,2,100.0,11,5.5,0,0,0,0,0,0,0,1,0.4,0.4,3.9%,LV,8,2021
35,John Wolford,1,2,50.0,5,2.5,0,0,1,0,0,0,0,1,0.2,0.2,0.0%,CAR,8,2021
36,P.J. Walker,0,1,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,FA,8,2021
37,Logan Woodside,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,CIN,8,2021
