Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Josh Allen,36,54,66.7,308,5.7,2,1,3,12,109,1,0,1,36.2,36.2,100.0%,BUF,14,2021
2,Tom Brady,31,46,67.4,363,7.9,2,0,2,7,16,1,0,1,30.1,30.1,2.7%,FA,14,2021
3,Aaron Rodgers,29,37,78.4,341,9.2,4,0,3,1,0,0,0,1,29.6,29.6,72.2%,NYJ,14,2021
4,Taysom Hill,15,21,71.4,175,8.3,0,0,3,11,73,2,0,1,26.3,26.3,45.9%,NO,14,2021
5,Ben Roethlisberger,28,40,70.0,308,7.7,3,1,5,1,5,0,0,1,25.8,25.8,13.6%,FA,14,2021
6,Justin Herbert,23,31,74.2,275,8.9,3,0,2,4,19,0,0,1,24.9,24.9,65.1%,LAC,14,2021
7,Matthew Stafford,23,30,76.7,287,9.6,3,0,3,0,0,0,0,1,23.5,23.5,49.9%,LAR,14,2021
8,Joe Burrow,25,34,73.5,348,10.2,2,0,5,2,3,0,0,1,22.2,22.2,98.2%,CIN,14,2021
9,Russell Wilson,17,28,60.7,260,9.3,2,0,0,2,8,0,0,1,21.2,21.2,6.9%,PIT,14,2021
10,Justin Fields,18,33,54.5,224,6.8,2,2,2,9,74,0,1,1,20.4,20.4,6.0%,PIT,14,2021
11,Patrick Mahomes II,20,24,83.3,258,10.8,2,0,3,4,20,0,0,1,20.3,20.3,99.9%,KC,14,2021
12,Jimmy Garoppolo,27,41,65.9,296,7.2,2,0,5,1,3,0,0,1,20.1,20.1,0.1%,LAR,14,2021
13,Kyler Murray,32,49,65.3,383,7.8,0,2,4,7,61,0,0,1,19.4,19.4,94.7%,ARI,14,2021
14,Mike Glennon,17,36,47.2,191,5.3,2,1,2,1,7,1,1,1,19.3,19.3,1.0%,FA,14,2021
15,Davis Mills,33,49,67.3,331,6.8,1,0,2,2,8,0,0,1,18.0,18.0,0.1%,HOU,14,2021
16,Ryan Tannehill,20,31,64.5,191,6.2,0,0,4,4,29,1,0,1,16.5,16.5,0.1%,FA,14,2021
17,Baker Mayfield,22,32,68.8,190,5.9,2,1,0,6,14,0,0,1,16.0,16.0,31.7%,TB,14,2021
18,Kirk Cousins,14,31,45.2,216,7.0,2,2,0,2,14,0,0,1,16.0,16.0,64.2%,ATL,14,2021
19,Tyler Huntley,27,38,71.1,270,7.1,1,0,3,6,45,0,2,1,15.3,15.3,0.0%,BAL,14,2021
20,Teddy Bridgewater,18,25,72.0,179,7.2,2,0,1,0,0,0,0,1,15.2,15.2,0.0%,FA,14,2021
21,Cam Newton,15,23,65.2,178,7.7,0,1,1,10,47,1,1,1,14.8,14.8,9.1%,FA,14,2021
22,Jared Goff,24,39,61.5,215,5.5,1,1,2,2,10,0,0,1,12.6,12.6,73.4%,DET,14,2021
23,Dak Prescott,22,39,56.4,211,5.4,1,2,4,7,15,0,0,1,11.9,11.9,96.3%,DAL,14,2021
24,Matt Ryan,19,28,67.9,190,6.8,1,0,0,4,3,0,0,1,11.9,11.9,0.1%,FA,14,2021
25,Derek Carr,33,45,73.3,263,5.8,1,1,4,0,0,0,1,1,11.5,11.5,7.1%,NO,14,2021
26,Zach Wilson,19,42,45.2,202,4.8,0,0,3,4,33,0,0,1,11.4,11.4,0.1%,DEN,14,2021
27,Taylor Heinicke,11,25,44.0,122,4.9,1,1,4,3,8,0,1,1,8.7,8.7,0.0%,LAC,14,2021
28,P.J. Walker,6,12,50.0,75,6.3,1,1,0,2,-5,0,0,1,5.5,5.5,0.0%,FA,14,2021
29,Trevor Lawrence,24,40,60.0,221,5.5,0,4,3,1,2,0,0,1,5.0,5.0,66.9%,JAC,14,2021
30,Lamar Jackson,4,4,100.0,17,4.3,0,0,1,2,5,0,0,1,1.2,1.2,99.9%,BAL,14,2021
31,Kyle Allen,4,9,44.4,53,5.9,0,0,1,2,11,0,1,1,1.2,1.2,0.0%,PIT,14,2021
32,Colt McCoy,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2021
33,Kurt Benkert,0,0,0.0,0,0.0,0,0,0,2,-1,0,0,1,-0.1,-0.1,0.0%,FA,14,2021
34,Chad Henne,0,0,0.0,0,0.0,0,0,0,3,-2,0,0,1,-0.2,-0.2,0.1%,FA,14,2021
35,Chase Daniel,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.0%,FA,14,2021
36,Logan Woodside,0,0,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.0%,CIN,14,2021
