Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Sam Darnold,26,39,66.7,301,7.7,2,2,5,6,35,2,0,1,33.5,33.5,6.3%,MIN,4,2021
2,Patrick Mahomes II,24,30,80.0,267,8.9,5,1,1,5,26,0,0,1,32.3,32.3,99.9%,KC,4,2021
3,Matt Ryan,25,42,59.5,283,6.7,4,0,1,1,17,0,0,1,29.0,29.0,0.1%,FA,4,2021
4,Jalen Hurts,32,48,66.7,387,8.1,2,0,3,8,47,0,0,1,28.2,28.2,99.9%,PHI,4,2021
5,Taylor Heinicke,23,33,69.7,290,8.8,3,0,1,5,43,0,0,1,27.9,27.9,0.0%,LAC,4,2021
6,Daniel Jones,28,40,70.0,402,10.1,2,1,0,4,27,0,0,1,27.8,27.8,7.4%,NYG,4,2021
7,Dak Prescott,14,22,63.6,188,8.5,4,0,0,4,35,0,0,1,27.0,27.0,96.3%,DAL,4,2021
8,Aaron Rodgers,20,36,55.6,248,6.9,2,0,3,3,2,1,0,1,24.1,24.1,72.2%,NYJ,4,2021
9,Russell Wilson,16,23,69.6,149,6.5,2,0,3,4,26,1,0,1,22.6,22.6,6.9%,PIT,4,2021
10,Kyler Murray,24,32,75.0,268,8.4,2,0,3,6,39,0,0,1,22.6,22.6,94.7%,ARI,4,2021
11,Joe Burrow,25,32,78.1,348,10.9,2,0,1,3,4,0,0,1,22.3,22.3,98.2%,CIN,4,2021
12,Justin Herbert,25,38,65.8,222,5.8,3,0,2,3,4,0,0,1,21.3,21.3,65.1%,LAC,4,2021
13,Josh Allen,20,30,66.7,248,8.3,2,1,1,6,41,0,0,1,21.0,21.0,100.0%,BUF,4,2021
14,Trey Lance,9,18,50.0,157,8.7,2,0,1,7,41,0,0,1,20.4,20.4,0.1%,DAL,4,2021
15,Matthew Stafford,26,41,63.4,280,6.8,2,1,0,6,21,0,0,1,20.3,20.3,49.9%,LAR,4,2021
16,Lamar Jackson,22,37,59.5,316,8.5,1,0,3,7,28,0,0,1,19.4,19.4,99.9%,BAL,4,2021
17,Ryan Tannehill,30,49,61.2,298,6.1,1,0,7,3,9,0,0,1,18.8,18.8,0.1%,FA,4,2021
18,Taysom Hill,2,3,66.7,9,3.0,0,1,0,6,28,2,0,1,18.8,18.8,45.9%,NO,4,2021
19,Zach Wilson,21,34,61.8,297,8.7,2,1,1,3,-2,0,0,1,18.7,18.7,0.1%,DEN,4,2021
20,Mac Jones,31,40,77.5,275,6.9,2,1,4,1,-1,0,0,1,17.9,17.9,0.1%,JAC,4,2021
21,Carson Wentz,24,32,75.0,228,7.1,2,0,2,5,8,0,0,1,17.9,17.9,0.2%,KC,4,2021
22,Trevor Lawrence,17,24,70.8,204,8.5,0,0,1,8,36,1,0,1,17.8,17.8,66.9%,JAC,4,2021
23,Jared Goff,24,38,63.2,299,7.9,2,0,4,3,8,0,2,1,16.8,16.8,73.4%,DET,4,2021
24,Derek Carr,21,34,61.8,196,5.8,2,1,4,3,6,0,0,1,15.4,15.4,7.1%,NO,4,2021
25,Jacoby Brissett,20,30,66.7,199,6.6,2,0,3,3,8,0,1,1,14.8,14.8,0.9%,NE,4,2021
26,Jameis Winston,17,23,73.9,226,9.8,1,0,0,0,0,0,0,1,13.0,13.0,0.6%,CLE,4,2021
27,Tom Brady,22,43,51.2,269,6.3,0,0,1,4,3,0,0,1,11.1,11.1,2.7%,FA,4,2021
28,Kirk Cousins,20,38,52.6,203,5.3,1,1,2,2,0,0,0,1,11.1,11.1,64.2%,ATL,4,2021
29,Ben Roethlisberger,26,40,65.0,232,5.8,1,1,2,0,0,0,1,1,10.3,10.3,13.6%,FA,4,2021
30,Jimmy Garoppolo,14,23,60.9,165,7.2,1,1,1,0,0,0,0,1,9.6,9.6,0.1%,LAR,4,2021
31,Baker Mayfield,15,33,45.5,155,4.7,0,0,3,2,11,0,0,1,9.3,9.3,31.7%,TB,4,2021
32,Justin Fields,11,17,64.7,209,12.3,0,1,1,3,9,0,0,1,8.3,8.3,6.0%,PIT,4,2021
33,Mitchell Trubisky,1,1,100.0,8,8.0,0,0,0,4,10,1,0,1,7.3,7.3,0.1%,BUF,4,2021
34,Teddy Bridgewater,7,16,43.8,65,4.1,1,0,2,1,2,0,0,1,6.8,6.8,0.0%,FA,4,2021
35,Drew Lock,12,21,57.1,113,5.4,0,1,3,0,0,0,0,1,3.5,3.5,0.1%,NYG,4,2021
36,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,1,3,0,0,1,0.3,0.3,0.0%,CAR,4,2021
37,Colt McCoy,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.0%,FA,4,2021
38,Davis Mills,11,21,52.4,87,4.1,0,4,3,1,2,0,0,1,-0.3,-0.3,0.1%,HOU,4,2021
