Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Huntley,28,40,70.0,215,5.4,2,0,1,13,73,2,0,1,35.9,35.9,0.0%,BAL,15,2021
2,Patrick Mahomes II,31,47,66.0,410,8.7,3,1,1,3,32,0,1,1,30.6,30.6,99.9%,KC,15,2021
3,Jalen Hurts,20,26,76.9,296,11.4,1,1,3,8,38,2,1,1,28.6,28.6,99.9%,PHI,15,2021
4,Cam Newton,18,38,47.4,156,4.1,1,1,4,15,71,1,0,1,24.3,24.3,9.1%,FA,15,2021
5,Justin Herbert,22,38,57.9,236,6.2,2,1,0,5,16,1,0,1,24.0,24.0,65.1%,LAC,15,2021
6,Aaron Rodgers,23,31,74.2,268,8.6,3,0,3,4,11,0,0,1,23.8,23.8,72.2%,NYJ,15,2021
7,Josh Allen,19,34,55.9,210,6.2,3,1,4,3,24,0,0,1,21.8,21.8,100.0%,BUF,15,2021
8,Jared Goff,21,26,80.8,216,8.3,3,0,2,0,0,0,0,1,20.6,20.6,73.4%,DET,15,2021
9,Mac Jones,26,45,57.8,299,6.6,2,2,1,1,12,0,0,1,19.2,19.2,0.1%,JAC,15,2021
10,Justin Fields,26,39,66.7,285,7.3,1,0,3,7,35,0,1,1,16.9,16.9,6.0%,PIT,15,2021
11,Matthew Stafford,21,29,72.4,244,8.4,2,1,4,3,-3,0,0,1,16.5,16.5,49.9%,LAR,15,2021
12,Tua Tagovailoa,16,27,59.3,196,7.3,2,2,1,7,19,0,0,1,15.7,15.7,80.1%,MIA,15,2021
13,Davis Mills,19,30,63.3,209,7.0,2,1,1,1,2,0,0,1,15.6,15.6,0.1%,HOU,15,2021
14,Jimmy Garoppolo,18,23,78.3,235,10.2,1,0,0,3,4,0,0,1,13.8,13.8,0.1%,LAR,15,2021
15,Kyler Murray,23,41,56.1,257,6.3,1,1,2,4,3,0,0,1,13.6,13.6,94.7%,ARI,15,2021
16,Matt Ryan,19,32,59.4,236,7.4,1,0,3,5,20,0,1,1,13.4,13.4,0.1%,FA,15,2021
17,Joe Burrow,15,22,68.2,157,7.1,1,0,3,5,25,0,0,1,12.8,12.8,98.2%,CIN,15,2021
18,Zach Wilson,13,23,56.5,170,7.4,0,0,6,4,12,1,1,1,12.0,12.0,0.1%,DEN,15,2021
19,Ben Roethlisberger,16,25,64.0,148,5.9,0,0,3,3,0,1,0,1,11.9,11.9,13.6%,FA,15,2021
20,Kirk Cousins,12,24,50.0,87,3.6,2,1,4,2,10,0,0,1,11.5,11.5,64.2%,ATL,15,2021
21,Derek Carr,25,38,65.8,236,6.2,1,1,2,3,7,0,1,1,11.1,11.1,7.1%,NO,15,2021
22,Ryan Tannehill,23,32,71.9,153,4.8,0,1,4,5,18,1,1,1,10.9,10.9,0.1%,FA,15,2021
23,Dak Prescott,28,37,75.7,217,5.9,1,0,3,2,-1,0,1,1,10.6,10.6,96.3%,DAL,15,2021
24,Trevor Lawrence,22,38,57.9,210,5.5,0,0,3,5,21,0,0,1,10.5,10.5,66.9%,JAC,15,2021
25,Nick Mullens,20,30,66.7,147,4.9,1,0,0,0,0,0,0,1,9.9,9.9,0.1%,MIN,15,2021
26,Taysom Hill,13,27,48.1,154,5.7,0,0,2,11,33,0,0,1,9.5,9.5,45.9%,NO,15,2021
27,Garrett Gilbert,20,31,64.5,194,6.3,0,0,2,0,0,0,0,1,7.8,7.8,0.0%,FA,15,2021
28,Carson Wentz,5,12,41.7,57,4.8,1,1,1,8,17,0,0,1,7.0,7.0,0.2%,KC,15,2021
29,Tom Brady,26,48,54.2,214,4.5,0,1,4,1,2,0,1,1,5.8,5.8,2.7%,FA,15,2021
30,Drew Lock,6,12,50.0,88,7.3,1,0,1,1,-2,0,1,1,5.3,5.3,0.1%,NYG,15,2021
31,Russell Wilson,17,31,54.8,156,5.0,0,1,3,0,0,0,0,1,5.2,5.2,6.9%,PIT,15,2021
32,Teddy Bridgewater,12,22,54.5,98,4.5,0,0,2,3,10,0,0,1,4.9,4.9,0.0%,FA,15,2021
33,Jake Fromm,6,12,50.0,82,6.8,0,0,1,0,0,0,0,1,3.3,3.3,0.0%,DET,15,2021
34,Colt McCoy,6,9,66.7,56,6.2,0,0,0,1,3,0,0,1,2.5,2.5,0.0%,FA,15,2021
35,Mike Glennon,13,24,54.2,99,4.1,0,3,0,1,0,0,0,1,1.0,1.0,1.0%,FA,15,2021
36,Marcus Mariota,0,0,0.0,0,0.0,0,0,0,1,3,0,0,1,0.3,0.3,0.1%,WAS,15,2021
37,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,1,2,0,0,1,0.2,0.2,0.9%,NE,15,2021
