Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Patrick Mahomes II,35,50,70.0,406,8.1,5,0,0,0,0,0,0,1,36.2,36.2,99.9%,KC,10,2021
2,Dak Prescott,24,31,77.4,296,9.5,2,0,0,2,5,1,0,1,26.3,26.3,96.3%,DAL,10,2021
3,Josh Allen,21,28,75.0,366,13.1,2,1,2,2,3,0,0,1,21.9,21.9,100.0%,BUF,10,2021
4,Mac Jones,19,23,82.6,198,8.6,3,0,2,0,0,0,0,1,19.9,19.9,0.1%,JAC,10,2021
5,Trevor Siemian,19,34,55.9,298,8.8,2,0,4,0,0,0,0,1,19.9,19.9,0.0%,FA,10,2021
6,Jalen Hurts,16,23,69.6,178,7.7,2,1,2,13,55,0,0,1,19.6,19.6,99.9%,PHI,10,2021
7,Derek Carr,25,35,71.4,261,7.5,2,1,2,3,18,0,0,1,19.2,19.2,7.1%,NO,10,2021
8,Ryan Tannehill,19,27,70.4,213,7.9,1,0,2,5,1,1,0,1,18.6,18.6,0.1%,FA,10,2021
9,Kirk Cousins,25,37,67.6,294,7.9,2,0,2,4,-3,0,1,1,17.5,17.5,64.2%,ATL,10,2021
10,Lamar Jackson,26,43,60.5,238,5.5,1,1,4,9,39,0,0,1,16.4,16.4,99.9%,BAL,10,2021
11,Mason Rudolph,30,50,60.0,242,4.8,1,1,0,4,36,0,0,1,16.3,16.3,0.1%,TEN,10,2021
12,Taylor Heinicke,26,32,81.3,256,8.0,1,0,5,3,15,0,0,1,15.7,15.7,0.0%,LAC,10,2021
13,Jimmy Garoppolo,15,19,78.9,182,9.6,2,0,1,2,1,0,0,1,15.4,15.4,0.1%,LAR,10,2021
14,Tom Brady,23,34,67.6,220,6.5,2,2,0,1,2,0,0,1,15.0,15.0,2.7%,FA,10,2021
15,Justin Herbert,20,34,58.8,195,5.7,1,1,2,2,22,0,0,1,13.0,13.0,65.1%,LAC,10,2021
16,Tua Tagovailoa,8,13,61.5,158,12.2,0,0,1,3,0,1,0,1,12.3,12.3,80.1%,MIA,10,2021
17,Matthew Stafford,26,41,63.4,243,5.9,1,2,2,1,1,0,0,1,11.8,11.8,49.9%,LAR,10,2021
18,Cam Newton,3,4,75.0,8,2.0,1,0,0,3,14,1,0,1,11.7,11.7,9.1%,FA,10,2021
19,Aaron Rodgers,23,37,62.2,292,7.9,0,1,1,2,8,0,0,1,11.5,11.5,72.2%,NYJ,10,2021
20,Trevor Lawrence,16,35,45.7,162,4.6,0,0,3,5,33,0,1,1,9.8,9.8,66.9%,JAC,10,2021
21,Teddy Bridgewater,22,36,61.1,226,6.3,0,0,1,0,0,0,0,1,9.0,9.0,0.0%,FA,10,2021
22,Russell Wilson,20,40,50.0,161,4.0,0,2,3,5,32,0,0,1,7.6,7.6,6.9%,PIT,10,2021
23,Brian Hoyer,3,3,100.0,85,28.3,1,0,0,2,-2,0,0,1,7.2,7.2,0.0%,FA,10,2021
24,Carson Wentz,22,34,64.7,180,5.3,0,0,1,4,-1,0,0,1,7.1,7.1,0.2%,KC,10,2021
25,Jacoby Brissett,11,23,47.8,156,6.8,0,0,2,1,4,0,0,1,6.6,6.6,0.9%,NE,10,2021
26,P.J. Walker,22,29,75.9,167,5.8,0,1,0,3,6,0,1,1,6.3,6.3,0.0%,FA,10,2021
27,Mike White,24,44,54.5,251,5.7,0,4,1,0,0,0,0,1,6.0,6.0,0.1%,BUF,10,2021
28,Baker Mayfield,11,21,52.4,73,3.5,1,1,2,0,0,0,0,1,5.9,5.9,31.7%,TB,10,2021
29,Joe Flacco,3,3,100.0,47,15.7,1,0,0,0,0,0,0,1,5.9,5.9,0.7%,IND,10,2021
30,Taysom Hill,2,2,100.0,11,5.5,0,0,0,3,23,0,0,1,5.2,5.2,45.9%,NO,10,2021
31,Jared Goff,14,25,56.0,114,4.6,0,0,4,0,0,0,0,1,4.6,4.6,73.4%,DET,10,2021
32,Case Keenum,8,12,66.7,81,6.8,0,0,3,0,0,0,0,1,3.2,3.2,0.0%,HOU,10,2021
33,Matt Ryan,9,21,42.9,117,5.6,0,2,2,0,0,0,0,1,2.7,2.7,0.1%,FA,10,2021
34,Chris Streveler,6,9,66.7,36,4.0,0,0,2,2,4,0,0,1,1.8,1.8,0.0%,FA,10,2021
35,Colt McCoy,11,20,55.0,107,5.4,0,1,2,1,-1,0,1,1,1.2,1.2,0.0%,FA,10,2021
36,Cooper Rush,3,3,100.0,17,5.7,0,0,0,3,-6,0,0,1,0.1,0.1,0.1%,DAL,10,2021
37,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,10,2021
38,Chad Henne,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.1%,FA,10,2021
39,Davis Webb,0,0,0.0,0,0.0,0,0,0,2,-3,0,0,1,-0.3,-0.3,0.0%,FA,10,2021
40,Josh Rosen,1,6,16.7,14,2.3,0,1,0,0,0,0,0,1,-0.4,-0.4,0.0%,FA,10,2021
