Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kyler Murray,29,36,80.6,400,11.1,3,2,3,5,31,1,0,1,35.1,35.1,94.7%,ARI,2,2021
2,Lamar Jackson,18,26,69.2,239,9.2,1,2,1,16,107,2,0,1,34.3,34.3,99.9%,BAL,2,2021
3,Tom Brady,24,36,66.7,276,7.7,5,0,3,1,6,0,1,1,29.6,29.6,2.7%,FA,2,2021
4,Daniel Jones,22,32,68.8,249,7.8,1,0,4,9,95,1,0,1,29.5,29.5,7.4%,NYG,2,2021
5,Aaron Rodgers,22,27,81.5,255,9.4,4,0,3,4,6,0,0,1,26.8,26.8,72.2%,NYJ,2,2021
6,Kirk Cousins,22,32,68.8,244,7.6,3,0,1,2,35,0,0,1,25.3,25.3,64.2%,ATL,2,2021
7,Patrick Mahomes II,24,31,77.4,343,11.1,3,1,0,1,3,0,0,1,25.0,25.0,99.9%,KC,2,2021
8,Derek Carr,28,37,75.7,382,10.3,2,0,2,4,9,0,0,1,24.2,24.2,7.1%,NO,2,2021
9,Russell Wilson,22,31,71.0,343,11.1,2,0,3,3,16,0,0,1,23.3,23.3,6.9%,PIT,2,2021
10,Jalen Hurts,12,23,52.2,190,8.3,0,0,2,10,82,1,0,1,21.8,21.8,99.9%,PHI,2,2021
11,Teddy Bridgewater,26,34,76.5,328,9.6,2,0,3,4,1,0,0,1,21.2,21.2,0.0%,FA,2,2021
12,Taylor Heinicke,34,46,73.9,336,7.3,2,1,1,4,6,0,0,1,21.0,21.0,0.0%,LAC,2,2021
13,Sam Darnold,26,38,68.4,305,8.0,2,1,2,1,7,0,0,1,19.9,19.9,6.3%,MIN,2,2021
14,Jimmy Garoppolo,22,30,73.3,189,6.3,1,0,0,11,20,1,0,1,19.6,19.6,0.1%,LAR,2,2021
15,Jared Goff,26,36,72.2,246,6.8,2,1,1,4,46,0,1,1,19.4,19.4,73.4%,DET,2,2021
16,Matt Ryan,35,46,76.1,300,6.5,2,3,1,2,3,0,0,1,19.3,19.3,0.1%,FA,2,2021
17,Carson Wentz,20,31,64.5,247,8.0,1,1,3,5,37,0,0,1,18.6,18.6,0.2%,KC,2,2021
18,Baker Mayfield,19,21,90.5,213,10.1,1,1,2,8,10,1,0,1,18.5,18.5,31.7%,TB,2,2021
19,Matthew Stafford,19,30,63.3,278,9.3,2,1,1,2,1,0,0,1,18.2,18.2,49.9%,LAR,2,2021
20,Josh Allen,17,33,51.5,179,5.4,2,1,1,5,35,0,0,1,17.7,17.7,100.0%,BUF,2,2021
21,Justin Herbert,31,41,75.6,338,8.2,1,2,2,4,12,0,0,1,16.7,16.7,65.1%,LAC,2,2021
22,Tyrod Taylor,10,11,90.9,125,11.4,1,0,0,1,15,1,0,1,16.5,16.5,0.2%,NYJ,2,2021
23,Ben Roethlisberger,27,40,67.5,295,7.4,1,1,2,0,0,0,0,1,14.8,14.8,13.6%,FA,2,2021
24,Ryan Tannehill,27,40,67.5,347,8.7,0,0,3,4,27,0,1,1,14.6,14.6,0.1%,FA,2,2021
25,Joe Burrow,19,30,63.3,207,6.9,2,3,5,0,0,0,0,1,13.3,13.3,98.2%,CIN,2,2021
26,Jameis Winston,11,22,50.0,111,5.0,0,2,4,3,19,1,0,1,10.3,10.3,0.6%,CLE,2,2021
27,Trevor Lawrence,14,33,42.4,118,3.6,1,2,1,2,21,0,0,1,8.8,8.8,66.9%,JAC,2,2021
28,Andy Dalton,9,11,81.8,56,5.1,1,0,1,2,25,0,0,1,8.7,8.7,0.1%,CAR,2,2021
29,Dak Prescott,23,27,85.2,237,8.8,0,1,2,0,0,0,0,1,8.5,8.5,96.3%,DAL,2,2021
30,Mac Jones,22,30,73.3,186,6.2,0,0,3,0,0,0,0,1,7.4,7.4,0.1%,JAC,2,2021
31,Davis Mills,8,18,44.4,102,5.7,1,1,1,2,-1,0,0,1,7.0,7.0,0.1%,HOU,2,2021
32,Jacoby Brissett,24,40,60.0,169,4.2,0,1,4,4,8,0,0,1,6.6,6.6,0.9%,NE,2,2021
33,Zach Wilson,19,33,57.6,210,6.4,0,4,4,3,19,0,0,1,6.3,6.3,0.1%,DEN,2,2021
34,Justin Fields,6,13,46.2,60,4.6,0,1,2,10,31,0,0,1,4.5,4.5,6.0%,PIT,2,2021
35,Taysom Hill,0,0,0.0,0,0.0,0,0,0,2,16,0,0,1,1.6,1.6,45.9%,NO,2,2021
36,Tua Tagovailoa,1,4,25.0,13,3.3,0,0,2,0,0,0,0,1,0.5,0.5,80.1%,MIA,2,2021
37,Jacob Eason,2,5,40.0,25,5.0,0,1,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021
38,Josh Rosen,0,2,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021
39,Mitchell Trubisky,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.1%,BUF,2,2021
40,Blaine Gabbert,0,0,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.0%,FA,2,2021
41,Jordan Love,0,0,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,95.3%,GB,2,2021
