Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tua Tagovailoa,32,40,80.0,291,7.3,4,2,1,4,29,0,0,1,28.5,28.5,80.1%,MIA,7,2021
2,Joe Burrow,23,38,60.5,416,10.9,3,1,1,1,0,0,0,1,27.6,27.6,98.2%,CIN,7,2021
3,Matthew Stafford,28,41,68.3,334,8.1,3,0,1,2,-2,0,0,1,27.2,27.2,49.9%,LAR,7,2021
4,Aaron Rodgers,27,35,77.1,274,7.8,3,0,3,2,17,0,0,1,24.7,24.7,72.2%,NYJ,7,2021
5,Tom Brady,20,36,55.6,211,5.9,4,0,0,0,0,0,0,1,24.4,24.4,2.7%,FA,7,2021
6,Jalen Hurts,18,34,52.9,236,6.9,2,0,2,13,61,0,1,1,23.5,23.5,99.9%,PHI,7,2021
7,Lamar Jackson,15,31,48.4,257,8.3,1,0,5,12,88,0,0,1,23.1,23.1,99.9%,BAL,7,2021
8,Kyler Murray,20,28,71.4,261,9.3,3,1,4,6,10,0,0,1,22.4,22.4,94.7%,ARI,7,2021
9,Mac Jones,24,36,66.7,307,8.5,2,0,1,3,19,0,0,1,22.2,22.2,0.1%,JAC,7,2021
10,Taylor Heinicke,25,37,67.6,268,7.2,1,1,4,10,95,0,1,1,21.2,21.2,0.0%,LAC,7,2021
11,Ryan Tannehill,21,27,77.8,270,10.0,1,1,1,2,6,1,0,1,20.4,20.4,0.1%,FA,7,2021
12,Carson Wentz,17,26,65.4,150,5.8,2,0,1,4,23,1,1,1,20.3,20.3,0.2%,KC,7,2021
13,Derek Carr,31,34,91.2,323,9.5,2,1,0,2,1,0,0,1,20.0,20.0,7.1%,NO,7,2021
14,Matt Ryan,25,40,62.5,336,8.4,2,1,1,3,0,0,1,1,18.4,18.4,0.1%,FA,7,2021
15,Daniel Jones,23,33,69.7,203,6.2,1,0,2,8,28,0,0,1,17.5,17.5,7.4%,NYG,7,2021
16,Jameis Winston,19,35,54.3,222,6.3,1,0,2,8,40,0,0,1,16.9,16.9,0.6%,CLE,7,2021
17,Teddy Bridgewater,23,33,69.7,187,5.7,2,1,2,2,3,0,0,1,14.8,14.8,0.0%,FA,7,2021
18,Jared Goff,22,36,61.1,268,7.4,1,2,2,1,3,0,0,1,13.0,13.0,73.4%,DET,7,2021
19,Case Keenum,21,33,63.6,199,6.0,1,0,1,4,7,0,0,1,12.7,12.7,0.0%,HOU,7,2021
20,Geno Smith,12,22,54.5,167,7.6,1,0,5,3,12,0,0,1,11.9,11.9,21.9%,SEA,7,2021
21,Mike White,20,32,62.5,202,6.3,1,2,1,0,0,0,0,1,10.1,10.1,0.1%,BUF,7,2021
22,Patrick Mahomes II,20,35,57.1,206,5.9,0,1,4,6,35,0,1,1,8.7,8.7,99.9%,KC,7,2021
23,Jimmy Garoppolo,16,27,59.3,181,6.7,1,2,2,2,0,0,1,1,7.2,7.2,0.1%,LAR,7,2021
24,Justin Fields,22,32,68.8,184,5.8,0,3,4,8,38,0,2,1,4.2,4.2,6.0%,PIT,7,2021
25,Chad Henne,11,16,68.8,82,5.1,0,0,0,1,4,0,0,1,3.7,3.7,0.1%,FA,7,2021
26,Sam Darnold,16,25,64.0,112,4.5,0,1,3,0,0,0,0,1,3.5,3.5,6.3%,MIN,7,2021
27,Davis Mills,23,32,71.9,135,4.2,0,0,2,0,0,0,1,1,3.4,3.4,0.1%,HOU,7,2021
28,Brian Hoyer,3,4,75.0,79,19.8,0,0,0,3,-3,0,0,1,2.9,2.9,0.0%,FA,7,2021
29,P.J. Walker,3,14,21.4,33,2.4,0,0,3,1,13,0,0,1,2.6,2.6,0.0%,FA,7,2021
30,Zach Wilson,6,10,60.0,51,5.1,0,0,1,0,0,0,0,1,2.0,2.0,0.1%,DEN,7,2021
31,Tyler Huntley,5,11,45.5,39,3.5,0,0,0,0,0,0,0,1,1.6,1.6,0.0%,BAL,7,2021
32,Blaine Gabbert,2,3,66.7,15,5.0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%,FA,7,2021
33,Marcus Mariota,0,0,0.0,0,0.0,0,0,0,1,4,0,0,1,0.4,0.4,0.1%,WAS,7,2021
34,Colt McCoy,0,0,0.0,0,0.0,0,0,0,2,-1,0,0,1,-0.1,-0.1,0.0%,FA,7,2021
35,Logan Woodside,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,CIN,7,2021
