Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Shaquil Barrett,6,0,3.0,0,0,0,0,0,1,28.5,28.5,0.4%,FA,17,2019
2,Eric Wilson,7,5,1.0,0,0,0,0,0,1,23.3,23.3,0.3%,GB,17,2019
3,Blake Martinez,5,2,1.0,1,1,0,0,0,1,22.0,22.0,0.0%,FA,17,2019
4,Anthony Walker Jr.,12,5,0.0,0,0,0,0,0,1,21.8,21.8,0.4%,MIA,17,2019
5,James Burgess Jr.,7,2,0.0,1,1,0,0,0,1,21.0,21.0,0.0%,FA,17,2019
6,A.J. Klein,5,1,0.0,1,1,0,0,1,1,20.8,20.8,0.0%,FA,17,2019
7,Todd Davis,8,5,0.0,0,0,0,0,0,1,20.8,20.8,0.0%,FA,17,2019
8,Dre Greenlaw,11,2,0.0,0,0,0,0,0,1,20.5,20.5,4.3%,SF,17,2019
9,Jaylon Smith,2,7,0.0,3,1,0,0,0,1,20.3,20.3,0.0%,FA,17,2019
10,Deion Jones,2,1,0.0,1,1,0,1,1,1,20.3,20.3,0.1%,FA,17,2019
11,Jordan Jenkins,3,0,1.0,1,0,1,0,0,1,19.0,19.0,0.0%,FA,17,2019
12,Devin Bush Jr.,11,1,0.0,0,0,0,0,0,1,17.3,17.3,0.4%,CLE,17,2019
13,Devin White,4,1,0.0,0,0,0,1,1,1,16.8,16.8,7.4%,PHI,17,2019
14,Anthony Hitchens,5,5,0.0,0,0,0,0,0,1,16.3,16.3,1.0%,FA,17,2019
15,Joe Walker,7,4,0.0,0,0,0,0,0,1,16.0,16.0,0.0%,FA,17,2019
16,Shaquille Leonard,3,3,0.0,1,1,0,0,0,1,15.8,15.8,0.2%,FA,17,2019
17,Nick Kwiatkoski,6,2,0.0,0,0,0,0,0,1,15.5,15.5,0.0%,FA,17,2019
18,Jermaine Carter Jr.,7,3,0.0,0,0,0,0,0,1,15.3,15.3,0.0%,FA,17,2019
19,Cory Littleton,3,0,1.0,0,0,0,1,0,1,15.0,15.0,0.0%,FA,17,2019
20,Jordan Hicks,6,7,0.0,0,0,0,0,0,1,14.3,14.3,9.4%,CLE,17,2019
21,T.J. Watt,4,1,0.5,1,0,1,0,0,1,14.3,14.3,77.7%,PIT,17,2019
22,Andrew Van Ginkel,6,0,0.0,0,0,0,0,0,1,14.0,14.0,4.3%,MIN,17,2019
23,K.J. Wright,4,2,0.0,1,0,0,0,0,1,14.0,14.0,0.0%,FA,17,2019
24,Mack Wilson Sr.,6,3,0.0,0,0,0,0,0,1,13.8,13.8,3.3%,ARI,17,2019
25,Jerome Baker,5,3,0.0,0,0,1,0,0,1,13.8,13.8,2.8%,SEA,17,2019
26,Von Miller,3,1,1.0,1,0,0,0,0,1,13.3,13.3,0.8%,BUF,17,2019
27,Bud Dupree,4,0,1.0,0,0,0,0,0,1,12.5,12.5,0.1%,LAC,17,2019
28,Kevin Pierre-Louis,2,4,0.0,1,1,0,0,0,1,12.5,12.5,0.0%,FA,17,2019
29,Joe Schobert,5,3,0.0,0,0,0,0,0,1,12.3,12.3,0.0%,FA,17,2019
30,Alexander Johnson,5,6,0.0,0,0,0,0,0,1,12.0,12.0,0.0%,FA,17,2019
31,Luke Kuechly,4,2,0.0,1,0,0,0,0,1,11.5,11.5,92.3%,FA,17,2019
32,Kentrell Brothers,6,3,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,17,2019
33,Nigel Bradham,5,5,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,17,2019
34,Shaun Dion Hamilton,2,2,0.0,0,0,0,1,0,1,11.0,11.0,0.0%,FA,17,2019
35,Jamie Collins Sr.,3,0,1.0,0,0,0,0,0,1,11.0,11.0,0.0%,FA,17,2019
36,Foyesade Oluokun,3,0,0.0,0,0,1,0,0,1,11.0,11.0,93.6%,JAC,17,2019
37,Matt Judon,2,0,1.0,0,0,1,0,0,1,11.0,11.0,12.1%,ATL,17,2019
38,Robert Quinn,2,1,1.0,0,0,0,0,0,1,10.3,10.3,2.0%,FA,17,2019
39,Troy Reeder,3,2,0.0,0,0,1,0,0,1,10.0,10.0,0.4%,LAR,17,2019
40,Jeremiah Attaochu,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,17,2019
41,David Mayo,4,2,0.5,0,0,0,0,0,1,9.5,9.5,0.0%,FA,17,2019
42,Rashaan Evans,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.1%,FA,17,2019
43,Nate Gerry,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,17,2019
44,Lavonte David,5,2,0.0,0,0,0,0,0,1,9.0,9.0,54.3%,TB,17,2019
45,Cole Holcomb,4,2,0.0,1,0,0,0,0,1,9.0,9.0,1.7%,PIT,17,2019
46,Terrell Suggs,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,17,2019
47,Leon Jacobs,4,0,0.0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,17,2019
48,Austin Calitro,3,2,0.0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,17,2019
49,Tyrell Adams,3,5,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2019
50,Bobby Wagner,4,3,0.0,0,0,0,0,0,1,8.3,8.3,61.2%,WAS,17,2019
51,Vince Williams,4,3,0.0,0,0,0,0,0,1,8.3,8.3,0.1%,FA,17,2019
52,Kamalei Correa,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,17,2019
53,Germaine Pratt,2,3,0.0,0,0,0,0,0,1,7.8,7.8,5.1%,CIN,17,2019
54,Chandler Jones,1,1,0.0,2,0,0,0,0,1,7.8,7.8,0.1%,FA,17,2019
55,Corey Thompson,2,3,0.0,0,0,0,0,0,1,7.8,7.8,0.0%,FA,17,2019
56,Malcolm Smith,2,1,0.0,0,0,1,0,0,1,7.8,7.8,0.0%,FA,17,2019
57,Jon Bostic,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,17,2019
58,Dont'a Hightower,4,2,0.0,0,0,0,0,0,1,7.5,7.5,1.0%,FA,17,2019
59,Travin Howard,3,2,0.0,1,0,0,0,0,1,7.5,7.5,0.0%,FA,17,2019
60,Tahir Whitehead,5,0,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,17,2019
61,Denzel Perryman,4,2,0.0,0,0,0,0,0,1,7.5,7.5,3.9%,LAC,17,2019
62,Drue Tranquill,5,0,0.0,0,0,0,0,0,1,7.5,7.5,7.7%,KC,17,2019
63,Samson Ebukam,1,0,0.0,1,0,0,1,0,1,7.0,7.0,0.7%,IND,17,2019
64,Neville Hewitt,3,1,0.0,1,0,0,0,0,1,6.8,6.8,0.0%,HOU,17,2019
65,Brennan Scarlett,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,17,2019
66,Markus Golden,2,5,0.0,0,0,0,0,0,1,6.8,6.8,0.1%,FA,17,2019
67,De'Vondre Campbell Sr.,2,1,0.0,0,0,0,0,0,1,6.3,6.3,2.1%,SF,17,2019
68,Kyle Van Noy,3,2,0.0,0,0,0,0,0,1,6.0,6.0,2.9%,BAL,17,2019
69,Ryan Anderson,4,0,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,17,2019
70,Vic Beasley Jr.,1,2,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,17,2019
71,Lorenzo Carter,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.2%,ATL,17,2019
72,Deone Bucannon,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,17,2019
73,Reggie Ragland,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,17,2019
74,Peter Kalambayi,2,3,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,17,2019
75,Will Compton,2,3,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,17,2019
76,Alec Ogletree,2,3,0.0,0,0,0,0,0,1,5.3,5.3,2.0%,FA,17,2019
77,Ben Niemann,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,DET,17,2019
78,Nick Vigil,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,DAL,17,2019
79,Craig Robertson,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,17,2019
80,Porter Gustin,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,17,2019
81,John Simon,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,17,2019
82,Mychal Kendricks,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,17,2019
83,Jalen Reeves-Maybin,2,2,0.0,0,0,0,0,0,1,4.5,4.5,20.6%,DET,17,2019
84,Cameron Smith,1,4,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,17,2019
85,Nicholas Morrow,3,0,0.0,0,0,0,0,0,1,4.5,4.5,4.0%,BUF,17,2019
86,Sam Eguavoen,0,0,0.0,0,0,0,1,0,1,4.0,4.0,0.0%,NYJ,17,2019
87,Damien Wilson,1,3,0.0,0,0,0,0,0,1,3.8,3.8,0.1%,FA,17,2019
88,Fred Warner,2,1,0.0,0,0,0,0,0,1,3.8,3.8,85.1%,SF,17,2019
89,Justin Hollins,1,1,0.0,1,0,0,0,0,1,3.8,3.8,0.0%,FA,17,2019
90,Steve Longa,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,17,2019
91,Julian Stanford,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,17,2019
92,Josey Jewell,2,1,0.0,0,0,0,0,0,1,3.8,3.8,4.9%,CAR,17,2019
93,Azeez Al-Shaair,2,1,0.0,0,0,0,0,0,1,3.8,3.8,40.2%,HOU,17,2019
94,Jayon Brown,2,1,0.0,0,0,0,0,0,1,3.8,3.8,2.0%,FA,17,2019
95,David Long Jr.,1,0,0.0,1,0,0,0,0,1,3.0,3.0,1.6%,MIA,17,2019
96,Sean Lee,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,17,2019
97,Kyler Fackrell,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,17,2019
98,Wesley Woodyard,1,0,0.0,1,0,0,0,0,1,3.0,3.0,0.0%,FA,17,2019
99,Preston Smith,1,0,0.0,1,0,0,0,0,1,3.0,3.0,1.4%,GB,17,2019
100,Calvin Munson,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,17,2019
101,Demario Davis,1,1,0.0,0,0,0,0,0,1,2.3,2.3,10.9%,NO,17,2019
102,Nate Orchard,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,17,2019
103,Zach Cunningham,0,3,0.0,0,0,0,0,0,1,2.3,2.3,0.1%,FA,17,2019
104,Leonard Floyd,0,1,0.0,1,0,0,0,0,1,2.3,2.3,2.1%,SF,17,2019
105,L.J. Fort,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,17,2019
106,Jordan Kunaszyk,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,MIN,17,2019
107,Elandon Roberts,1,0,0.0,0,0,0,0,0,1,1.5,1.5,1.2%,PIT,17,2019
108,Harold Landry III,0,2,0.0,0,0,0,0,0,1,1.5,1.5,12.1%,TEN,17,2019
109,Dennis Gardeck,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.5%,ARI,17,2019
110,Kyzir White,1,0,0.0,0,0,0,0,0,1,1.5,1.5,18.1%,ARI,17,2019
111,Hercules Mata'afa,0,0,0.0,1,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2019
112,Josh Bynes,0,2,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2019
113,Thomas Davis Sr.,0,0,0.0,1,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2019
114,Kareem Martin,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2019
115,Donald Payne,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2019
116,Robert Spillane,1,0,0.0,0,0,0,0,0,1,1.5,1.5,23.7%,LV,17,2019
117,Mark Barron,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2019
118,Uchenna Nwosu,1,0,0.0,0,0,0,0,0,1,1.5,1.5,3.4%,SEA,17,2019
119,Andre Smith Jr.,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2019
120,Tremaine Edmunds,0,2,0.0,0,0,0,0,0,1,1.5,1.5,17.8%,CHI,17,2019
121,Bobby Okereke,0,1,0.0,0,0,0,0,0,1,0.8,0.8,86.0%,NYG,17,2019
122,Matt Milano,0,1,0.0,0,0,0,0,0,1,0.8,0.8,2.7%,BUF,17,2019
123,Sione Takitaki,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.3%,NE,17,2019
124,T.J. Edwards,0,1,0.0,0,0,0,0,0,1,0.8,0.8,81.1%,CHI,17,2019
125,Clay Matthews,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,17,2019
126,Oshane Ximines,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,NE,17,2019
127,Khalil Mack,0,1,0.0,0,0,0,0,0,1,0.8,0.8,36.9%,LAC,17,2019
128,Anthony Pittman,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,17,2019
129,Isaiah Irving,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,17,2019
130,Cody Barton,0,1,0.0,0,0,0,0,0,1,0.8,0.8,2.8%,DEN,17,2019
131,Brandon Copeland,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,17,2019
132,Barkevious Mingo,0,1,0.0,0,0,0,0,0,1,0.8,0.8,6.0%,FA,17,2019
133,Za'Darius Smith,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.8%,CLE,17,2019
134,Ja'Whaun Bentley,0,1,0.0,0,0,0,0,0,1,0.8,0.8,6.5%,NE,17,2019
135,Noah Dawkins,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2019
136,Joe Giles-Harris,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2019
137,Jamal Davis II,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2019
138,Josh Watson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2019
139,Matt Orzech,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,17,2019
140,Natrez Patrick,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2019
141,Emeke Egbule,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2019
142,Jaylon Ferguson,1,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2019
143,Josh Hines-Allen,2,2,0.5,0,0,0,0,0,1,0.0,0.0,46.7%,JAC,17,2019
144,Rashan Gary,0,0,0.0,0,0,0,0,0,1,0.0,0.0,4.5%,GB,17,2019
